Index	Question	Options	Answer	Answer Explanation
11	参看图CPL3-2，根据下面给定条件，空机重量（包括滑油）577公斤，空机重量力矩：1175.6公斤米，正副驾驶重量：118公斤，后座乘客重量：54公斤，货物重量：27公斤，燃油：100公斤，问：飞机的重心在何处？ {{c1::A}}	在重心范围之内||在重心前限处||在重心范围的阴影区之内	1	"1公斤≈2.2磅，1米≈39英寸。由条件可知，总重量和总力矩如下：  
                总重（磅）         力矩（1000英寸•磅）
空机重量         1269                   100.9
正副驾驶重量     260                    23.1
后座乘客重量     119                    14.8
货物重量         59                     6.4
燃油             220                    20
总计             1927                   165.2
在图中画线可以看出飞机重心在重心范围之内。"
12	参看图CPL3-3，根据表格所示条件，问：飞机重心在哪里？ {{c1::C}}	重心范围之外，最大全重已超过标准||重心范围之外，但最大全重在标准之内||重心范围之内，最大全重和全重力矩均在标准之内	3	"由条件可知，总重量和总力矩如下：
             总重（磅）         力矩（1000英寸•磅）
基本重量      1315                    154.0
飞行员重量    145                     7.25
乘客重量      153                     12.5
燃油重量      162                     17.3
总计          1775                    191.05
在图中画线可以看出飞机重心在重心范围之内，全重和全重力矩均在标准范围之内。"
13	飞行手册中的重量重心包线图主要是用来 {{c1::B}}	确定重心位置||判断飞机是否超限||确定飞机总力矩	2	计算出重量和重心后，利用重量重心包线图判别飞机是否超限。
14	设备清单和目录可以提供的信息有 {{c1::A}}	设备的安装日期||设备的重量和位置||设备使用使用注意事项	1	设备清单和目录是对于该飞机上设备的清单，该清单会给出飞机的设备种类，型号，制造厂商，安装日期等信息。
15	什么情况下需要对飞机进行称重？ {{c1::C}}	飞机准备起飞时||飞机着陆后||飞机出厂或经过维修后	3	飞机刚出厂时要进行称重，通常是用地磅来称重。对维修过的飞机要进行重新的称重作业。
16	飞机上为什么要装载压舱物？ {{c1::B}}	增加飞机重量||调整飞机重心||增加飞机的稳定性	2	压舱物是指为了改变飞机重心而携带的物体。
17	飞机上的压舱物分为 {{c1::A}}	临时压舱物和永久压舱物||必备压舱物和附加压舱物||前压舱物和后压舱物	1	压舱物是指为了改变飞机重心而携带的物体，通常分为临时压舱物和永久压舱物。
18	对喷气机来说，其关键发动机是指 {{c1::A}}	给主液压系统供压的那台发动机||提供主要推力的那台发动机||由主发电机驱动的那台发动机	1	所谓关键发动机是指对飞机的飞行姿态或飞行性能影响最大的那一台发动机，对喷气机来说，在控制给主液压系统供压的那台发动机被认为是关键发动机。在地面上风方向的最外侧那台发动机被认为是关键发动机。
19	Vxse速度指的是 {{c1::B}}	飞机一发失效的最佳爬升率速度||飞机一发失效的最大爬升角速度||飞机一发失效的最小操作速度	2	Vyse：飞机一发失效的最佳爬升率速度。Vxse：飞机一发失效的最大爬升角速度。Vsse：飞机一发失效的最小操作速度。通常在教学训练时，有意令一台发动机失效或者处于慢车条件下，飞机所需的最小速度。
20	影响密度高度的因素有 {{c1::A}}	温度||高度||速度	1	影响密度高度的因素有温度、湿度、压强。
21	飞机的重量越小，起飞爬升率（ ），着陆距离（ ）。 {{c1::B}}	越小，越小||越大，越小||越大，越大	2	飞机重量是影响飞机起飞性能，起飞爬升性能和着陆性能的一个因素。重量越轻，能够减小起飞距离，增加起飞爬升率，减小着陆距离。重量越重，能够增大起飞距离，减小起飞爬升率，增大着陆距离。
22	沿起降方向跑道的坡度为0.3%，则起飞距离（），着陆距离（ ）。 {{c1::A}}	增加，减小||增加，增加||减小，减小	1	跑道坡度是影响飞机起飞性能和着陆性能的一个因素。上坡能够增加起飞距离，减小着陆距离。下坡能够减小起飞距离，增大着陆距离。
23	逆风起降所需跑道长度 {{c1::B}}	增长||缩短||对起飞和降落的影响不同	2	风也是影响飞机性能的一个重要因素，顺风 增加起飞距离，不影响爬升率，但爬升梯度降低  增加着陆距离；逆风 减小起飞距离 不影响爬升率，但爬升梯度增加  减小着陆距离。
24	飞机在阴雨天气运行时，其起降所需距离 {{c1::A}}	增长||缩短||根据机型有所不同	1	空气湿度也会影响飞机的性能，湿度高增加起飞距离，减小爬升率，增加着陆距离；湿度低减小起飞距离，增加爬升率，减小着陆距离。
25	参考图CPL3-9，根据下列条件：机场外界温度8度，机场气压高度1500ft，飞机重量2450磅，顶风6kt，求起飞滑跑距离，50英尺越障距离和离地速度。 {{c1::B}}	1032ft，1853ft，55kt||963ft，1729ft，51kt||900ft，1800ft，57kt	2	根据表格可以通过双线性内插值得到机场气压高度1500ft,外界温度8度所对应的起飞滑跑距离和50ft越障距离为1032ft，1853ft。根据note，我们要修正风对距离的影响，本题顶风6kt，所以距离要减少10%*6/9≈6.67% 。最后修正距离后得起飞滑跑距离和50ft越障距离为963ft，1729ft。表格右上角离地速度51节。
26	参考图CPL3-9，根据下列条件：机场气压高度1500ft，标准大气温度，飞机重量2450磅，顺风5kt，求起飞滑跑距离，50英尺越障距离和安全越障速度。 {{c1::C}}	798ft，1432ft，55kt||1064ft，1909ft，51kt||1330ft，2386ft，57kt	3	根据表格我们可以通过双线性内插值得到机场气压高度1500ft,标准大气温度12度所对应的起飞滑跑距离和50ft越障距离为1064ft，1909ft。根据下面note可知，在顺风至10节条件下运行时，每2节顺风，增加10%，顺风5节，增加25%，所以顺风修正后，起飞滑跑距离：1064x（1+25%）=1330ft；50ft越障距离为：1909x（1+25%）=2386ft。表格右上角安全越障速度57节。
27	参考图CPL3-11，根据下列条件：气压高度2000ft，标准大气温度，重量3000磅，顺风5kt，求飞机着陆距离？ {{c1::A}}	1500ft||1440ft||1238ft	1	图中左侧ASSOCIATED CONDITIONS是假设前提条件。已知气压高度2000ft，则标准大气温度为11℃。按步骤作图：从图中11°C向上引直线直到与气压高度2000ft的高度线相交，从交点水平向右引直线，与第一条参考线相交，再沿倾斜方向按比例偏折，直到与3000lbs的重量线相交，从交点水平向右引线直到与第二条参考线相交，再沿倾斜方向按比例偏折，直到与顺风5kt位置相交，从交点直接引到最右边，得到的数值即为着陆距离约为1500ft。
28	参考图CPL3-12，根据下列条件：机场外界温度10度，气压高度700ft，重量2450磅，顶风5kt，求短跑道运行飞机着陆距离？ {{c1::B}}	1301ft||1229ft||1238ft	2	已知机场外界温度10度，气压高度700ft。通过线性内插值可得飞机着陆距离为1301ft。根据顶风5kt,进行修正距离减少5.56%，得飞机着陆距离为1229ft。
29	参考图CPL3-15，根据下列条件：机场外界温度8度，机场气压高度1250ft，飞机重量2450磅，爬升到巡航气压高度5500，巡航外界温度－2度，求从机场起飞爬升到巡航高度所需的油量，时间，距离？ {{c1::C}}	2.9GAL，8MIN，11NM||3.05GAL，9MIN，12.5NM||2.575GAL，7.5MIN，10NM	3	巡航气压高度5500ft，可线性插值得时间，油量，距离为9MIN,1.95GAL,12.5NM。温度为－2度，根据下面说明温度修正，每高于标准温度10℃，修正10%，所以不需要修正时间，油量，距离。机场气压高度1250ft，可线性插值得时间，油量，距离为1.5MIN,0.475GAL,2.5NM。气温8℃，所以不需要修正，则爬升所需油量为两个高度上的差值7.5MIN, 1.475GAL,10NM。油量需要增加开车、滑行和起飞所用油量1.1加仑后是2.575GAL。
30	飞行中一发失效后，飞机的远航高度和远航速度将如何变化 {{c1::A}}	降低，减小||升高，减小||降低，增大	1	一发失效后远航高度降低，远航马赫数降低。
31	下列各项中不是必须包含在按目视飞行规则飞行计划内容的是 {{c1::C}}	巡航高度和速度||装载的燃油量||备降场	3	航空器驾驶员提交的按目视飞行规则飞行计划必须包括以下内容：(1)该航空器国籍登记号和无线电呼号（如需要）。(2)该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。(3)机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。(4)起飞地点和预计起飞时间。(5)计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。(6)第一个预定着陆地点和预计飞抵该点上空的时间。(7)装载的燃油量(以时间计)。(8)机组和搭载航空器的人数。(9)局方和空中交通管制要求的其他任何资料。
32	目视飞行规则条件下航空器应该携带的燃油量为 {{c1::A}}	保证飞机飞到第一个预定着陆点着陆，并且此后按正常的巡航速度还能至少飞行30分钟（昼间）或45分钟（夜间）||保证飞机飞到第一个预定着陆点着陆，并且此后到最远的备降场着陆，再按正常的巡航速度还能至少飞行30分钟（昼间）或45分钟（夜间）||保证飞机飞到第一个预定着陆点着陆，并且此后到最远的备降场着陆，再按正常的巡航速度还能至少飞行30分钟（昼间）或45分钟（夜间），还需要加装5%的应急燃油	1	飞机驾驶员在目视飞行规则条件下开始飞行前，必须考虑风和预报的气象条件，在飞机上装载足够的燃油，这些燃油能够保证飞机飞到第一个预定着陆点着陆，并且此后按正常的巡航速度还能至少飞行30分钟（昼间）或45分钟（夜间）。
33	飞行计划的巡航速度栏中填写“N0280”表示 {{c1::A}}	280kt||280km/h||0.28M	1	速度数据（最多5个字符）应用以下3种方法表示：“K”后随4位数字，真空速，单位为千米每小时（km/h）；“N”后随4位数字，真空速，单位为海里每小时（nmile/h）；“M”后随3位数字，最近的1%马赫单位的马赫数。
34	一架飞机装载了比最大要求总重多出90磅的货物，如果通过排放燃油（航空汽油）以使飞机重量达到规定限制，需要排放多少燃油？ {{c1::C}}	12加仑||10加仑||15加仑	3	航空汽油密度约为每加仑6磅。所以使飞机达到规定限制需要排放90/6=15加仑燃油。
35	左侧风中起飞，侧风有使飞机机头向（  ）偏转的趋势。 {{c1::A}}	左||右||视风速的大小不同可能向左也可能向右	1	侧风中滑跑，机轮的侧向摩擦力阻止着飞机向侧方运动，但侧风使空速与飞机对称面不平行而形成侧滑。侧滑产生的方向稳定力矩，使机头有向上风方向偏转的趋势。所以，左侧风中起飞，机头有向左偏转的趋势。
36	发动机停车时的速度越大，中断起飞距离 {{c1::B}}	越短||越长||与发动机停车时的速度无关	2	中断起飞距离是飞机从速度为0开始加速滑跑到一台发动机停车，飞行员判断并采用相应的制动程序使飞机完全停下来所需的距离。中断起飞距离由全发加速段，过渡段，制动段三段组成。发动机停车时的速度越大，相同重量下全发加速距离长，开始中断时的动能大，也使中断起飞距离增大。
37	空中飞行的飞机在一台发动机失效后增加的阻力主要包括 {{c1::A}}	风车阻力和偏航阻力||压差阻力和诱导阻力||摩擦阻力和干扰阻力	1	空中飞行的飞机在一台发动机失效后，飞机的阻力系数要增大。它主要包括两部分：一是停车发动机的风车阻力；另一个是由于一台发动机失效后，为了阻止飞机机头偏转和滚转，需要偏转副翼和方向舵，要产生一定的阻力，这部分阻力叫做偏航阻力。
38	在限定的高度层进行一发失效巡航时，为了获得最大的航程，飞行员应该如何调整速度？ {{c1::B}}	增大速度||减小速度||保持速度	2	同全发飞行一样，为了获得最大航程，随着飞行重量的减小，应不断的增加高度。由于调度等原因，一般只允许在一个高度上平飞，在限定高度上进行一发失效巡航，为了获得该条件下的最大航程，同全发平飞巡航一样，随着重量的减小，应不断减小飞行M数。
39	在放行单上不需填写的内容是 {{c1::C}}	机号||备降场||机组人数	3	"CCAR-121部第121.696 条 补充运行的飞行放行单
(a)飞行放行单应当至少包括每次飞行的下列信息：
(1)公司或者机构的名称；
(2)飞机的国籍标志、登记标志、制造厂家和型号；
(3)航班或者航次和飞行日期；
(4)每一飞行机组成员、客舱乘务员和机长姓名；
(5)起飞机场、目的地机场、备降机场和航路；
(6)运行类型说明，例如仪表飞行规则、目视飞行规则；
(7)起飞最低燃油量。"
40	放行单等法定放行文件的副本应至少保留 {{c1::A}}	3个月||6个月||10个月	1	"CCAR-121部第121.699 条 国内、国际定期载客运行装载舱单、签派单和飞行计划的处置
(a)机长应当将下列文件的副本随机携带到目的地： 
(1)填写好的装载舱单；
(2)签派或者放行单；
(3)飞行计划。
(b)合格证持有人应当保存前款规定的文件的副本至少3 个月。"
41	在计算飞机的重量与平衡时，如果所有部件的重心位置计算值都为正值，问：飞机的基准面应该在 {{c1::B}}	主起落架的中心线位置||机头位置或飞机前面||根据机型的不同，可能在机头中心线位置或尾轮中心线位置	2	基准是用于计量重心位置的参考面。基准的选定与重心位置无关。有的机型可能选取在机头，有的机型可能选取在主轮等等。力臂是从基准到一个物体重心的距离。如果物体在基准之后，那么力臂值为正(+)；如果物体在基准之前，那么力臂值为负(-).由题意，所有部件重心位置计算值都为正值，说明所有部件都在基准之后，可推测基准面应该在机头或者飞机前面。
42	参考图CPL5-1，依据下列条件,问飞机重心应在哪一站位？ {{c1::A}}	80.672||79.913||78.306	1	
43	参考CPL5-18，在W2条件下，重心位置在平均空气动力弦（MAC）上投影所占的百分比为 {{c1::B}}	0.12||0.14||0.08	2	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（643.8-625）/134≈0.14。
44	平均空气动力弦指 {{c1::C}}	机翼沿展向各个翼型剖面的翼弦的几何平均值||与真实机翼相同的矩形机翼||假想的矩形机翼的翼弦，其面积、升力及俯仰力矩特征多与原机翼相同	3	平均空气动力弦MAC是一个假想的矩形机翼的翼弦，该假想机翼的面积、空气动力及俯仰特性与原机翼相同。
45	某飞机重心位置为98in，平均空气动力弦前缘到基准面的距离为80in，平均空气动力弦40in，则用百分比表示的重心位置为 {{c1::B}}	98%MAC||45%MAC||80%MAC	2	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（98-80）/40=0.45=45%MAC.
46	参考图CPL3-18，在W4条件下，重心位置在平均空气动力弦（MAC）上投影所占的百分比为（） {{c1::A}}	0.24||0.21||0.27	1	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（657.2-625）/134=0.24
47	参考图CPL3-18，在W3条件下，重心位置在平均空气动力弦（MAC）上投影所占的百分比为 {{c1::B}}	0.25||0.3||0.28	2	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（665.2-625）/134≈0.3。
48	参考CPL3-18，在W1条件下，重心位置在平均空气动力弦（MAC）上投影所占的百分比为（） {{c1::B}}	0.09||0.08||0.07	2	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（635.7-625）/134≈0.08。
49	参考图CPL3-18，在W5条件下，重心位置在平均空气动力弦（MAC）上投影所占的百分比为 {{c1::A}}	0.1||0.08||0.09	1	重心位置可以用力臂来表示，或者用其在平均空气动力弦(MAC)上投影所占的百分比来表示。这两种表达方式可以相互换算。（638.4-625）/134≈0.1 。
50	在计算飞机的重量与平衡时，空机重量要包括飞机的机体重量、发动机重量以及所有永久安装在飞机上的飞行设备，另外空机重量还包括下列哪一项？ {{c1::A}}	不可用燃油、液压油、无法放掉的滑油，另外在某些飞机上还包括所有滑油||所有可用燃油、所有满载滑油、液压油，但不包括驾驶员、乘客、行李的重量||所有可用燃油和滑油，但不包括任何无线电设备、或其它非制造厂家安装的设备	1	基本空重包括飞机/直升机的标准重量、选装的设备重量、不可用燃油重量以及满装的发动机滑油重量。
51	使用空机重量是指 {{c1::A}}	基本空机重量+机组和服务设施||零燃油重量+可用燃油||停机坪重量 - 滑行燃油	1	使用空机重量（干使用重量）是在基本空机重量的基础上增加机组和旅客服务设备后得到的重量。零燃油重量+可用燃油=停机坪重量，停机坪重量 - 滑行燃油 = 起飞重量 。
52	飞机空重包含下列哪种物品？ {{c1::C}}	只有机身、动力装置及附加设备||满载燃油与机油||不可用燃油及无法排放的滑油	3	基本空重包括飞机的标准重量、选装的设备重量、不可用燃油重量以及满装的发动机滑油重量。
53	以下关于重量描述中正确的是？ {{c1::B}}	飞机的着陆重量等于零燃油重量加上巡航油量||飞机的起飞重量等于停机坪重量减去滑行消耗的油量||飞机的起飞重量等于零燃油重量加上巡航油量	2	各重量的相互关系： 1、干使用重量＋业载/商载=零燃油重量 2、零燃油重量＋储备燃油＝着陆重量 3、零燃油重量＋储备燃油＋航程燃油＝起飞重量 4、着陆重量＋航程燃油＝起飞重量 5、起飞重量＋滑行燃油＝滑行重量（停机坪重量）
54	在重心之前减重量，飞机的重心 {{c1::B}}	向前移动||向后移动||前后摆动	2	重量前移，重心会向前移动，重量后移重心会向后移动。在重心之前增加重量，重心前移，在重心之后增加重量，重心后移；减少重量与之相反。
55	通常情况下，随着飞行燃油的消耗，飞机重心 {{c1::B}}	向前移动||向后移动||保持不变	2	燃油的消耗对重心的影响主要取决与油箱的平均重心与飞机重心的位置关系。通常情况下，飞机的油箱重心在飞机重心之前，随着飞行中燃油的消耗，相当于在重心前减少重量，重心后移。
56	根据图CPL3-6，在下面给定条件下，温度10°C（50°F），压力高度：海平面，风：静风，起飞距离：750ft，问：飞机的起飞重量是？ {{c1::A}}	2700磅||2850磅||3000磅	1	从图中50°F向上引直线直到与0ft的高度线相交，从交点水平向右引直线，与第一条参考线相交，再沿倾斜方向按比例偏折，然后从最右边起飞距离750ft，平行向左引直线与静风0相交于参考线，再向左引直线与右参考线引过来的线相交，由交点向下引直线，落在重量线上，读出重量为2700磅。
57	最大零燃油重量最主要考虑（）因素。 {{c1::B}}	飞机的襟翼强度||飞机结构强度||飞机的起落架强度	2	最大零燃油重量是指考虑飞机结构强度限制因素允许的零燃油重量，此时的飞机结构强度主要考虑机翼和机身结合部的结构强度。
58	"某地板承载限制是169磅/平方英尺，货盘重量47磅
，系留装置33磅，则一个36英寸X48英寸的地板最大承载的重量是？ {{c1::A}}"	1948磅||2028磅||1876磅	1	地板面积=36*48=1728平方英寸=12平方英尺，可承受的最大重量=12*169=2028磅，最大载重=2028-33-47=1948磅
59	飞机装载如下，货盘尺寸为78.9英寸*98.7英寸，货盘重量为161磅，系留装置为54磅，货物重量为9681.5磅，则飞机地板承受最小应力为？ {{c1::A}}	183磅/平方英尺||185磅/平方英尺||180磅/平方英尺	1	根据题意：总重量=161+54+9681.5=9896.5磅，地板面积：78.9×98.7=7787.4平方英寸≈54.1平方英尺。面积载荷=9896.5/54.1≈183磅/平方英尺。
60	后掠翼飞机随着飞行时间的增加，飞机重心（）？ {{c1::A}}	前移||后移||不变	1	燃油的消耗对重心的影响主要取决与油箱的平均重心与飞机重心的位置关系。后掠翼油箱重心位于飞机重心后，随着燃油消耗，重心前移。
61	下面哪一项可以用来确定飞机的力矩？ {{c1::B}}	整个力矩除以整个力臂||用全重乘以整个力臂||用整个力矩除以全重	2	飞机力矩=飞机的重量×力臂。
62	下面哪一项可以用来确定飞机重心位置？ {{c1::B}}	整个力矩除以整个力臂||用整个力矩除以全重||用整个力矩乘以全重	2	飞机重心位置=飞机总力矩/总重量。
63	根据下面给定条件：重量D：155公斤，位于基准面后0.45米处，重量E：165公斤，位于基准面后1.40米处，重量F：95公斤，位于基准面后1.85米处，问飞机重心在何处？ {{c1::B}}	基准面后8.60米处||基准面后1.148米处||基准面后1.25米处	2	如果总重量在规定的限制以内，分别将每个重量乘以相应的力臂确定出它们的力矩，把所有的力矩加在一起求出飞机的总力矩。最后用总力矩除以总重量得出已装载飞机的重心位置。已知D、E、F的重量和力臂，可分别求出其力矩为69.75、231、175.75，飞机重心=总力矩÷总重量=476.5÷415≈1.148，所以飞机重心位于基准面后1.148米处。
64	根据下面给定条件：重量X：135公斤，位于基准面后0.17米处，重量Y：120公斤，位于基准面后1.10米处，重量Z：85公斤，位于基准面后2.10米处，问飞机重心在基准面后何处 {{c1::B}}	0.8910米处||0.9807米处||1.0609米处	2	重量X力矩为：135×0.17=22.95,重量Y力矩为：120×1.1=132，重量Z力矩为：85×2.1=178.5，重心位置为：（22.95+132+178.5）/（135+120+85）=333.45/340=0.9807米
65	根据下面给定条件：重量A：135公斤，位于基准面后0.15米处，重量B：205公斤，位于基准面后1.17米处，重量C：85公斤，位于基准面后1.95米处，问飞机重心在基准面后何处？ {{c1::A}}	1.002米处||1.090米处||1.217米处	1	已知A、B、C的重量和力臂，可分别求出其力矩为20.25、239.85、165.75，飞机重心=总力矩÷总重量=425.85÷425=1.002，所以飞机重心在基准面后1.002米处。
66	根据下面给定条件：重量A：175公斤，位于基准面后1.35米处，重量B：135公斤，位于基准面后1.15米处，重量C：75公斤，位于基准面后0.85米处，问飞机重心在基准面后何处? {{c1::C}}	0.9176米处||1.1167米处||1.1824米处	3	重量A力矩为：175×1.35=236.25,重量B力矩为：135×1.15=155.25，重量C力矩为：75×0.85=63.75，重心位置为：（236.25+155.25+63.75）/（175+135+75）=455.25/385=1.1824米
67	参看图CPL3-1，根据表格所示条件，问：飞机重心应在以下哪一站位？ {{c1::C}}	33.2||59.55||83.26	3	根据条件求得：空机力矩为：610×96.47=58846.7，飞行员（前座）力矩：150×43.8=6570，乘客（后座）力矩：180×74.7=13446，无线电及电瓶力矩：10×23.2=232.总重为：610+150+180+10=950，总力矩：58846.7+6570+13446+232=79094.7，重心为：79094.7/950=83.26
68	参看图CPL3-1，根据表格所示条件，问：飞机重心应在哪一站位？ {{c1::A}}	81.23||82.63||83.26	1	看图可知，前座的力臂为43.80，后座的力臂为74.70。已知重量和力臂分别求出力矩（力矩=重量×力臂）。飞机重心=总力矩÷总重量=78964.64÷972≈81.24，所以飞机重心在81.24站位。
69	参看图CPL3-1，根据表格所示条件，问飞机重心应在哪一站位？ {{c1::A}}	80.10||82.99||83.67	1	看图可知，前座的力臂为43.80，后座的力臂为74.70。已知重量和力臂分别求出力矩（力矩=重量×力臂）。飞机重心=总力矩÷总重量=75699.35÷945≈80.11，所以飞机重心在80.11站位。
70	根据表格所示条件，问：飞机重心应在哪一站位？ {{c1::B}}	6.43||16.43||27.38	2	已知重量和力臂分别求出力矩（力矩=重量×力臂）。飞机重心=总力矩÷总重量=21070.49÷1282≈16.44，所以飞机重心在16.44站位。
71	根据表格所示条件，问：飞机重心的纵向和横向位置分别在何处？ {{c1::C}}	109.35处，-0.04处||110.43处，+0.02处||110.83处，-0.02处	3	先求出纵向重心位置，空机力矩：1700×116.1=197370，燃油力矩:510×110=56100，滑油力矩：12×179=2148，飞行员（右座）力矩：175×65=11375，乘客（左座）力矩：195×104=20280.总重为：1700+510+12+175+195=2592.总力矩为：197370+56100+2148+11375+20280=287273，纵向重心：287273/2592=110.83.再求横向重心：空机力矩：1700×0.2=340，燃油力矩:0，滑油力矩：0，飞行员（右座）力矩：175×12.5=2187.5，乘客（左座）力矩：195×（-13.3）=-2593.5. 总重为：1700+510+12+175+195=2592，总力矩为：340+2187.5-2593.5=-66，横向重心为：-66/2592=-0.02。
72	参看图CPL3-2，根据下面给定条件，空机重量（包括滑油）577公斤，空机重量力矩：1175.6公斤米，正副驾驶重量：181公斤，后座乘客重量：64公斤，货物重量：45公斤，燃油：100公斤，问：飞机的装载是在限制范围之内吗？ {{c1::A}}	是，飞机的重心及重量均在限制范围之内||不是，飞机的重量超过了规定的最大值||不是，飞机的重量在限制范围之内，但重心位于重心后限之后	1	"1公斤≈2.2磅，1米≈39英寸。由条件可知，总重量和总力矩如下： 
                总重（磅）         力矩（1000英寸•磅）
空机重量        1269                    100.9
正副驾驶重量    398                     35.2
后座乘客重量    141                     17.9
货物重量        99                      11.8
燃油            220                     20
总计            2127                    185.8
在图中画线可以看出飞机装载在限制范围之内，飞机的重心及重量均在限制范围之内。"
73	参看图CPL3-3，根据表格所示条件，问：飞机重心在哪里？ {{c1::C}}	重心范围之外，已超过标准全重||重心范围之外，标准全重和全重力矩已被超过||重心范围之内，全重和全重力矩均在标准范围之内	3	"由条件可知，总重量和总力矩如下：
             总重（磅）         力矩（1000英寸•磅）
基本重量      1315                   150.1
飞行员重量    140                      7.1
乘客重量      150                     12.3
燃油重量      162                     17.3
总计          1767                   186.8
在图中画线可以看出飞机重心在重心范围之内，全重和全重力矩均在标准范围之内。"
74	如果一架飞机的停机重量为3650公斤，重心在94.0站位处，现要将重心移至92.0站位，需将多少行李自位于站位180处的后行李舱移向位于站位40处的前行李舱？ {{c1::A}}	52.14公斤||62.24公斤||78.14公斤	1	移动的重量/飞机总重量=重心改变量/重量移动的力臂改变量。移动的重量=3650×2÷140≈52.14公斤。
