Index	Question	Options	Answer	Answer Explanation
11	依据CCAR61 部，私用驾驶员执照、商用驾驶员执照和航线运输驾驶员执照上签注下列相应的类别等级 {{c1::A}}	飞机；直升机；飞艇；倾转旋翼机||单发陆地；多发陆地；单发水上；多发水上||直升机；自转旋翼机；飞艇；自由气球	1	CCAR-61部第61.13条 : 对完成本规则所要求的相应训练并符合所申请等级要求的申请人，在其私用驾驶员执照、商用驾驶员执照和航线运输驾驶员执照上签注下列相应的等级： (1) 航空器类别等级： (i) 飞机； (ii) 直升机； (iii) 飞艇； (iv) 倾转旋翼机。
12	下列属于飞机级别等级的是 {{c1::B}}	自转旋翼机||单发陆地||初级飞机	2	"依据CCAR-61部第61.13条规定，航空器级别等级有：(i) 飞机级别等级：
(A) 单发陆地；
(B) 多发陆地；
(C) 单发水上；
(D) 多发水上。"
13	飞行员驾驶下列哪种航空器时，必须签注相应的型别等级？ {{c1::B}}	审定为需要两名驾驶员的飞机||审定为最大起飞全重在5700千克以上的飞机||审定为最大起飞全重在2000千克以上的双发飞机	2	CCAR- 61部第61.27条规定，担任下列航空器的机长应当持有适合该航空器的型别等级：(1) 审定为最大起飞全重在 5,700 千克以上的飞机；(2) 审定为最大起飞全重在 3,180 千克以上的直升机和倾转旋翼机；(3) 涡轮喷气动力的飞机；(4) 局方通过型号合格审定程序确定需要型别等级的其他航空器。
14	"驾驶后三点飞机的附加训练必须包括
①正常起飞与着陆 ②侧风起飞与着陆 ③三点式着陆和复飞程序 {{c1::C}}"	①||①③||①②③	3	"CCAR-61部CCAR61. 27条航空器等级限制和附加训练要求：
(e) 驾驶后三点飞机所要求的附加训练： 在后三点飞机上担任机长的驾驶员，应当已经接受了后三点飞机的飞行训练。驾驶后三点飞机的附加训练应当包括正常起飞与着陆、侧风起飞与着陆、三点式着陆和复飞程序，厂家不推荐三点式着陆的可以不包括三点式着陆训练。"
15	在具有可收放起落架、襟翼和可变距螺旋桨的飞机上担任机长，驾驶员应 {{c1::B}}	有授权教员带飞||有授权教员提供地面和飞行训练并在其飞行经历记录本上签字||有局方的文件证明	2	"CCAR-61部第61.27条 航空器等级限制和附加训练要求
(f) 驾驶复杂飞机所要求的附加训练： 在复杂飞机上担任机长的驾驶员，应当在复杂飞机上或者在代表复杂飞机的飞行模拟机或飞行训练器上，得到授权教员提供的地面和飞行训练，该教员认为其已经熟悉该飞机的系统和操作，并在飞行经历记录本上作出训练记录和证明其合格于驾驶复杂飞机的签字。"
16	对商用驾驶员执照持有人实施定期检查的期限为 {{c1::C}}	每6个月检查一次||每12个月检查一次||每24个月检查一次	3	CCAR-61部第61.57条 定期检查(a) 除学生驾驶员执照外，按本规则颁发的驾驶员执照的持有人，应当在行使权利前24个日历月内针对其取得的每个航空器类别、级别和型别等级（如适用）通过由考试员实施的定期检查，并在其执照记录栏中签注，否则不得行使执照上相应等级的权利。
17	由于天气等原因，实践考试中断的，申请人可以在（）天之内申请剩下的实践考试，并出示中断考试证明。 {{c1::B}}	30天||60天||90天	2	"由于恶劣的天气条件、 航空器适航性或其他影响飞行安全的情况发生时， 考试员或者申请人可以随时中断考试。如果实践考试中断，在符合下列规定时，局方可以承认申请人已经完成并合格的操作：
（1）申请人在中断实践考试后60 天内通过剩下的实践考试；
（2）申请人在继续考试时应当出示中断考试证明。"
18	对于商业飞行，熟练检查不合格的驾驶员应当（）方可担任机长？ {{c1::C}}	按照规定进行附加训练，在规定期限内申请补考并通过||按照规定进行附加训练，有授权教员签字可申请补考并通过||需要重新通过航空器等级实践考试	3	根据CCAR61.59规定：对于商业运行， 在规定的期限内未进行熟练检查或检查不合格的驾驶员， 只有重新通过相应航空器等级的实践考试， 方可担任机长或在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶。
19	某飞行员今年6月21号完成了熟练检查，则下一次熟练检查最晚可到什么时候？ {{c1::C}}	明年的6月30号||后年的6月21号||明年的7月31号	3	根据CCAR61.59规定：对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（如适用），在前 12 个日历月内完成熟练检查。驾驶员执照持有人在规定到期的那个月之前或之后一个日历月内完成了熟练检查，都认为是在到期的那个月完成的。
20	按CCAR61部要求的定期检查可以在（）实施。 {{c1::B}}	航空器上||航空器或模拟器上||模拟器或训练器上	2	"除学生驾驶员执照外，按本规则颁发的驾驶员执照的持有人，应当在行
使权利前 24 个日历月内针对其取得的每个航空器类别、级别和型别等级（如适用）通过由考试员实施的定期检查，并在其执照记录栏中签注，否则不得行使执照上相应等级的权利。
定期检查应当包括至少 1 小时的理论检查和至少 1 小时的飞行检查，理论检查可以采用笔试或者口试的方式；飞行检查由考试员在航空器或者相应的飞行模拟机上实施。"
21	一飞行学员理论考试两次未通过，下次考试间隔（）天才能重考。 {{c1::A}}	28||56||112	1	对于申请补考的申请人，要求申请人出示上一次考试成绩单，在该成绩单下方上有培训机构印章或具有相应等级飞行教员签注，证明该申请人针对上次理论考试未通过的航空知识内容接受了必要的补充训练，具备能力通过理论考试。补考日期与上一次同科目考试日期间隔最少为28个日历日。
22	下列说法正确的是 {{c1::B}}	如果申请人未能完成一个必需的驾驶员操作，则该申请人实践考试定为暂时不合格，必须在60 天内通过剩下的实践考试||飞机突然起落架故障灯亮，考试员中断考试，申请人在60 天内，出示中断考试证明，通过剩下的实践考试||申请人在一个或者多个操作上不合格，则该实践考试应判定为不合格，且考试员颁发中断考试证明。	2	"由于恶劣的天气条件、航空器适航性或其他影响飞行安全的情况发生时，考试员或者申请人可以随时中断考试。如果实践考试中断，在符合下列规定时，局方可以承认申请人已经完成并合格的操作：
（1）申请人在中断实践考试后60 天内通过剩下的实践考试；
（2）申请人在继续考试时应当出示中断考试证明。
实践考试中，申请人在一个或者多个操作上不合格，则该实践考试应判定为不合格。"
23	学生驾驶员忘带体检合格证能否上飞机 {{c1::C}}	可以，需经过教员同意||可以，需经过局方批准||不可以	3	"CCAR-61部第61.25条 体检合格证的要求：
(3) 行使下列权利时，驾驶员应当持有局方颁发的Ⅱ级或者I级体检合格证： 
(i) 私用驾驶员执照所赋予的权利； 
(ii) 学生驾驶员执照所赋予的权利； 
(iii)飞艇驾驶员执照所赋予的权利。"
24	一商用飞行员在进行模拟机飞行训练时，需持有哪种体检合格证？ {{c1::C}}	Ⅰ类体检合格证||Ⅱ类体检合格证||不需持有体检合格证	3	使用飞行模拟机进行训练时，不需要持有体检合格证。
25	行使多人制机组驾驶员所赋予的权利时，应持有（）级体检合格证？ {{c1::A}}	I||II||II或I	1	根据CCAR61.25条规定：行使航线运输驾驶员执照和多人制机组驾驶员执照所赋予的权利时，驾驶员应当持有局方颁发的Ｉ级体检合格证；
26	行使飞艇驾驶员执照权利时，驾驶员至少持有局方颁布的（）体检合格证？ {{c1::B}}	I级||II级||III级	2	"根据CCAR61.25条规定：行使下列权利时，驾驶员应当持有局方颁发的Ⅱ级或者Ｉ级体检合格证：
（1）私用驾驶员执照所赋予的权利；
（2）学生驾驶员执照所赋予的权利；
（3）飞艇驾驶员执照所赋予的权利。"
27	考试员在飞行模拟机上对飞行学员进行仪表等级考试时？ {{c1::C}}	考试员和飞行学员都必须持有体检合格证||考试员可以不持有体检合格证，但飞行学员必须持有||考试员和飞行学员都可以不持有体检合格证	3	"根据CCAR61.25条规定：下列情形下，驾驶员可以不持有体检合格证：
1.作为飞行教员、考试员或者检查员在飞行模拟机或者飞行训练器上进行的为取得执照或等级的训练、考试或者检查；
2.在飞行模拟机或者飞行训练器上接受为取得执照或等级的训练、考试或检查。"
28	行使下列哪项权利时，驾驶员必须持有局方颁发的Ⅰ级体检合格证 {{c1::C}}	飞机学生驾驶员执照||飞机私用驾驶员执照||飞机商用驾驶员执照	3	CCAR-61部第61.25条 体检合格证的要求(a) 驾驶员应当满足下列关于持有体检合格证的要求：(2) 行使飞机、直升机或倾转旋翼机商用驾驶员执照所赋予的权利时，驾驶员应当持有局方颁发的I级体检合格证。
29	按CCAR67部颁发的体检合格证，分为几个类别？ {{c1::A}}	四个类别：分别为 I级，Ⅱ级，Ⅲ级和Ⅳ级体检合格证||四个类别：分别为 I级，Ⅱ级，Ⅲ级和Ⅲa体检合格证||五个类别：分别为 I级，Ⅱ级，Ⅲ级，Ⅳ级和Ⅳa体检合格证	1	"根据CCAR67.19条规定，体检合格证分下列类别：
1 .I级体检合格证；
2.Ⅱ级体检合格证；
3.Ⅲ级体检合格证，包括Ⅲa、Ⅲb级体检合格证；
4.Ⅳ级体检合格证，包括Ⅳa、Ⅳb级体检合格证。"
30	飞机商用驾驶员执照持有人的体检合格证有效期申请延长不得超过（）天？ {{c1::A}}	45天||90天||60天	1	根据CCAR67.35条规定，持有I级体检合格证有效期延长最长不得超过45日；Ⅱ级体检合格证有效期延长最长不得超过90日。
31	"下列哪些情况发生时，颁证机关应当收回体检合格证，办理注销手续
①体检合格证有效期届满未延续的
②体检合格证持有人丧失行为能力的
③体检合格证被依法撤销的 {{c1::C}}"	①②||②③||①②③	3	"根据CCAR 67.51条规定：有下列情形之一的，颁证机关应当收回体检合格证，办理注销手续，并以书面形式告知体检合格证持有人（已经死亡的除外）和所在单位注销理由及依据：
1.体检合格证有效期届满为未延续的；
2.体检合格证持有人死亡或者丧失行为能力的；
3.体检合格证被依法撤销的；
4.法律、法规规定的应当注销行政许可的其他情形。"
32	"哪些情况下，颁证机关可以撤销已发出的体检合格证？
①工作人员滥用职权颁发的体检合格证；②违反法定程序颁发的体检合格证；③申请人用欺骗手段获取的体检合格证；④工作人员疏忽大意为不合格的申请人颁发的体检合格证 {{c1::A}}"	①②③④||①②③||②③④	1	"根据CCAR67.49条规定：民航管理部门在检查中发现有下列情形之一的，颁证机关可以撤销已作出的颁发体检合格证或者认可证书的行政许可决定：
1.工作人员滥用职权、玩忽职守颁发的体检合格证；
2.超越法定职权颁发的体检合格证；
3.违反法定程序颁发的体检合格证；
4.为不具备申请资格或者不符合CCAR-67部相应医学标准的申请人颁发的体检合格证；
5.体检合格证申请人以欺骗、贿赂等不正当手段取得的体检合格证或者认可证书；
6.依法可以撤销的其他情形。"
33	未通过理论考试的申请人，申请补考日期与上一次同科目考试日期间隔最少为（  ）个日历日 {{c1::A}}	28||30||60	1	AC-61-FS-2013-09R3：5.5、对于申请补考的申请人，要求申请人出示上一次考试成绩单，在该成绩单下方上有授权教员签注，表明授权教员对该申请人上次理论考试未通过的航空知识内容进行了必要的补充训练，认为其有能力通过理论考试。补考日期与上一次同科目考试日期间隔最少为28个日历日。
34	关于理论考试的要求说法正确的是？ {{c1::B}}	凡是申请理论考试的申请人都必须出具飞行教员签字证明完成相应地面训练课程的证明||航线运输驾驶员执照申请人首次参加理论考试无需提供地面训练课程的证明||具有国家航空器驾驶员经历的申请人首次参加或者补考理论考试时，无需提供相应证明	2	"理论考试申请人应当符合的条件，应出示由培训机构出具的培训证明或具有相应等级的飞行教员签字证明，表明其已完成CCAR-61部对于所申请执照或者等级要求的地面训练或自学课程。但下列申请人无需出示上述要求的证明：
（1）航线运输驾驶员执照申请人首次参加理论考试；
（2） 具有国家航空器驾驶员经历的申请颁发私用或商用驾驶员执照的申请人首次参加相应理论考试；
（3）持有外国驾驶员执照申请我国驾驶员执照的首次参加相应理论考试；
（4）持有香港、澳门特别行政区驾驶员执照申请按照CCAR-61部颁发驾驶员执照的首次参加相应理论考试。"
35	飞机驾驶员申请商用驾驶执照要求的飞行经历中的机长时间为 {{c1::C}}	10小时||50小时||100小时	3	"CCAR-61部第61.159条 飞机类别驾驶员的飞行经历要求
(a) 飞机类别单发级别等级的商用驾驶员执照申请人应当在飞机上有至少250小时的驾驶员飞行经历时间，其中至少包括：(1) 100小时在飞机上的机长飞行时间，或在经CCAR-141部批准的训练课程中，70小时在飞机上的机长飞行时间，其中包括至少 20小时的机长转场飞行时间；"
36	申请颁发商用驾驶员执照要求的飞行经历中机长时间是（）小时，其中包括至少（）小时的机长转场？ {{c1::A}}	100,20||150,25||100,25	1	"飞机类别单发级别等级的商用驾驶员执照申请人应当在航空器上有至少２５０小时的驾驶员飞行经历时间,其中在飞机上
有至少２００小时的驾驶员飞行经历时间,飞机上驾驶员飞行经历时间至少包括：
100 小时在飞机上的机长飞行时间，或在经 CCAR-141 部批准的训练课程中，70 小时在飞机上的机长飞行时间，其中包括至少 20 小时的机长转场飞行时间；"
37	飞机类别的商用驾驶员执照申请人必须具有（）小时的复杂飞机训练经历？ {{c1::A}}	10||20||不需要进行复杂飞机训练	1	"根据CCAR61.159条，飞机类别商用驾驶员执照申请人应当在飞机上有至少
250 小时的驾驶员飞行经历时间，其中至少包括：
20 小时本规则 61.157(a)所要求飞行技能的训练，至少包括：
(i) 10小时仪表训练时间， 其中至少5小时应当是在单发飞机上的飞行时间；
(ii) 10 小时训练是在复杂飞机上实施的，或者对于单发水上飞机等级的申
请人，10 小时训练是在有襟翼和可操纵变距螺旋桨的水上飞机上实施的；"
38	飞机类别的商用驾驶员执照申请人必须具有（）小时的仪表训练时间？ {{c1::A}}	10||20||不需要进行仪表训练时间	1	"根据CCAR61.159条，飞机类别商用驾驶员执照申请人应当在飞机上有至少
250 小时的驾驶员飞行经历时间，其中至少包括：
20 小时本规则 61.157(a)所要求飞行技能的训练，至少包括：
(i) 10小时仪表训练时间， 其中至少5小时应当是在单发飞机上的飞行时间；
(ii) 10 小时训练是在复杂飞机上实施的，或者对于单发水上飞机等级的申
请人，10 小时训练是在有襟翼和可操纵变距螺旋桨的水上飞机上实施的；"
39	商照申请人必须进行（）小时的特技训练？ {{c1::A}}	5||8||10	1	根据CCAR61.159条规定：商用驾驶员执照的申请人应当至少包括5小时特技飞行训练，至少包括螺旋识别、进入和改出，大坡度盘旋、急盘旋下降、急上升转弯和懒 8 字；
40	商照申请人必须进行按飞行技能要求实施的单飞中包括（）小时的在管制机场进行的夜间目视飞行，其中包括（）次的起降？ {{c1::B}}	5,5||5,10||10,10	2	根据CCAR61.159条规定：商用驾驶员执照的申请人必须包含：10 小时在飞机上按本规则 61.157(a)飞行技能要求实施的单飞，至少包括5 小时在有飞行管制塔台的机场实施的夜间目视飞行规则飞行，包括10 次起飞和 10 次着陆。
41	商照申请人可将其直升机的飞行经历计入到飞机类别的飞行经历时间里，但最多不能超过（）小时？ {{c1::B}}	40||50||60	2	"根据CCAR61.159条规定：持有直升机或倾转旋翼机等级的执照申请人，可以将其在直升机或倾转旋翼机上的飞行经历计入本条(a) 或(b)款要求的飞行经历时间，但最多不超过
50 小时。"
42	关于飞机类别商用驾驶员执照持有人的权利和限制说法错误的是？ {{c1::B}}	可以行使相应的私用驾驶员执照持有人的所有权利||只要持有商照，就可以在本场，转场等载客飞行中担任机长或副驾驶而获取酬金||执照持有人如果造成公共财产直接经济损失30万以上的，将不再具有商用驾驶员执照的任何权利	2	根据CCAR61.173条规定：商用驾驶员执照持有人可以行使相应的私用驾驶员执照持有人的所有权利；为获取酬金而担任机长或副驾驶权利；但带有飞机类别等级的商用驾驶员执照持有人如未持有同一类别和级别的仪表等级，局方将在其执照上签注“禁止在飞机转场飞行中为获取酬金而载运旅客”这一限制，如果想在转场载客飞行中获取酬金，还需要相应的仪表等级。如果造成公共财产直接经济损失30万元以上，或者直接经济损失不满30万元，但间接经济损失150万元以上的；执照持有人不再具有按照本规则颁发的商用驾驶员执照权利。
43	在中国进行国籍登记的航空器，国籍登记证由哪个部门颁发？ {{c1::B}}	民用航空局||国务院民用航空主管部门||民用航空局适航司	2	根据民用航空法第六条规定：经中华人民共和国国务院民用航空主管部门依法进行国籍登记的民用航空器，具有中华人民共和国国籍，由国务院民用航空主管部门发给国籍登记证书。国务院民用航空主管部门设立中华人民共和国民用航空器国籍登记簿，统一记载民用航空器的国籍登记事项。
44	中华人民共和国民用航空器国籍标志是 {{c1::A}}	B/XT||B/C||B/V	1	中国是《国际民用航空公约》创始缔约国之一，自1946年起成为正式成员。国际民航组织早期以“XT”作为当时中国航空公司、中央航空公司（简称“两航”）及“民航局”直辖空运队飞机的国籍标志。1950年，台湾当局开始正式使用“B”为国籍标志，编号为三位或四位数字，其中民航机为四位数字。1971年中华人民共和国恢复在联合国的合法席位后，中国大陆民航机开始使用“B”为国籍标志，中国台湾地区航空器继续坚持使用“B”为国籍标志。
45	生产，维修民用航空器或其发动机，螺旋桨时，需要申请？ {{c1::C}}	生产许可证||维修许可证||生产许可证和维修许可证	3	根据航空法第三十五条规定：生产、维修民用航空器及其发动机、螺旋桨和民用航空器上设备， 应当向国务院民用航空主管部门申请领取生产许可证书、维修许可证书。经审查合格的，发给相应的证书。
46	以下哪种飞行中不允许开启和使用便携式电子设备 {{c1::B}}	目视飞行||仪表飞行||目视和仪表飞行	2	"CCAR-91部第91.23条 便携式电子设备
(a) 除本条(b)款规定外，在中华人民共和国国籍登记的下列民用航空器上，所有乘员不得开启和使用，该航空器的运营人或机长也不得允许其开启和使用便携式电子设备：
(1) 正在实施公共航空运输运行的航空器；
(2) 正在按照仪表飞行规则运行的航空器。"
47	在进行目视转场飞行训练时，能否在飞机上打电话？ {{c1::B}}	不能，会有干扰信号||能||不能，如果是本场训练就可以	2	"根据CCAR 91.23条规定：除本条(b)款规定外，在中华人民共和国国籍登记的下列民用航空器上，所有乘员不得开启和使用，该航空器的运营人或机长也不得允许其开启和使用便携式电子设备：
(1) 正在实施公共航空运输运行的航空器；
(2) 正在按照仪表飞行规则运行的航空器。
所以目视转场飞行训练是可以使用便携式电子设备的。"
48	机长在确认机上每位乘客都得到如何使用安全带的介绍之前，飞机不可以？ {{c1::C}}	移动||滑行||起飞	3	"根据CCAR91.107条规定，除经局方另有批准外，在飞行过程中应当遵守下列要求：
在机长确认航空器上的每位乘员得到如何系紧、松开其安全带和肩带(如安装)的简介之前，
任何在中华人民共和国国籍登记的民用航空器(带吊篮或吊舱的自由气球除外)不得起飞。
在机长确认航空器上的每位乘员已经得到系紧其安全带和肩带（如安装）的通知之前，任
何在中华人民共和国国籍登记的民用航空器(带吊篮或吊舱的自由气球除外)不得在地面或水面移动、起飞或着陆。"
49	高度表系统必须经过（）的检查并达到CCAR 执行某种仪表飞行的要求才可以使用。 {{c1::B}}	CAAC人员||运营人||机长	2	第91.305条 适航性责任 (a) 航空器的所有权人或运营人对保持航空器的适航性状态负责，包括机体、发动机、螺旋桨及其安装设备的适航性。 (b) 为落实航空器的适航性责任，航空器的所有权人或者运营人应当按照第91.303条的规则保证其使用的航空器完成如下工作： (1) 按照第91.307条的规定完成要求的维修； (2) 除第91.443条允许不工作的任何仪表或设备外，在每次飞行前对于影响安全运行的有关缺陷和损伤进行处理并达到经批准的标准； (3) 完成适航指令和局方要求强制执行的任何其他持续适航要求。 (c) 上述工作可以通过签订协议的方式进行委托，但航空器所有权人或运营人负有同样的适航性责任。
50	航空器的所有权人或运营人对保持航空器的适航性状态负责，包括①机体 ②发动机 ③螺旋桨 {{c1::C}}	①③||②③||①②③	3	CCAR-91第91. 305条 适航性责任：(a) 航空器的所有权人或运营人对保持航空器的适航性状态负责，包括机体、发动机、螺旋桨及其安装设备的适航性。
51	大型航空器及其航空器部件应当由谁实施维修？ {{c1::B}}	航空器必须由厂家维修，部件可以由按CCAR145批准的维修单位维修||都应当由按CCAR145批准的维修单位维修或按照CCAR43由厂家维修||可以由按CCAR145批准的维修单位维修，但制造厂家必须参与指导	2	根据CCAR91.303条规定：任何人（包括商业非运输运营人和航空器代管人）使用的大型航空器及其航空器部件的维修工作都应当由按照 CCAR-145 部获得相应批准的维修单位实施或者按照 CCAR-43 部第 43.11 条(e)由航空器或者航空器部件制造厂家实施。
52	对于小型活塞飞机，在经历（）小时飞行时间内按照CCAR43部的规定完成检查？ {{c1::B}}	50||100||120	2	根据CCAR 91.307条规定：对于大型飞机、涡轮喷气多发飞机、涡桨多发飞机或者涡轮动力旋翼机，按照第 91.309 条要求的检查大纲的规定进行检查；对于本条(a)(2)之外的的航空器，在每 100 小时的飞行时间内按照 CCAR-43 部的规定完成100 小时检查， 但如果在连续的 12 个日历月内没有达到 100 小时的飞行时间， 则应当在上次完成 100小时检查之日起 12 个月之内完成 CCAR-43 部规定的年度检查。如果需要为检查而进行调机时，可以超过 100 小时的限制，但超出时间不得多于 10 小时。并且在计算下一个 100 小时使用时间时要包括这次超过 100 小时的时间。
53	某飞机的上次年度检查时间是2015年6月25日，100小时检查时间是2015年8月31日，检查完后一直没有飞行，则下次年度检查日期是？ {{c1::B}}	2016年6月25日||2016年8月31日||因为没有飞行，所以不用年度检查	2	根据CCAR 91.307条规定：对于本条(a)(2)之外的的航空器，每100小时的飞行时间内按照 CCAR-43 部的规定完成100 小时检查， 但如果在连续的 12 个日历月内没有达到 100 小时的飞行时间， 则应当在上次完成 100小时检查之日起 12 个月之内完成 CCAR-43 部规定的年度检查。
54	航空器所有权人对其航空器及其部件实施设计更改时，如果对飞机的重量、平衡、（）、性能、（）、飞行特性有显著影响或者影响适航性的其他特性，应当按照CCAR-21部的规定申请批准。 {{c1::A}}	结构强度, 动力装置工作||结构外形，动力装置工作||结构强度, 结构外形	1	根据CCAR 91.313条规定：当航空器所有权人或者运营人对其航空器及其部件实施设计更改时， 如果对飞机的重量、 平衡、结构强度、性能、动力装置工作、飞行特性有显著影响或者影响适航性的其他特性，应当按照CCAR-21 部的规定申请批准。
55	在航空器首次获得适航证签署后，每连续（ ）个日历月之内，应当接受局方进行的年度适航性检查 {{c1::B}}	10||12||8	2	CCAR-91第91. 321条 适航性检查：(b) 在航空器首次获得适航证签署或者其他方式的签署后，每连续12个日历月之内，应当接受局方进行的年度适航性检查，符合本规则的要求并获得适航证签署或者其他方式的签署后才能继续投入使用。如果航空器长期处于停用的存储状态，可以在将其适航证件交回局方后不进行年度适航性检查，但应当在再次投入使用前完成一次适航性检查。
56	局方对合格证持有人飞机的首次投入运行的检查和年度适航性检查费用由（ ）承担。 {{c1::A}}	合格证持有人||局方||局方和合格证持有人共同承担	1	"航空器所有权人或者运营人的每架航空器在首次投入使用前应当通过局方的检查，确认
其符合CCAR-91部的要求并获得适航证签署或者其他方式的签署后才能投入使用。对于航空器首次投入使用的检查和年度适航性检查，航空器所有权人或者运营人应当按
照规定支付检查费用。"
