Index	Question	Options	Answer	Answer Explanation
45	当飞行员使用机载应答机C模式时，可提供（）。 {{c1::A}}	高度信息||高度信息和编码信息||航向信息	1	驾驶员应根据要求使用模式C，提供高度信息；或使用模式S,向地面管制与其他飞机提供高度信息和编码信息。两种模式所报告的高度信息是编码高度表指示的最接近的整30m或100ft数值。
46	无线电高度表是否可以在进近着陆时设置决断高度并发出提示信号？ {{c1::A}}	可以||不可以||根据具体机型和机场决定	1	无线电高度表是现代飞机多种电子设备中的一种，用来测量飞机离开地面的实际高度，提供预定高度或决断高度（DH）声音和灯光信号，它是在进近和着陆过程中保证飞行安全的重要设备,所以也称为低高度无线电高度表，能够方便、准确地测量出真高。转动决断高度旋钮将游标设置在某一预订的基准高度上，就调定了决断高度，当飞机的无线电高度等于或小于所选决断高度时，决断高度灯亮，并伴有音响警告；高于决断高度时，决断高度灯灭。
47	在500英尺以下无线电高度表的精度为 {{c1::C}}	±3ft||高度的5%||高度的3%和±3ft中的较大值	3	无线电高度表的精度通常是：0～500英尺：±3英尺或高度的3%，取较大值；500英尺以上：高度的5%。
48	飞机上安装飞行记录器的主要作用是 {{c1::C}}	记录飞机飞行状态数据，评定飞行员的驾驶技术||根据记录数据帮助维护人员快速判明飞机故障||记录飞机飞行状态数据和驾驶舱的通话及背景声音，便于事故调查	3	飞行记录器包括飞行数据记录器和驾驶舱话音记录器两种，分别记录航空器飞行状态的各种数据和驾驶舱的通话及背景声音。安装飞行记录器的目的是为了事故调查。
49	飞行记录器包括 {{c1::A}}	飞行数据记录器和驾驶舱话音记录器||记飞行数据采集组件、数据输入接口、数据存储器||航班日期编码器、飞行数据记录器、控制板、垂直加速度传感器	1	飞行记录器包括飞行数据记录器和驾驶舱话音记录器两种，分别记录航空器飞行状态的各种数据和驾驶舱的通话及背景声音。安装飞行记录器的目的是为了事故调查。
50	地形提示和警告系统（TAWS）如何触发警告信号? {{c1::A}}	增强型近地警告计算机接收的飞机实际状态数据超越报警极限时飞机存在潜在的飞行撞地危险，便会触发警告||通过询问和监听飞机周围地形回波，来监视本架飞机周围空域中地形特征从而为飞行员提供提示信息||飞行管理计算机根据飞机的飞行状态与地形之间的关系为飞行员提供警告信息	1	TAWS主要由增强型近地警告计算机、扬声器、警告灯和控制板、地形显示器组成。它的核心是增强型近地警告计算机，它内部存储了多种报警的极限算法，从飞机的其他交联系统接收飞机的状态数据，如无线电高度、下降速率、下滑道偏离度等信号，然后再将两者比较，若实际状态超越了报警极限，则此时飞机存在潜在的飞行撞地危险，这时TAWS会以声音、灯光或图像的警告方式提醒飞行员，来帮助飞行员迅速调整飞机以避免CFIT事故的发生。
51	机载防撞系统（TCAS）的主要作用是 {{c1::A}}	防止飞机之间的危险接近保障空中交通安全||防止飞机与障碍物相撞||防止飞机与地面相撞	1	机载防撞系统是为防止飞机之间的危险接近、保障空中交通安全而研制的一种独立于地面设备的机载电子系统。
52	机载防撞系统是通过询问和监听（ ）来确定飞行环境以供飞行员采取措施防止危险接近。 {{c1::B}}	雷达信号||周围飞机的机载应答机||飞行管理计算机提供的数据	2	通过询问和监听周围飞机的ATC应答机，来监视本架飞机周围空域中其它飞机的存在、位置以及运动状况，使飞行员在明了本机邻近空域交通状况的情况下，主动地采取回避措施，防止与其它飞机危险接近。
53	CCAR91部要求安装的机载防撞系统是？ {{c1::A}}	ACAS II||CAS I||CASII	1	除经局方批准外，在中华人民共和国国籍登记的最大起飞重量超过5700千克或批准旅客座位数超过19的涡轮动力飞机必须安装机载防撞系统（ACAS II，等同于TCAS II 7.0版本）。
54	当实际气温高于标准大气的温度时，空速表的指示 {{c1::C}}	等于真空速||大于真空速||小于真空速	3	若实际气温高于标准大气温度，则实际大气密度小于标准大气密度，表速小于真空速，反之表速大于真空速。
55	以恒定的空速/M数稳定爬升时（功率为爬升功率），可用什么仪表来检查俯仰姿态，并参照其指示来适量调整俯仰姿态？ {{c1::C}}	姿态指示器||升降速度表||空速表	3	
56	飞行中，引起升降速度表延迟时间较长的是 {{c1::A}}	在高空飞行时||升降率较小时||俯仰操纵过于柔和时	1	飞机升降率越大，延迟误差越大，延迟时间越长；高空飞行时，由于空气密度小，达到动平衡的时间稍长，因此高空飞行时延迟时间稍长，低空飞行时延迟时间稍短。为了减小升降速度表的延迟误差，飞机升降速度的跃变量不应太大。这就要求飞行员操纵飞机时，移动驾驶杆应柔和，动作不能太猛，动作量不能太大。
57	气压式高度表的核心部件是 {{c1::B}}	开口膜盒测量大气压力||真空膜盒测量大气压力||开口膜盒测量大气压力的变化	2	机械式气压高度表内有一真空膜盒组，来测量出飞行高度上的大气压力，并通过传送机构使指示器的指针指示出相应的高度。
58	气压高度表指示的高度与什么有关？ {{c1::C}}	海平面||标准大气平面||气压窗中调定的高度表拨正值	3	气压高度表指示的高度与气压窗中调定的高度表拨正值有关。
59	如图CPL2-1所示，高度表2指示 {{c1::B}}	4500英尺||14500英尺||1500英尺	2	高度表有三个指针，最短的指针指示10000ft，中等长度的指针指示1000ft，最长的指针指示100ft。图中高度表2，短针在1和2之间，大约指示15000ft，中长指针在4和5之间，指示4500ft，长针在5的位置，指示500ft，由以上可知，高度表2指示的是14500ft。
60	如图CPL2-1所示，高度表1指示 {{c1::C}}	1500英尺||500英尺||10500英尺	3	高度表有三个指针，最短的指针指示10000ft，中等长度的指针指示1000ft，最长的指针指示100ft。图中高度表1，短针在1的位置，大约指示10000ft，中长指针在0和1之前，指示500ft，长针在5的位置，指示500ft，由以上可知，高度表1指示的是10500ft。
61	如图CPL2-1所示，高度表3指示 {{c1::A}}	9500英尺||15940英尺||10950英尺	1	高度表有三个指针，最短的指针指示10000ft，中等长度的指针指示1000ft，最长的指针指示100ft。图中高度表3，短针接近1的位置，大约指示10000ft，中长针在9和0之间，指示9000ft~10000ft之间，长针在5的位置，指示500ft，由以上可知，高度表3的指示是9500ft。
62	如图CPL2-1所示，哪个高度表指示的高度高于10000英尺？ {{c1::B}}	1||1和2||1，2和3	2	看图可知，高度表1指示10500ft，高度表2指示14500ft，高度表3指示9500ft，所以高度表1和2的指示高度高于10000英尺。
63	参考图CPL2-2，哪一个高度表指示12000ft？ {{c1::C}}	2||3||4	3	高度表指向12000时，长指针（单位为100）指向0，短指针（单位为1000）指向2，闪光的指针（单位10000）指向1过一点。
64	参考图CPL2-3，哪一个高度表指示8000ft？ {{c1::B}}	1||2||3	2	高度表指向8000ft，长指针（单位为100）指向0，短指针（单位为1000）指向8，闪光的指针（单位为10000）指向0和1之间，看图可知，高度表2指示8000ft。
65	飞机起飞前或进近中应用气压高度表上的气压修正旋钮调出由空管人员提供的场压，其目的是 {{c1::A}}	使气压高度表指示场压高度||使气压高度表起飞前在机场上指0，飞机落地后也指0||便于判断飞机的海平面高度	1	基准面气压的调定，是通过气压式高度表的气压调整旋钮来进行的，其目的就是使调定的气压基准面与实际的气压面一致。即使气压面与机场平面或平均海平面或标准气压面一致。当将气压调整旋钮调出场压时，是为了使气压高度表指示场压高度。
66	在某区域内，所有飞机都应使用当地通报的高度表拨正值，其目的主要是 {{c1::B}}	清除由于非标准空中温度引起的高度误差||保障航空器之间的垂直间隔||保证山区上空更精确的超障余度	2	为了保障航空器之间的垂直间隔，飞机应使用通报的高度表拨正值。
67	本场训练起飞前QNH拨正值是1001hpa，两小时后QNH变为999hpa，而飞行员没有及时拨正气压式高度表。这时飞机高度表指示的高度 {{c1::A}}	偏高||偏低||正常	1	气压式高度表上有气压基准调谐旋钮和气压刻度窗，飞行员通过气压基准调谐旋钮设定气压刻度窗的气压值，高度表指针则指示出以该气压面为基准的垂直距离。因此，调错气压基准面将导致高度表产生多指或少指的误差。如果基准面气压高，则出现少指误差；如果基准面气压低，则出现多指误差。由于QNH变为999hpa时，高度表拨正值还是1001hpa，基准面气压低，出现多指误差。
68	当高度表拨正值为970.9hpA（28.67inHg），而实际场压为974.9hpA（28.79inHg）时,高度表指示值将 {{c1::A}}	低于实际值约30米||高于实际值约30米||低于实际值约50米	1	高度表拨正值小于实际场压，高度表指示产生少指误差，高度每上升11米，气压下降1mmHg，0.12inHg=3.048mmHg，3.048×11=33.528米，所以高度表指示低于实际值约30米。
69	飞机进场着陆时，地面通报QFE为“765mmHg”，飞行人员误认为“767 mmHg”，当飞机过远台时，高度表指示200米，实际高度是多少？（一个mmHg对应11米） {{c1::C}}	200米||244米||178米	3	实际QFE为765mmHg，飞行员误调767mmHg，高度表产生多指误差，1个mmHg对应11米，所以飞机的实际高度=200-22=178m。
