Index	Question	Options	Answer	Answer Explanation
11	一个商照飞行员执照过期，则 {{c1::B}}	有效期可以延长120天||不能行使相应权利||不影响使用	2	"一、执照持有人在执照有效期满后不得继续行使该执照所赋予的权利。
二、学生驾驶员执照在颁发月份之后第24个日历月结束时有效期满。
三、除学生驾驶员执照外，按CCAR61部颁发的其他驾驶员执照有效期限为六年，且仅当执照持有人满足CCAR-61部和有关中国民用航空运行规章的相应训练与检查要求、并符合飞行安全记录要求时，方可行使其执照所赋予的相应权利。依据外国驾驶员执照颁发的认可证书的持有人，仅当该认可证书所依据的外国驾驶员执照和体检合格证有效时，方可行使该认可证书所赋予的权利。"
12	依据CCAR61 部，私用驾驶员执照、商用驾驶员执照和航线运输驾驶员执照上签注下列相应的类别等级 {{c1::A}}	飞机；直升机；飞艇；倾转旋翼机||单发陆地；多发陆地；单发水上；多发水上||直升机；自转旋翼机；飞艇；自由气球	1	"CCAR-61部第61.13条 按本规则颁发的执照和等级
(b) 对完成本规则所要求的相应训练并符合所申请等级要求的申请人，在其私用驾驶员执照、商用驾驶员执照和航线运输驾驶员执照上签注下列相应的等级： (1) 航空器类别等级： (i) 飞机； (ii) 直升机； (iii) 飞艇； (iv) 倾转旋翼机。"
13	下列属于飞机级别等级的是 {{c1::B}}	自转旋翼机||单发陆地||初级飞机	2	"依据CCAR-61部第61.13条规定，航空器级别等级有：
(i) 飞机级别等级：
(A) 单发陆地；
(B) 多发陆地；
(C) 单发水上；
(D) 多发水上。"
14	下列可以申请签注仪表等级的执照是 {{c1::A}}	商照||航线||多人制机组	1	依据CCAR61部第61.13条规定，仅私用和商用驾驶员执照需要签注仪表等级。
15	在下列条件下担任航空器机长的驾驶员，必须持有适合该航空器的类别等级的是？ {{c1::A}}	受雇于一家通航公司，在一次调机任务中担任机长||在教员的监视下，为取得驾驶员执照的训练中担任机长||已接受了相关训练，其教员已在飞行经历记录本上签字同意其单飞时担任机长	1	根据CCAR61.27条规定：在载运人员或实施取酬运行的航空器上担任机长或为取酬而担任航空器机长的驾驶员，应当持有适合该航空器的类别、级别和型别等级（ 如果该航空器要求级别或者型别等级） 。在CCAR-61.27条（C）（1）规定运行范围以外担任航空器机长的，应当符合下列条件之一：（1）持有适合该航空器的类别、级别和型别等级（ 如果该航空器要求级别或者型别等级） ；（2）在授权教员的监视下，接受适用于该航空器的以取得驾驶员执照或者等级为目的的训练；（3）已经接受了CCAR-61部要求的适用于该航空器的类别、级别和型别等级（如果该航空器要求级别或型别等级）的训练，并且授权教员已在该驾驶员飞行经历记录本上签字，批准其单飞。
16	持有飞机类别单发陆地级别等级的飞行员，能否驾驶飞艇？ {{c1::B}}	可以，但不能以取酬为目的||不可以，需要持有飞艇类别等级||可以，因为飞机类别级别高于飞艇类别	2	根据CCAR61.27条规定：持有飞机类别单发陆地或多发陆地级别等级的驾驶员可以行使附带陆地等级的初级飞机执照所赋予的权利；持有飞机类别单发水上或多发水上级别等级的驾驶员可以行使附带水上等级的初级飞机执照所赋予的权利；持有飞艇类别等级的驾驶员可以行使附带小型飞艇等级的运动驾驶员执照所赋予的权利。
17	"驾驶后三点飞机的附加训练必须包括
①正常起飞与着陆 ②侧风起飞与着陆 ③三点式着陆和复飞程序 {{c1::C}}"	①||①③||①②③	3	"CCAR-61部CCAR61. 27条航空器等级限制和附加训练要求：
(e) 驾驶后三点飞机所要求的附加训练： 在后三点飞机上担任机长的驾驶员，应当已经接受了后三点飞机的飞行训练。驾驶后三点飞机的附加训练应当包括正常起飞与着陆、侧风起飞与着陆、三点式着陆和复飞程序，厂家不推荐三点式着陆的可以不包括三点式着陆训练。"
18	在CCAR61部要求下，对于商业运行中担任机长和副驾驶的驾驶员，熟练检查期限说法正确的是 {{c1::C}}	机长的熟练检查周期是12个月，副驾驶为24个月||机长的熟练检查周期是6个月，副驾驶为12个月||机长和副驾驶熟练检查周期都是12个月	3	第61.59条熟练检查a. 对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（ 如适用），在前1２个日历月内完成熟练检查。
19	对私用、商用和航线运输驾驶员执照的定期检查周期限制为 {{c1::C}}	私用驾驶员执照为24个月，商用驾驶员执照和航线驾驶员执照为12个月||私用驾驶员执照和商用驾驶员执照为24个月，航线驾驶员执照为12个月||统一为24个月	3	CCAR-61部第61.57条 定期检查：(a) 除学生驾驶员执照外，按本规则颁发的驾驶员执照的持有人，应当在行使权利前24个日历月内针对其取得的每个航空器类别、级别和型别等级（如适用）通过由考试员实施的定期检查，并在其执照记录栏中签注，否则不得行使执照上相应等级的权利。
20	某飞行员今年6月21号完成了熟练检查，则下一次熟练检查最晚可到什么时候？ {{c1::C}}	明年的6月30号||后年的6月21号||明年的7月31号	3	根据CCAR61.59规定：对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（如适用），在前 12 个日历月内完成熟练检查。驾驶员执照持有人在规定到期的那个月之前或之后一个日历月内完成了熟练检查，都认为是在到期的那个月完成的。
21	对在商业运行中担任机长和副驾驶员的熟练检查期限为 {{c1::B}}	前24个日历月||前12个日历月||前6个日历月	2	根据CCAR61部第61.59条规定：对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（如适用） ，在前 12 个日历月内完成熟练检查。
22	一名飞行员在2010年取得商照，2014年才上机工作，那么 {{c1::C}}	有体检合格证就可以飞||必须持有体检合格证和类别、级别、型别和仪表等级||只有重新通过相应航空器等级的实践考试，方可担任机长或在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶	3	"熟练检查对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（如适用），在前12个日历月内完成熟练检查。熟练检查由考试员在航空器或相应的飞行模拟机上实施。
1.对于商业运行，担任机长或者在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶的驾驶员，应当针对所飞航空器的类别、级别和型别等级（如适用），在前12个日历月内完成熟练检查。
2.熟练检查由考试员在航空器或相应的飞行模拟机上实施。对于通过熟练检查的驾驶员，由考试员在其执照记录栏中签注。
3.对于商业运行，在规定的期限内未进行熟练检查或检查不合格的驾驶员，只有重新通过相应航空器等级的实践考试，方可担任机长或在型号合格审定要求配备一名以上驾驶员的航空器上担任副驾驶。"
23	除经局方批准外，按照CCAR61取得驾驶员执照的人员，若想使用英语进行无线电陆空通信，则必须 {{c1::A}}	通过局方的英语考试并至少得到4级签注||通过公司的英语考试，并得到局方签注||得到管制员许可	1	依据CCAR61部第61.29条规定，(b) 按照本规则取得驾驶员执照的人员通过了局方组织或认可的英语语言能力3级或3级以上测试的，在执照上签注相应的等级。 (1) 在2008年3月4日以前颁发的执照上已取得英语无线电陆空通信签注的，等同于英语语言能力3级。 (2) 除经局方批准外，按照本规则取得的飞机、直升机、飞艇和倾转旋翼机驾驶员执照持有人在使用英语通信前，其执照上应当具有英语语言能力4级或4级以上的等级签注。对于执照上签注的英语语言能力低于6级的，还应当定期通过英语语言能力等级测试。
24	商用驾驶员执照夜间飞行限制中不含以下哪一项 {{c1::B}}	对于不满足商用驾驶员执照夜间飞行训练要求的申请人可为其颁发带有“禁止夜间飞行”限制的驾驶员执照||带有“禁止夜间飞行”限制的驾驶员执照持有人，可以在从事公共航空运输的航空器上担任驾驶员||当商用驾驶员执照持有人完成了所要求的相应的夜间飞行训练，并向考试员出示授权教员签注的飞行经历记录或训练记录，证明其完成了要求的夜间飞行训练并经考试员考试合格时，局方可撤销签注在该执照上的“禁止夜间飞行”限制	2	"CCAR-61部第61.171条 夜间飞行限制：
(a) 对于不满足本章夜间飞行训练要求的申请人可为其颁发带有“禁止夜间飞行”限制的驾驶员执照。
(b) 带有“禁止夜间飞行”限制的驾驶员执照持有人，不得在从事公共航空运输的航空器上担任驾驶员。 
(c) 当上述执照持有人完成了本规则所要求的相应的夜间飞行训练，并向考试员出示授权教员签注的飞行经历记录或训练记录，证明其完成了要求的夜间飞行训练并经考试员考试合格时，局方可撤销签注在该执照上的“禁止夜间飞行”限制。"
25	依据CCAR61部，驾驶员执照持有人在饮用任何含酒精饮料之后的（  ）小时之内或处在酒精作用之下，血液中酒精含量等于或者大于0.04％，或受到任何药物影响损及工作能力时，不得担任民用航空器的机组成员。 {{c1::A}}	8||12||24	1	CCAR-61部第61.15条 涉及酒精或者药物的违禁行为：驾驶员执照持有人在饮用任何含酒精饮料之后的8小时之内或处在酒精作用之下，血液中酒精含量等于或者大于0.04％，或受到任何药物影响损及工作能力时，不得担任机组成员。
26	对于涉及酒精或药物的违禁行为，按照规定可以给予（  ）处罚。 {{c1::B}}	暂扣执照一至三个月||暂扣执照一至六个月||暂扣执照三至六个月	2	CCAR-61部第61.241条 涉及酒精或药物的违禁行为的处罚：对于违反本规则第 61.15 条规定的执照持有人，应当责令当事人立即停止担任飞行机组成员，并给予警告，或暂扣执照一至六个月的处罚；情节严重的，应当给予吊销执照的处罚；构成犯罪的，依法追究刑事责任。
27	若驾驶员拒绝接受酒精检验，则 {{c1::A}}	立即停止当日飞行活动||警告并处以500以下罚款||吊销执照	1	对于违反CCAR61.17条规定拒绝、阻碍接受酒精、药物检验或提供检验结果的本规则执照持有人，责令该员立体停止当日飞行运行活动，并移送公安机关进行处理。
28	学生驾驶员忘带体检合格证能否上飞机 {{c1::C}}	可以，需经过教员同意||可以，需经过局方批准||不可以	3	"CCAR-61部第61.25条 体检合格证的要求：
(3) 行使下列权利时，驾驶员应当持有局方颁发的Ⅱ级或者I级体检合格证： 
(i) 私用驾驶员执照所赋予的权利； 
(ii) 学生驾驶员执照所赋予的权利； 
(iii)飞艇驾驶员执照所赋予的权利。"
29	行使多人制机组驾驶员所赋予的权利时，应持有（）级体检合格证？ {{c1::A}}	I||II||II或I	1	根据CCAR61.25条规定：行使航线运输驾驶员执照和多人制机组驾驶员执照所赋予的权利时，驾驶员应当持有局方颁发的Ｉ级体检合格证
30	行使飞艇驾驶员执照权利时，驾驶员至少持有局方颁布的（）体检合格证？ {{c1::B}}	I级||II级||III级	2	"根据CCAR61.25条规定：行使下列权利时，驾驶员应当持有局方颁发的Ⅱ级或者Ｉ级体检合格证：
（1）私用驾驶员执照所赋予的权利；
（2）学生驾驶员执照所赋予的权利；
（3）飞艇驾驶员执照所赋予的权利。"
31	考试员在飞行模拟机上对飞行学员进行仪表等级考试时？ {{c1::C}}	考试员和飞行学员都必须持有体检合格证||考试员可以不持有体检合格证，但飞行学员必须持有||考试员和飞行学员都可以不持有体检合格证	3	"根据CCAR61.25条规定：下列情形下，驾驶员可以不持有体检合格证：
1.作为飞行教员、考试员或者检查员在飞行模拟机或者飞行训练器上进行的为取得执照或等级的训练、考试或者检查；
2.在飞行模拟机或者飞行训练器上接受为取得执照或等级的训练、考试或检查。"
32	一商用飞行员在进行飞行模拟机训练时，需持有哪种体检合格证？ {{c1::C}}	Ⅰ类体检合格证||Ⅱ类体检合格证||不需持有体检合格证	3	使用飞行模拟机进行训练时，不需要持有体检合格证。
33	商用驾驶员驾驶航空器夜间飞行，至少持有（） {{c1::A}}	一级体检合格证||仪表等级||多人制机长资质	1	依据CCAR61部第61.25条规定，行使飞机、直升机或倾转旋翼机商用驾驶员执照所赋予的权利时，驾驶员应当持有局方颁发的I级体检合格证。
34	私照驾驶员至少需要下列哪类体检合格证？ {{c1::B}}	I级体检合格证||II级体检合格证||运动类体检合格证	2	"依据CCAR61.25条规定，行使下列权利时，驾驶员应当持有局方颁发的Ⅱ级或者Ｉ级体检合格证：
（1）私用驾驶员执照所赋予的权利；
（2）学生驾驶员执照所赋予的权利；
（3）飞艇驾驶员执照所赋予的权利。"
35	按CCAR67部颁发的体检合格证，分为几个类别？ {{c1::A}}	四个类别：分别为 I级，Ⅱ级，Ⅲ级和Ⅳ级体检合格证||四个类别：分别为 I级，Ⅱ级，Ⅲ级和Ⅲa体检合格证||五个类别：分别为 I级，Ⅱ级，Ⅲ级，Ⅳ级和Ⅳa体检合格证	1	"根据CCAR67.19条规定，体检合格证分下列类别：
1 .I级体检合格证；
2.Ⅱ级体检合格证；
3.Ⅲ级体检合格证，包括Ⅲa、Ⅲb级体检合格证；
4.Ⅳ级体检合格证，包括Ⅳa、Ⅳb级体检合格证。"
36	行使下列权利时，驾驶员必须持有局方颁发的II级或者I级体检合格证 {{c1::A}}	飞机私用驾驶员执照||飞机商用驾驶员执照||飞机航线驾驶员执照	1	根据CCAR-61部的规定，私用驾驶员执照必须持有局方颁发的II级或者I级体检合格证，而商照和航线驾驶员必须持有局方颁发的I级体检合格证。
37	对按照121部规定运行的年满40周岁以上的执照持有人，其I级体检合格证有效期是 {{c1::C}}	12个月||24个月||6个月	3	"CCAR-67部第67.33条 有效期：
（b）Ⅰ级体检合格证有效期为12个月，年龄满60周岁以上者为6个月。其中参加《大型飞机公共航空运输承运人运行合格审定规则》（CCAR-121）规定运行的驾驶员年龄满40周岁以上者为6个月。"
38	在体检合格证有效期届满前，某机长由于特殊原因不能到达指定医院进行体检时，（） {{c1::B}}	不能有任何飞行任务||可以申请延长体检合格证有效期继续飞行||可以申请临时体检合格证继续飞行	2	体检合格证持有人由于特殊原因不能在体检合格证有效期届满前进行体检鉴定、更新体检合格证，又必须履行职责时，应当在体检合格证有效期届满前向原颁证机关申请延长体检合格证的有效期。
39	"下列哪些情况发生时，颁证机关应当收回体检合格证，办理注销手续
①体检合格证有效期届满未延续的
②体检合格证持有人丧失行为能力的
③体检合格证被依法撤销的 {{c1::C}}"	①②||②③||①②③	3	"根据CCAR 67.51条规定：有下列情形之一的，颁证机关应当收回体检合格证，办理注销手续，并以书面形式告知体检合格证持有人（已经死亡的除外）和所在单位注销理由及依据：
1.体检合格证有效期届满未延续的；
2.体检合格证持有人死亡或者丧失行为能力的；
3.体检合格证被依法撤销的；
4.法律、法规规定的应当注销行政许可的其他情形。"
40	"哪些情况下，颁证机关可以撤销已发出的体检合格证？
①工作人员滥用职权颁发的体检合格证；②违反法定程序颁发的体检合格证；③申请人用欺骗手段获取的体检合格证；④工作人员疏忽大意为不合格的申请人颁发的体检合格证 {{c1::A}}"	①②③④||①②③||②③④	1	"根据CCAR67.49条规定：民航管理部门在检查中发现有下列情形之一的，颁证机关可以撤销已作出的颁发体检合格证或者认可证书的行政许可决定：
1.工作人员滥用职权、玩忽职守颁发的体检合格证；
2.超越法定职权颁发的体检合格证；
3.违反法定程序颁发的体检合格证；
4.为不具备申请资格或者不符合CCAR-67部相应医学标准的申请人颁发的体检合格证；
5.体检合格证申请人以欺骗、贿赂等不正当手段取得的体检合格证或者认可证书；
6.依法可以撤销的其他情形。"
41	驾驶员体检合格证过期，能否继续执行飞行任务？ {{c1::B}}	可以||不可以||经原体检颁证机关批准后，可执行飞行任务	2	依据CCAR67部规定，体检合格证持有人由于特殊原因不能在体检合格证有效期届满前进行体检鉴定、更新体检合格证，又必须履行职责时，应当在体检合格证有效期届满前向原颁证机关申请延长体检合格证的有效期。
42	体检合格证申请人找人代替进行体检，应该给予什么处罚？ {{c1::C}}	警告||一年内不得再次申请||三年内不得再次申请	3	"民航管理部门在检查中发现有下列情形之一的，颁证机关可以撤销已作出的颁发体检合格证或者认可证书的行政许可决定：
1.工作人员滥用职权、玩忽职守颁发的体检合格证；
2.超越法定职权颁发的体检合格证；
3.违反法定程序颁发的体检合格证；
4.为不具备申请资格或者不符合CCAR-67部相应医学标准的申请人颁发的体检合格证；
5.体检合格证申请人以欺骗、贿赂等不正当手段取得的体检合格证或者认可证书；
6.依法可以撤销的其他情形。
体检合格证申请人以欺骗、贿赂等不正当手段取得的体检合格证或者认可证书的，申请人在三年内不得再次提出申请。"
43	下列哪种情况不可以记作仪表飞行经历时间？ {{c1::A}}	驾驶员在实际仪表飞行条件下，参照仪表及舱外操作航空器的时间||授权教员在实际仪表气象条件下执行仪表飞行教学时间||在授权教员的监视下，在飞行模拟机上模拟仪表飞行的时间	1	根据CCAR61.51条规定：驾驶员可将在实际或者模拟仪表飞行条件下，仅参照仪表操作航空器的时间，记作仪表飞行经历时间；授权教员可将在实际仪表气象条件下执行仪表飞行教学期间的时间记作仪表飞行经历时间；为满足申请执照或等级以及仪表近期经历的要求，在授权教员的监视下，在飞行模拟机、飞行训练器或其他经批准训练设备上模拟仪表飞行的时间可记作仪表飞行经历时间。
44	下列可以计入授权教员仪表飞行经历时间的是 {{c1::C}}	带飞学员时间||机长独立操作航空器的时间||在实际仪表气象条件下教学的时间	3	"依据CCAR61部第61.51，仪表飞行经历时间：
一、驾驶员可将在实际或者模拟仪表飞行条件下，仅参照仪表操作航空器的时间，记作仪表飞行经历时间；
二、授权教员可将在实际仪表气象条件下执行仪表飞行教学期间的时间记作仪表飞行经历时间；
三、每次记录应当包括完成每次仪表进近的地点和类型；
四、为满足申请执照或等级以及仪表近期经历的要求，在授权教员的监视下，在飞行模拟机、飞行训练器或其他经批准训练设备上模拟仪表飞行的时间可记作仪表飞行经历时间。"
45	关于仪表飞行经历时间，说法正确的是 {{c1::B}}	驾驶员只有在实际仪表飞行条件下获得的仪表飞行时间，才能记作仪表飞行经历时间||驾驶员在飞行模拟机、训练器上获得的仪表飞行时间可记作仪表飞行经历时间||教员在模拟仪表飞行下进行仪表教学的时间可以记作仪表飞行经历时间	2	"依据CCAR61部第61.51条规定，仪表飞行经历时间：
一、驾驶员可将在实际或者模拟仪表飞行条件下，仅参照仪表操作航空器的时间，记作仪表飞行经历时间；
二、授权教员可将在实际仪表气象条件下执行仪表飞行教学期间的时间记作仪表飞行经历时间；
三、每次记录应当包括完成每次仪表进近的地点和类型；
四、为满足申请执照或等级以及仪表近期经历的要求，在授权教员的监视下，在飞行模拟机、飞行训练器或其他经批准训练设备上模拟仪表飞行的时间可记作仪表飞行经历时间。"
46	近期仪表经历不符合要求的机长，如果想在仪表飞行规则下担任机长，需要通过（）后，方可担任机长？ {{c1::A}}	仪表熟练检查||仪表定期检查||仪表等级考试	1	根据CCAR61.61条规定：不符合CCAR61.61（c）（1）近期仪表经历要求的驾驶员，不得在仪表飞行规则或低于目视飞行规则规定的最低标准气象条件下担任机长，只有在相应的航空器上通过由考试员实施的仪表熟练检查后，方可担任机长。仪表熟练检查的内容由考试员从仪表等级实践考试的内容中选取。仪表熟练检查的部分或全部内容可在相应的飞行模拟机或飞行训练器上实施。
47	仪表等级的申请人必须至少具有模拟或实际（  ）的仪表飞行时间。 {{c1::C}}	100小时||50小时||40小时	3	"CCAR-61部第61.83条 仪表等级要求
(d) 仪表等级的申请人应当符合下列飞行经历要求： (1) 至少50小时担任机长的转场飞行，其中至少10小时是在所申请仪表等级的航空器上获得的； (2) 40小时的实际或者模拟仪表时间，其中可以包括不超过20小时的在飞行模拟机或者飞行训练器上由授权教员提供仪表训练的时间。"
48	"仪表等级的申请人需要接受哪些飞行技能训练？
①仅按仪表操作航空器并准确完成各项机动飞行；②使用无线电导航设备进行仪表飞行规则（IFR）航行；③使用无线电导航设备进近至局方公布的最低标准；④在模拟或者实际的仪表飞行规则（IFR）条件下，在指定航线上的转场飞行；⑤具有识别并且管理威胁与差错的能力； {{c1::A}}"	①②③④⑤||①②③④||①③④⑤	1	"根据CCAR61.83条规定：仪表等级实践考试的申请人，应当在相应的航空器或者飞行模拟机或飞行训练器上接受授权教员提供的下列仪表飞行技能训练：
1.仅按仪表操作航空器并准确完成各项机动飞行；
2. 使用无线电导航设备进行仪表飞行规则（IFR）航行，包括遵守空中交通管制指令和程序；
3. 使用无线电导航设备进近至局方公布的最低标准；
4.在模拟或者实际的仪表飞行规则（IFR）条件下，在中国民用航路或者空中交通管制 指定航线上的转场飞行；
5. 模拟的紧急情况，包括设备或仪表故障、失去通信联络以及失去进近条件后的复飞程序以及到非计划的备降机场备降；
6. 具有识别并且管理威胁与差错的能力。"
49	仪表等级的申请人必须至少具有实际或模拟（）小时的仪表飞行时间，其中可以包括不超过（）小时的在飞行模拟机上由授权教员提供仪表训练的时间。 {{c1::A}}	40,20||50,20||40,10	1	根据CCAR61.83条规定：仪表等级的申请人应当符合下列飞行经历要求：至少50小时担任机长的转场飞行，其中至少10小时是在所申请仪表等级的航空器上获得的；40小时的实际或者模拟仪表时间，其中可以包括不超过20小时的在飞行模拟机或者飞行训练器上由授权教员提供仪表训练的时间。
50	未通过理论考试或者实践考试的申请人，如何申请再次考试？ {{c1::C}}	应当接受了地面教员或飞行教员提供的必需的训练||补充训练要有授权教员的签字||应当接受了地面教员或飞行教员提供的必需的训练，补充训练要有授权教员的签字	3	"CCAR61部第61. 49条 考试不合格后的再次考试：
(a) 未通过理论考试或者实践考试的申请人符合下列规定可以申请再次考试： 
(1) 接受了授权教员提供的补充训练，并且该教员认为申请人有能力通过考试； 
(2) 同时得到向申请人提供补充训练的授权教员的签字批准。"
51	未通过理论考试的申请人，申请补考日期与上一次同科目考试日期间隔最少为（  ）个日历日 {{c1::A}}	28||30||60	1	AC-61-FS-2013-09R3：5.5、对于申请补考的申请人，要求申请人出示上一次考试成绩单，在该成绩单下方上有授权教员签注，表明授权教员对该申请人上次理论考试未通过的航空知识内容进行了必要的补充训练，认为其有能力通过理论考试。补考日期与上一次同科目考试日期间隔最少为28个日历日。
52	飞机精密进近下降到决断高DH时，如果不能建立目视参考，应当 {{c1::A}}	立即复飞||继续下降，以便得到目视参考||保持DH至复飞点MAPt，若还无目视参考，应复飞	1	决断高度/高（DA/H）是指飞行员对飞机着陆或复飞做出判断的最低高度，在这一高度上，飞行员必须目视跑道并处于正常的着陆位置才能转入目视下降着陆，否则应当复飞。
53	飞机精密进近下降到DA时，如果不能建立目视参考，应当 {{c1::A}}	立即复飞||继续下降，以便取得目视参考||保持DA飞行，继续寻找参考至复飞点，若还不能建立目视参考时复飞	1	决断高度/高（DA/H）是指飞行员对飞机着陆或复飞做出判断的最低高度，在这一高度上，飞行员必须目视跑道并处于正常的着陆位置才能转入目视下降着陆，否则应当复飞。
54	如果ILS系统的所有设备都在工作，在什么时候如果需要的目视参考还未建立，飞行员应开始复飞？ {{c1::A}}	沿下滑道下降到DH时||到达中指点标MM时||到达进近图中公布的MDH时	1	决断高度/高（DA/H）是指飞行员对飞机着陆或复飞做出判断的最低高度，在这一高度上，飞行员必须目视跑道并处于正常的着陆位置才能转入目视下降着陆，否则应当复飞。
55	飞机非精密进近下降到MDA时，如果不能建立目视参考，应当 {{c1::C}}	立即复飞||继续下降，以便寻找目视参考||保持MDA至复飞点，若还不能建立目视参考，应复飞	3	飞机沿最后进近航迹下降到最低下降高度/高时，如果不能建立目视参考，或者是处于不能正常进入着陆的位置时，飞机不能继续下降，应保持最低下降高度/高平飞至复飞点，如果改平飞至复飞点的过程还是不能转入目视进近，则应当按公布的复飞程序复飞。
56	当航空器在决断高或最低下降高以下，失去目视参考时，飞行员？ {{c1::A}}	必须执行复飞程序||因之前建立起目视参考，可结合仪表继续进近||进行盘旋机动飞行	1	"根据CCAR91.175条规定：在下列任一时刻，不能获得本条(c)款要求的目视参考，马上执行复飞程序：
(i) 航空器到达决断高（DH） 、最低下降高度（MDA）或复飞点；
(ii) 在决断高(DH)或最低下降高度（MDA）以下失去目视参考。"
