Index	Question	Options	Answer	Answer Explanation
41	关于甚高频（VHF）通信系统的特点说法正确的是 {{c1::A}}	VHF通信抗干扰性能较好||VHF通信存在一个电离层反射垂直入射波的临界频率||VHF通信的一个特性是衰落，即接收信号不稳定	1	甚高频通信系统的工作频段通常为118.00-136.975MHz，波道间隔为25kHz，抗干扰性能较好。HF通信的另一种特性是衰落，即接收时强时弱，还存在一个电离层反射垂直入射波的临界频率。
42	下列哪项不是ATIS播报的内容？ {{c1::A}}	空中温度||露点温度||湿跑道	1	通播的主要内容包括：机场名称、通播发布时间及代码（zulu 表示世界协调时）、预期进近类别（ILS/目视……）使用跑道（跑道编号）、重要的跑道道面情况（干燥/潮湿，刹车效应好/中/差）、延迟等待、过渡高度层、地面风向风速（以地磁北极方向为零度，顺时针方向的度数）、能见度、跑道视程（以米或英尺为单位）、现行天气报告（雨/雪/雾……）、大气温度、露点、高度表拨正值（场压及修正海压，以百帕或英寸汞柱为单位。）、趋势型着陆天气预报；其它必要的飞行情报以及自动情报服务的特殊指令。
43	“国航998，下修两拐保持，修压幺洞幺拐”。驾驶员复诵上述管制员指令正确的是 {{c1::A}}	下修两拐保持，修压幺洞幺拐，国航998||国航998，下修两拐保持，修压幺洞幺拐||下修两拐保持，国航998，修压幺洞幺拐	1	"航空器驾驶员应向空中交通管制员复诵通过话音传送的ATC放行许可和指示中涉及安全的部分，应复诵下述内容： 
（1）空中交通管制航路放行许可； 
（2）在进入跑道、起飞、着陆、穿越跑道和沿正在使用跑道的反方向滑行的许可和指令； 
（3）正在使用的跑道、高度表拨正值、二次监视雷达（SSR）编码、高度指令、航向与速度指令和空中交通管制员发布的或ATIS广播包含的过渡高度层。 
航空器驾驶员应以呼号终止复诵。"
44	正常情况下通播多久更新一次？ {{c1::B}}	15分钟||1小时||30分钟	2	正常情况下通播每小时更新一次，天气变化迅速时也可随时更新，依次以字母代码 A, B,C...Z 表示，按照ICAO公布的标准字母解释法判读。
45	按仪表飞行规则飞行的航空器处于雷达管制下，驾驶员需要向空中交通管制部门报告 {{c1::C}}	通过指定报告点的时间和速度||通过空中交通管制规定的报告点的时间和高度||通过空中交通管制部门特别要求的报告点的时间和高度	3	"按仪表飞行规则飞行的航空器驾驶员必须在指定的频率上保持守听，并且及时向空中交通管制部门报告以下事项： 
(1)通过指定报告点或空中交通管制规定的报告点的时间和高度，但是，航空器处于雷达管制下时，仅需在通过空中交通管制部门特别要求的那些报告点时报告； 
(2)遇到没有得到预报的气象条件； 
(3)与飞行安全有关的任何其他信息。"
46	天波和空间波有何区别？ {{c1::B}}	天波也叫表面波，主要沿地面传播。空间波又叫直射波，从发射点经空间直线传播到接收点||天波依靠电离层的反射传播无线电。空间波从发射点经空间直线传播到接收点||空间波主要依靠电离层的反射传播无线电波，天波从发射点经空间直线传播到接收点	2	"无线电波传播的方式有三种：地波、天波和空间波
(1)地波
沿地面传播的无线电波叫地波,又叫表面波，例如，NDB导航信号是以地波形式传送。
(2)天波
依靠电离层的反射来传播的无线电波叫做天波。例如，高频无线电通信是以天波形式传送。
(3)空间波
从发射点经空间直线传播到接收点的无线电波叫空间波 ，又叫直射波。例如，VOR/DME导航和卫星通信是以空间波形式传送。"
47	GNSS传播方式为（） {{c1::C}}	天波||地波||空间波	3	"无线电波传播的方式有三种：地波、天波和空间波。
地波：沿地面传播的无线电波叫地波,又叫表面波，例如，NDB导航信号是以地波形式传送。(2)天波：依靠电离层的反射来传播的无线电波叫做天波。例如，高频无线电通信是以天波形式传送。(3)空间波：从发射点经空间直线传播到接收点的无线电波叫空间波，又叫直射波。例如，VOR/DME导航和卫星通信是以空间波形式传送。GNSS（全球导航卫星系统），以空间波传播。"
48	VOR的工作频段和传播方式分别是 {{c1::C}}	高频，天波||甚高频，地波||甚高频，空间波	3	VOR工作在甚高频频段上，频率范围108.00~117.95MHz，传播方式为空间波，又叫直射波。
49	依靠电离层的反射来传播的无线电波叫做 {{c1::A}}	天波||地波||空间波	1	"无线电波传播的方式有三种：地波、天波和空间波
(1)地波
沿地面传播的无线电波叫地波，又叫表面波，例如，NDB导航信号是以地波形式传送。
(2)天波
依靠电离层的反射来传播的无线电波叫做天波，例如，高频无线电通信是以天波形式传送。
(3)空间波
从发射点经空间直线传播到接收点的无线电波叫空间波，又叫直射波，例如，VOR/DME导航和卫星通信是以空间波形式传送。"
50	下列依靠天波进行无线电波传播的是 {{c1::A}}	高频||甚高频||卫星通信	1	"无线电波传播的方式有三种：地波、天波和空间波 
(1)地波 
沿地面传播的无线电波叫地波，又叫表面波，例如，NDB导航信号是以地波形式传送。 
(2)天波 
依靠电离层的反射来传播的无线电波叫做天波，例如，高频无线电通信是以天波形式传送。 
(3)空间波 
从发射点经空间直线传播到接收点的无线电波叫空间波，又叫直射波，例如，VOR/DME导航和卫星通信是以空间波形式传送。"
51	全球卫星定位系统的频段范围是 {{c1::A}}	300~3000兆赫||30~300兆赫||300~3000千赫	1	全球卫星定位系统使用特高频，频段范围是300~3000兆赫（MHZ）。
52	ILS的下滑道信号频率属于? {{c1::A}}	特高频||超高频||甚高频	1	特高频（UHF）频段范围：300～3000 兆赫（MHz） 常见设备包括：下滑信标;测距仪;应答机;全球卫星定位系统。
53	下滑信标、测距仪、应答机、全球卫星定位系统使用的频段是 {{c1::A}}	特高频||超高频||甚高频	1	特高频（UHF）的频段范围是300~3000兆赫（MHz），民航上使用该频段的常见设备有下滑信标、测距仪、应答机、全球卫星定位系统。
54	下列机载设备使用相同频段范围的是(  ) {{c1::B}}	ADF和VOR||应答机和DME||ADF和DME	2	ADF使用30～300 千赫（KHz）的低频;VOR使用30～300 兆赫（MHz）的甚高频;应答机和DME使用300～3000 兆赫（MHz）的特高频。
55	民航常用的无线电有六个频段范围，下滑信标、测距仪、应答机在哪个频段工作？ {{c1::B}}	甚高频||特高频||超高频	2	下滑信标、测距仪、应答机在300～3000 兆赫（MHz)的特高频范围内工作。
56	气象雷达工作在哪个频段？ {{c1::C}}	甚高频||特高频||超高频	3	超高频（SHF），频段范围为3~30吉赫（GHz）。民航上使用该频段的常见设备有无线电高度表和气象雷达。
57	下列属于机载应答机的工作频段的是 {{c1::B}}	300~3000KHZ||300~3000MHZ||300~3000GHZ	2	应答机使用特高频，频段范围是300~3000兆赫（MHz）。
58	下列哪两个设备的工作频率最相近？ {{c1::C}}	测距仪和外指点标||外指点标和下滑信标||应答机和测距仪	3	下滑信标、测距仪和应答机都是使用特高频频段，指点标使用的是甚高频频段。
59	指点标的工作频段名称及范围是（） {{c1::A}}	甚高频 (30～300MHz)||特高频（300～3000MHz）||高频（3～30MHz）	1	"低频（LF）  30～300 千赫（KHz）：  自动定向机系统
中频（MF）  300～3000 千赫（KHz）：  自动定向机系统
高频（HF）  3～30 兆赫（MHz）：  高频通信系统
甚高频（VHF） 30～300 兆赫（MHz） ：指点标; 甚高频导航系统;甚高频通信系统
特高频（UHF） 300～3000 兆赫（MHz）：下滑信标;测距仪;应答机;全球卫星定位系统
超高频（SHF）  3～30 吉赫（GHz）：  无线电高度表; 气象雷达"
60	无线电高度表的工作频段范围是 {{c1::A}}	3~30 GHz||300~3000 MHz||30~300 KHz	1	无线电高度表使用超高频，频段范围为3~30吉赫（GHz）。
61	无线电高度表使用的是 {{c1::C}}	高频||甚高频||超高频	3	无线电高度表使用超高频，频段范围3～30吉赫（GHz）。
62	测距仪使用的频段是 {{c1::B}}	高频||特高频||超高频	2	测距仪使用特高频，其频段范围为300~3000兆赫（MHz）。
63	应答机使用的频段是 {{c1::A}}	特高频||高频||中频	1	特高频UHF，频段范围是300~3000兆赫（MHz），民航上使用该频段的常见设备有：下滑信标；测距仪；应答机；全球卫星定位系统。
64	HF/VHF通信系统有什么不同特点？ {{c1::A}}	HF用于在远程飞行时保持与基地间的通信联络，VHF通信距离较近，并受飞行高度的影响||VHF易受电离层扰动，产生无线电背景噪声，HF抗干扰性能较好||HF主要用于起降期间及通过管制区域时与地面管制人员双向通信，VHF用于远程飞行保持与基地的通信	1	"常见的无线电通信系统主要包括高频通信系统（HF）、甚高频通信系统（VHF）。
典型的高频通信系统由收发机、天线调谐组、天线和控制盒组成。高频通信系统是一种机载远程通信系统，通信距离可达数千公里，用于在远程飞行时保持与基地间的通信联络。
甚高频通信系统主要用于飞机在起飞、着陆期间以及飞机通过管制空域时与地面交通管制人员之间的双向语音通信。"
65	卫星通信系统以（）进行无线电传播。 {{c1::C}}	地波||天波||空间波	3	卫星通信系统以空间波的传播形式工作，可以用于远距离通信。
66	高频和甚高频的通信传播距离，哪个远？ {{c1::A}}	高频||甚高频||一样远	1	"典型的高频通信系统由收发机、天线调谐组、天线和控制盒组成。高频通信系统是一种机载远程通信系统，通信距离可达数千公里，用于在远程飞行时保持与基地间的通信联络。
由于甚高频信号只能以直达波的形式在视距内传播，所以甚高频通信距离较近，并受飞行高度的影响，但由于对流层对超短波的折射作用，使得实际的传播距离略大于视线距离。"
67	甚高频通信系统（VHF）的无线电传播方式是 {{c1::C}}	天波||地波||空间波	3	甚高频通信系统的电波主要以空间波方式传播，其有效传播距离一般限于视距内传播，通信距离较近。若飞行高度增加，其通信距离会增加。但由于对流层对超短波的折射作用，使得实际的传播距离略大于视线距离。
68	飞机上甚高频通讯的频率范围是 {{c1::A}}	118.0MHZ至136.975MHZ||108.65MHZ至136MHZ||108.0MHZ至135.925MHZ	1	甚高频通信系统的工作频段通常为118.00-136.975MHz，波道间隔为25kHz，抗干扰性能较好。
69	下列属于近距离通信的是 {{c1::C}}	HF通信||卫星通信||VHF通信	3	甚高频通信系统的工作频段通常为118.00-136.975MHz，波道间隔为25kHz，抗干扰性能较好。由于甚高频信号只能以直达波的形式在视距内传播，所以甚高频通信距离较近，并受飞行高度的影响，但由于对流层对超短波的折射作用，使得实际的传播距离略大于视线距离。
70	下列通信方式受飞行高度影响最大的是 {{c1::B}}	HF通信||VHF通信||卫星通信	2	由于甚高频信号只能以直达波的形式在视距内传播，所以甚高频通信距离较近，并受飞行高度的影响，但由于对流层对超短波的折射作用，使得实际的传播距离略大于视线距离。
71	航空器与ATC进行第一次无线电联络时，应当首先呼叫什么？ {{c1::B}}	航空器全称和管制单位简称||航空器全称和管制单位全称||航空器简称和管制单位全称	2	航空器和管制单位初次联系时，应呼航空器和管制单位的全称。在建立双向联系以后的各次通话中，宜简呼地名，管制单位或服务可省略。
72	J325航路的汉语读法是什么？ {{c1::A}}	J三两五||J三二五||Juliett三二五	1	航路由航路代号和编码组成，分别按照数字和字母的发音读出，航路代号前有U、K、S时，分别按照“UPPER”、 “KOPTER”和“SUPERSONIC”读出，表示英文单词UPPER、HELICOPTER、SUPERSONIC。标准进离场航线汉语按导航台名称加有效代号加航路代号加进场或离场读出；英语按照字母和数字的发音，后加“ARRIVAL”、“DEPARTURE”读出。
73	电文中航路点P241，读法正确的是 {{c1::C}}	P二四一||点两四幺||P两四幺	3	如航路点是五个英文字母，则中英文读法相同，按照一个单词的英语发音读出，如航路点是P和数字组成，则汉语按照P加数字读出，英语按照字母和数字的发音读出。
74	首次通话后，航空器驾驶员应当采用什么样的通话结构？ {{c1::A}}	对方呼号+己方呼号+通话内容||对方呼号+通话内容||仅呼对方呼号	1	"1、首次联系时应采用的通话结构为：对方呼号+己方呼号+通话内容。例如：天津塔台，国航玖玖捌ALPHA，请求放行许可。
2、首次通话以后的各次通话：
（1）空中交通管制员宜采用下列通话结构：对方呼号+通话内容。例如：国航玖玖捌，下降到二千一。
（2）航空器驾驶员宜采用的通话结构为：对方呼号+己方呼号+通话内容。例如：天津塔台，国航玖玖捌，准备好起飞了。
2、空中交通管制员肯定航空器驾驶员复诵的内容时可仅呼对方呼号。当空中交通管制员认为有必要时，可具体肯定。"
75	飞行员复诵的指令完成后，管制员应回复 {{c1::A}}	深圳六幺两八，复诵正确||复诵正确||复诵正确，深圳六幺两八	1	空中交通管制员肯定航空器驾驶员复诵的内容时可仅呼对方呼号。当空中交通管制员认为有必要时，可具体肯定。
76	"""D-ATIS 126.3(APP)""表示？ {{c1::C}}"	离场前收听数字化通播126.3KHz||进场前收听进近数字化通播126.3KHz||进场前收听进近数字化通播126.3MHz	3	数字化的航站自动情报服务系统（D-ATIS），用以改进只提供语音服务的ATIS系统， 利用合成语音和数据链两种方式将ATIS信息上传给飞机。通播的频率单位是MHZ。
77	"飞行员通过ATIS可以获取哪些信息？ 
①天气；②可用跑道；③气压及高度表拨正值；④偏航情况 {{c1::A}}"	①②③||①③④||①②③④	1	自动终端情报服务 (Automatic Terminal Information System, 简称ATIS或通播) 是在繁忙的机场自动连续播放的信息服务，通常在一个单独的无线电频率上进行广播，包括主要的与飞行相关的信息，如天气、可用跑道、气压及高度表拨正值等信息。飞行员通常在和管制员等单位建立联系前收听通播，了解相关情况以减少管制员的工作量及避免频道拥挤。
78	飞行员在何时应告知ATC已收到通播？ {{c1::B}}	起飞之前||首次与进离场管制单位联络时||着陆之前	2	通播分为进场通播、离场通播和进离场通播。飞行员在与进离场管制单位建立首次联系时，应该确认已收到通播。
79	下列哪项不属于机场通播（ATIS）的内容 {{c1::C}}	能见度||滑行道关闭||下降高度	3	通播的主要内容包括：机场名称、通播发布时间及代码（zulu 表示世界协调时）、预期进近类别（ILS/目视……）使用跑道（跑道编号）、重要的跑道道面情况（干燥/潮湿，刹车效应好/中/差）、延迟等待、过渡高度层、地面风向风速（以地磁北极方向为零度，顺时针方向的度数）、能见度、跑道视程（以米或英尺为单位）、现行天气报告（雨/雪/雾……）、大气温度、露点、高度表拨正值（场压及修正海压，以百帕或英寸汞柱为单位。）、趋势型着陆天气预报；其它必要的飞行情报以及自动情报服务的特殊指令。
80	ATIS的频率单位是 {{c1::A}}	MHZ||KHZ||GHZ	1	自动终端情报服务 (Automatic Terminal Information System, 简称ATIS或通播) 是在繁忙的机场自动连续播放的信息服务，通常在一个单独的无线电频率上进行广播，包括主要的与飞行相关的信息，如天气、可用跑道、气压及高度表拨正值等信息。ATIS的频率单位是MHZ。
81	机组首次联系放行管制员，应该（ ）。 {{c1::B}}	自己认为有必要时报告已收到通播||报告当时的有效通播已收到||管制员要求时报告已收到通播	2	通播分为进场通播、离场通播和进离场通播。飞行员在与进离场管制单位建立首次联系时，应该确认已收到通播。
82	"""D-ATIS 126.3(ARR)""表示？ {{c1::C}}"	离场前联系ATIS频率126.3KHz||进场前联系ATIS频率126.3KHz||进场前联系ATIS频率126.3MHz	3	数字化的航站自动情报服务系统（D-ATIS），用以改进只提供语音服务的ATIS系统，利用合成语音和数据链两种方式将ATIS信息上传给飞机。（ARR）：arrival表示飞机到达。
83	在哪些情况下需要复诵？ {{c1::C}}	通过话音传送的ATC放行许可||指示中涉及安全的部分||其他两项均需复诵	3	"航空器驾驶员应向空中交通管制员复诵通过话音传送的ATC放行许可和指示中涉及安全的部分，应复诵下述内容：
（1）空中交通管制航路放行许可；
（2）在进入跑道、起飞、着陆、穿越跑道和沿正在使用跑道的反方向滑行的许可和指令；
（3）正在使用的跑道、高度表拨正值、二次监视雷达（SSR）编码、高度指令、航向与速度指令和空中交通管制员发布的或ATIS广播包含的过渡高度层。"
