Index	Question	Options	Answer	Answer Explanation
11	飞机在转弯时，飞行员做低头或仰头动作，可能无法正确感知 {{c1::C}}	飞机的真实高度||飞机的飞行速度||飞机的转动状态	3	科里奥利错觉是指当飞行员的头与飞机转动方向不一致时产生的滚转错觉。常发生于飞机在做转弯，飞行员又做低头、仰头动作时。
12	防止和克服自主运动性错觉的方法是 {{c1::C}}	在驾驶舱内不乱动头，使眼睛处于静止状态||继续凝视单一光点，直至错觉消失||保持常规的视觉扫视和经常参照仪表	3	保持常规的视觉扫视和经常参照仪表，有助于防止和克服自主运动错觉。
13	以下关于飞行员预防与克服晕机病的措施哪一项是正确的？ {{c1::B}}	服用乘晕宁等抗晕机病药物||注意力尽可能转移到飞行任务上，不乱动头||头部向后靠在座椅上，并做放松运动	2	"预防和克服晕机病的措施有：
（1）不做不必要的动作，只要不影响观察，头动应减至最小程度。
（2）尽可能避免在湍流中飞行和防止动作粗猛所引起的飞行姿态的急剧变化。
（3）提高自己的处境意识，明白特定的飞行情境可能导致的视觉——前庭觉信息冲突。
（4）集中精力于特定的飞行任务上，避免对晕机病即将到来的强烈的预期，即便已经有晕机病的症状，亦应尽可能转移自己的注意力，不要过分内省晕机病的症状。
（5）加强抗运动病的前庭机能锻炼。"
14	在发生缺氧时，最先受到影响的人体器官是 {{c1::B}}	耳朵||眼睛||脑细胞	2	在所有的感觉机能中，视觉对缺氧最敏感。在发生缺氧时，最先受到影响的人体器官是眼睛。
15	对于飞行员来说，发生组织中毒性缺氧症的常见原因是 {{c1::A}}	酗酒或氰化物中毒，使组织不能够从血液中摄取氧气||肾脏病变或呼吸系统疾病所引起的摄氧能力降低||因吸烟，血红蛋白与一氧化碳首先亲合，运送到组织的氧气减少	1	组织中毒性缺氧症是由于人体组织不能从血液中摄取所需要的氧气而引起的。在飞行员群体中，这类缺氧症常发生于酒精或药物以及氰化物中毒时。
16	酒精对飞行员的主要影响是 {{c1::A}}	酒精使飞行员对缺氧症的易患性增强||少量的酒精不会损害飞行技术||咖啡有助于酒精新陈代谢，并减轻由过量饮酒产生的延续效应	1	酒精易使组织的摄氧能力下降，其后果是增加缺氧症的易患性。
17	在座舱内吸烟会导致 {{c1::B}}	晕机病||缺氧||换气过度	2	在座舱内吸烟会降低缺氧耐力，导致缺氧。由于一氧化碳与血红蛋白结合生成碳氧血红蛋白，影响了血红蛋白携氧的能力，使缺氧耐力下降。
18	"可能导致飞行员缺氧的情况有
1. 飞行员下降过快；2. 没有增压设备的飞机上升高度过高；3. 驾驶舱内吸烟；4. 飞行前饮酒 {{c1::C}}"	1,2,3||1,3,4||2,3,4	3	"可能出现缺氧的情况： 
1. 没有增压设备的飞机上升高度过高； 
2. 献血后立即飞行； 
3. 大的机动动作导致载荷过大； 
4. 驾驶舱内吸烟或体内含有酒精会增加缺氧的易感性； 
5. 驾驶舱加温装置故障出现废气泄漏，造成舱内有一氧化碳。"
19	通过采用以下哪种措施，飞行员可以克服或避免换气过度？ {{c1::A}}	放慢呼吸速度、吸入二氧化碳气体或大声交谈||加快呼吸速度以便增加肺通气量||有飞行任务时，不服用抗组胺，感冒药和镇痛药等容易引起换气过度的药物。	1	有意识地降低呼吸频率，减小呼吸深度，找机会多说话以及缓慢地吸入一小纸袋二氧化碳，可以克服换气过度。
20	飞机上已经供氧，但还是会气喘吁吁，其原因是 {{c1::B}}	氧气不足||换气过度||二氧化碳浓度过高	2	在飞行中，如果在供氧后仍然觉得气喘吁吁，那么就应该判断为换气过度。此时，有意识地降低呼吸频率，减小呼吸深度，找机会多说话以及缓慢地吸入一小纸袋CO2，就可克服换气过度。
21	从飞行高度来说，中耳气压性损伤多发生于以下哪一个高度上？ {{c1::B}}	4000米以上||4000米以下||2000米以下	2	中耳气压性损伤多发生于4000m以下，尤以1000~2000m高度为最多。
22	下列哪种情况下易发生中耳气压性耳塞 {{c1::B}}	1000-2000米爬升||2000-1000米下降||巡航飞行	2	从飞行高度来说，中耳气压性损伤多发生在4000m以下，尤以1000~2000m高度为最多。在下降过程中，外界气压增高、气体因单向活门作用不能进入咽鼓管腔内，使腔内形成较大的负压，造成中耳气压性损伤。
23	下列哪项可以缓解中耳气压性耳塞？ {{c1::C}}	心理暗示||飞行前服用药物||咀嚼口香糖	3	"在飞行中，由于高度急剧变化，气压也突然变化，这个时候由于中耳内气压与外部气压不同，鼓膜受到压力，产生耳痛，听力下降等。多发生在4000米以下的高空，尤以1000~2000米高度为最多。
预防克服的方法主要有：
一、运动软腭法：手摸喉结，发“克”音，或张大口用力模仿达哈欠的动作。
二、捏鼻鼓气法：仅在飞机下降时适用。捏紧鼻孔，闭口用力向咽腔鼓气。
三、吞咽法：可多次吞咽或咀嚼糖块。"
24	飞行员在飞行前如果服用阿司匹林等止痛类药物，应停飞（ ）小时进行观察 {{c1::C}}	8~12||24~36||12~24	3	飞行人员服用止痛药后，应停飞12~24小时进行观察。
25	"影响情景意识的因素有哪些？
① 飞行动作技能；② 空间定向能力；③ 健康与态度；④ 飞行经验和训练水平；⑤ 驾驶舱资源管理能力 {{c1::C}}"	①②④||②③⑤||①②③④⑤	3	"影响情景意识的因素：
1. 飞行动作技能；
2. 飞行经验和训练水平；
3. 空间定向能力；
4. 健康与态度；
5. 驾驶舱资源管理能力。"
26	以下关于情景意识的描述哪一项是正确的 {{c1::A}}	是对当前正在发生什么和将要发生什么的认识||是对飞机状态的准确判断和认识||是对当前气象条件和未来气象条件的认识	1	情景意识是飞行员在特定时段和特定的情境中对影响飞机和机组的各种因素、各种条件的准确知觉。简言之，情景意识就是飞行员对自己所处环境的认识，也就是说飞行员要知道自己周围将要发生什么事情。
27	克服反权威态度应有的逆向思维方式是 {{c1::A}}	“别人的建议也许是合理的”，“条例通常都是正确的”||“不要过于冲动，三思而后行”||“无谓的冒险是危险的”	1	反权威态度的人不喜欢听别人的劝告，并认为条例是为别人制定的。克服反权威态度的逆向思维方式是“别人的建议也许是合理的”“条例通常都是正确的”。
28	克服侥幸心理态度应有的逆向思维方式是 {{c1::B}}	“无谓的冒险是愚蠢的”||“事故有可能发生在我身上，我得小心一些”||“我不是无助的，我能改变现状”	2	侥幸心理态度认为事故只会发生在别人身上，自己的运气总是很好。所以克服侥幸心理态度的逆向思维方式是事故有可能发生在自己身上。
29	以下哪项是克服炫耀态度的方法？ {{c1::B}}	应当勇于实践||无谓的冒险是愚蠢的||应当勇于创新	2	炫耀态度的主要表现是总是显示自己如何能干、如何优秀，克服炫耀态度的逆向思维方式是无谓的冒险是愚蠢的。
30	"飞行员飞行前应进行哪些方面的自我评估？
① 疾病、药物；② 应激、酒精；③ 疲劳、情绪 {{c1::C}}"	①②||②③||①②③	3	"飞行员每次飞行前，应该针对如下项目进行自我评估,以确保飞行安全：（IMSAFE）
I——疾病：是否患有疾病
M——药物：是否服用过对飞行有害的药物。
S——应激：应激状态时候过高或过低。
A——酒精：是否饮用过酒精饮料。
F——疲劳：是否感到非常疲劳。
E——情绪：情绪状态是否良好。"
31	饮酒后对飞行员驾驶有什么影响？ {{c1::A}}	影响飞行员的平衡能力||增加飞行员的胆量，使其冲动鲁莽||自我意识增强，易草率行事	1	"酒精的生物学性质属于抑制剂，对中枢神经系统具有抑制作用。
主要副作用包括：使人感觉迟钝、观察能力降低；记忆能力变差；责任感降低，易草率行事；判断能力和决策能力下降；动作协调性下降；视、听能力下降；情绪波动较大；自我意识缺乏或丧失；缺氧症的易患性增强；对快波睡眠具有强烈的抑制作用。"
32	健康成年人的正常血压是收缩压在（  ）之间。 {{c1::B}}	80~120 mmHg||90~140 mmHg||90~130 mmHg	2	健康成年人的正常血压范围是收缩压在90—140mmHg（12.0—18.7kpa）之间，舒张压在60—90mmHg（8.0—12.0kpa）之间。
33	人体生物节律扰乱的原因是 {{c1::B}}	身体状况不好||时差效应||睡眠缺失	2	时差效应可以引起一系列生理、心理与行为能力的节律失调。
34	矫正航空决断过程中危险态度的第一步是 {{c1::C}}	处理不当判断||意识到此情景毫无忧患||意识到危险想法	3	目前的研究已经表明，对于危险态度的矫正可采用逆向思维的方法。即当飞行员产生了五种危险态度之一，或几种危险态度同时产生，且飞行员已经意识到自己产生了这些危险态度时，应通过自己的努力，转换自己的认知角度，矫正危险态度。所以意识到自己产生了危险的态度才能很好的矫正。
35	在简单重复性任务的操纵中，人类的平均错误率大约为 {{c1::A}}	1/100～1/1000||1/10～1/50||1/10000～1/100000	1	就人类总体而言，在简单重复性任务的操纵过程中，人犯错的频率大约为1/100~1/1000，意味着在简单重复性操作任务中每100次至1000次操作中有一次错误都应算正常的，该数据可认为是人类的平均错误频率，也可以认为这是人类固有的错误倾向。
36	预防和克服空间定向障碍最根本的措施是 {{c1::B}}	避免大坡度转弯和粗猛的操纵动作||坚信飞行仪表的显示信息||尽可能最大限度地减少头部和眼睛的活动范围	2	要相信仪表，不能靠自己的身体感觉去操纵飞机，即使暂时失去了目视信息时，也不能根据自身的感觉去操纵飞机。
37	以下关于飞行错觉的描述哪一项是正确的？ {{c1::B}}	飞行错觉只会发生在那些意志薄弱的人身上||飞行错觉有可能发生在所有人身上||飞行错觉从本质上说就是一种幻觉	2	飞行错觉主要表现为飞行员所感知或判断的飞行状态，跟飞机实际状态不相符，飞行错觉在每个飞行员身上都有可能发生。
38	飞行员空间定向的信息输入主要依赖 {{c1::A}}	视觉、前庭觉以及运动觉||视觉、肤觉以及嗅觉||记忆、听觉以及思维	1	飞行员的空间定向能力主要取决于他对视觉信号、前庭信号以及本体感受器信号的正确解释。
39	以下哪一种陈述是正确的？ {{c1::B}}	在夜间或边界气象条件下，由于视觉线索很少，飞行员可依靠前庭觉和本体觉来进行空间定向||在夜间或边界气象条件下，飞行员应根据仪表信息来进行空间定向||在夜间或边界气象条件下，由于视觉线索很少，飞行员应根据管制员的指示来进行空间定向	2	在夜间或边界气象条件下，飞行员无法仅凭自身的感觉来判断飞机的速度、航向、高度以及飞机状态等重要飞行参数，不能进行准确的空间定向。此时，飞行员必须使用仪表进行空间定向。
40	以下关于视网膜上视细胞功能特点的描述哪一项是正确的？ {{c1::A}}	视锥细胞具有感受色光、明光和分辨物体细节的能力||视杆细胞具有感受色光、明光和分辨物体细节的能力||视杆细胞不但具有夜视功能，而且还具有远视功能	1	根据感光细胞的形态和功能的不同，可将它分为视杆细胞和视锥细胞。视杆细胞对弱光很敏感，但却不能感受颜色和物体的细节。视锥细胞专门感受强光和颜色刺激。能分辨物体颜色和细节，但在暗光时却不起作用。
41	在夜间视物时，采用偏离物体中心法是利用了 {{c1::A}}	视杆细胞的夜视功能||视锥细胞的夜视功能||视锥与视杆细胞的夜视功能	1	视杆细胞具有夜视功能，视锥细胞在暗光时不起作用。
42	以下哪一项描述是正确的？ {{c1::B}}	在弱光条件下，视锥细胞的视敏度迅速增强||在弱光条件下，视杆细胞的视敏度逐渐增强||在弱光条件下，深度知觉与大小知觉能力下降	2	视杆细胞对弱光很敏感，所以在弱光条件下，视杆细胞的视敏度会逐渐增强。
43	凡是遮挡飞行员视线和视野的飞机部位都可称之为 {{c1::A}}	飞机盲点||生理盲点||夜间盲点	1	凡是遮挡飞行员视线或视野的飞机部位都可称之为飞机盲点。所有的飞机都有视觉盲点，其部位因机型、飞行员坐姿等不同而有差异。
44	飞行中的夜间盲点是指 {{c1::C}}	视神经出入视网膜处||晶状体的功能性障碍||视网膜的中央凹处	3	一般将视网膜中央凹处称为夜间盲点。
45	过长时间的凝视物体会使 {{c1::A}}	物象逐渐变得暗淡||物象逐渐变得清晰||出现幻觉	1	长时间凝视物体，会使物象逐渐变得暗淡。
46	生理盲点是指 {{c1::A}}	视神经出入视网膜的区域||眼疾所造成的不能视物||由于疾病所引起的注意力分散	1	在解剖学上，人们将视神经出入视网膜的那一点称之为视觉生理盲点。
47	在仪表飞行时，有的飞行员只观察升降速度表和高度表将飞机驶入预定高度，这种方法是 {{c1::B}}	正确的，有助于飞行员集中精力完成主要任务||不正确，有可能导致视觉固着，忽略了其它仪表提供的信息||不完全正确，但可以接受	2	在仪表飞行时，飞行员只观察升降速度表和高度表将飞机驶入预定高度，在这个过程中，飞行员就可能将视觉固着在升降速度表和高度表上，从而忽略其他仪表的察看和对前方空域的扫视。
48	闪光性眩晕是指 {{c1::A}}	每秒4-20次的闪烁光所引起的眩晕、恶心以及痉挛等现象||由晕机病引起的眩晕、恶心以及呕吐现象||由于贫血所引起的头晕、恶心以及晕厥等现象	1	每秒4~20次的闪烁光可引起闪光性眩晕。这种现象一旦发生，就有可能引起类似癫痫样的痉挛、恶心或意识丧失。
49	以下哪一种情景更容易使飞行员产生闪光性眩晕 {{c1::A}}	透过慢速转动的螺旋桨(240-120转/分)看前方太阳光源时||透过快速转动的螺旋桨看前方的太阳光源时||身体状况不好、疲劳以及酗酒之后飞行时	1	"闪光性眩晕发生的情境是：
（1）当飞行员透过慢速转动的螺旋桨（240~120r/min）看前方的太阳时，或者位于后面的太阳映射在螺旋桨上，飞行员注视这一反射光后，就会诱发出闪光性眩晕。
（2）在霾中或云中用选通脉冲型防撞灯飞行时，反复有规律的闪光反射入座舱可引起闪光性眩晕。
（3）直升机的旋翼将阳光反射入座舱也可引起闪光性眩晕。"
50	有的飞行员提出，夜间滑行时如突遇强光，可暂时闭上一只眼。提出这种方法的理由是 {{c1::A}}	可保持眼睛的对暗适应||可增加眼睛的视敏度||可使眼睛免受伤害	1	在突遇强光照射时，可闭上一只眼，保持该眼的对暗适应，以便在强光消失后仍能分辨暗光下的物体。
51	克服生理盲点的方法是 {{c1::A}}	不断地在仪表与环境之间扫视||尽快治愈眼疾||将身体调节在最佳状态	1	克服生理盲点的方法是：不断地在仪表与环境之间进行扫视。
52	以下哪一种方法有助于预防闪光性眩晕？ {{c1::A}}	避免透过螺旋桨看某个光源||将视线在螺旋桨与无限远之间来回扫视||通过意志努力来增强自己对闪烁光的抵抗力	1	当飞行员透过慢速转动的螺旋桨（240~120r/min）看前方的太阳时，或者位于后面的太阳映射在螺旋桨上，飞行员注视这一反射光后，就会诱发出闪光性眩晕。所以，避免透过螺旋桨看某个光源，有助于预防闪光性眩晕。
53	飞机在起落航线里避免空中相撞的一种有效方法是 {{c1::B}}	下降中进入起落航线||保持适宜的起落航线高度并不断扫视该区域||依赖正在起落航线里飞行的其他飞机的无线电通话	2	视觉扫视是防止空中相撞的一种有效途径。
54	在直线平飞时，飞行员应该采用哪种方法来搜索左右的飞行器？ {{c1::C}}	从右至左连续扫视风挡||凝视周围目视区域内搜索到的相对运动物||系统地定时扫视空域中的不同的扇区	3	横侧扫视是指从左至右的扫视方式。在实际操作时，可将扫视范围内的每10°~15°划分为一个视觉注意区。这样，整个风挡上可建立12个区，双眼在每个区至少应停留2秒钟。
55	在以下哪种情况下，人的暗适应能力会受到损害？ {{c1::B}}	二氧化碳||食物中缺乏维生素A||座舱压力高度超过5000英尺	2	人体内缺乏维生素A，会引起暗适应能力下降及夜盲症等。
56	人类在长期生活过程中所形成的根据光源方向来定位的习惯是 {{c1::B}}	明处为左，暗处为右||明处为上，暗处为下||明处为下，暗处为上	2	人在地面活动时，习惯于按天和地进行上、下定向，天空明亮为上、地面阴暗为下。飞行员常用来判断飞机状态的天地线，也可以看成是一个上亮下暗的明暗交界线。
57	在云中飞行时，若光线从机头方向投射过来，容易产生 {{c1::B}}	机头下俯的感觉||机头上仰的感觉||飞机带坡度飞行	2	在云中飞行时，若光线从机头方向透射过来，可产生上仰错觉。若光线从飞机尾部方向透射过来，则易产生下滑错觉。原因是飞行员将明亮处视为天、阴暗处视为地。
58	在云中飞行时，若光线从飞机尾部方向投射过来，容易产生 {{c1::A}}	飞机下滑的感觉||飞机上升的感觉||极度的恐惧感	1	在云中飞行时，若光线从机头方向透射过来，可产生上仰错觉。若光线从飞机尾部方向透射过来，则易产生下滑错觉。原因是飞行员将明亮处视为天、阴暗处视为地。
59	在比常规偏窄的跑道进近时，有可能出现的错觉是 {{c1::C}}	感觉自己的进场高度偏低||感觉飞机在带坡度飞行||感觉自己的进场高度偏高	3	在比常规偏窄的跑道进近时，飞行员可能产生视性距离错觉，感觉进场高度偏高，若按照这种错误的感觉操纵飞机，将会导致进场偏低。
60	在比常规偏宽的跑道进近时，有可能出现的错觉是 {{c1::B}}	感觉自己的进场高度偏高||感觉自己的进场高度偏低||感觉飞机在带坡度飞行	2	在比常规偏宽的跑道进近时，飞行员可能产生视性距离错觉，感觉进场高度偏低，若按照这种错误的感觉操纵飞机，将会导致进场偏高。
61	如果一飞行员在能见度受限条件下的飞行中出现空间定向障碍，克服该症状最有效的办法是 {{c1::B}}	集中精神感受偏航、俯仰和滚转||依靠飞机仪表指示||有意识地放缓呼吸速率直到症状消解再恢复正常呼吸	2	出现空间定向障碍后，飞行员需要转入仪表飞行，保持好仪表指示，按照仪表指示的欲达到的飞机状态去操纵飞机。
62	在能见度较差的飞行中，怎样降低空间定向障碍的危险性？ {{c1::C}}	视线在机外环境及机上仪表间频繁转换||身体向飞机运动反方向倾斜||信任仪表操作，而不是依靠感官冒险操作	3	在能见度不好时应及早转入仪表飞行。一旦转入仪表飞行，在外界目标不能清楚看见之前一直要保持按仪表飞行。要相信仪表，不能靠自己的身体感觉去操纵飞机。
63	最有效的搜索是使用一系列（  ）的眼睛运动，这样有助于将天空连续的区域反映到中央视觉区域。 {{c1::A}}	短暂、固定时间间隔||连续||跳跃式	1	当飞行员从看仪表板转换到看机外远处物体时，眼睛需要经过一段时间重新聚焦。眼睛的另一个特征是只有晶状体后部的一小块区域才能够将清晰的、准确聚焦的图像反映到大脑中。由于眼睛需要时间在如此窄的视觉区域上聚焦，因此，最有效的搜索是使用一系列短暂、固定时间间隔的眼睛运动，这样有助于将天空连续的区域反映到中央视觉区域。
64	在视野狭窄时，为避免迷航，应该 {{c1::B}}	眼睛迅速在外部可见区域和仪表盘间转动||相信仪表而不要相信感官||让飞机倾斜到飞机运动的相反方向	2	在视野狭窄时，为避免迷航，飞行员应相信仪表，不能靠自己的身体感觉去操纵飞机。
65	飞行员在云层上飞行时，较强的太阳光会通过云层反射到飞行员眼部造成不适，这是由于 {{c1::A}}	眩光||明适应||空虚视野近视	1	眩光是由于在视野范围内亮度过高，从而引起视觉不适，或视觉功能下降，或同时产生这两种效应的现象。飞机在云层上飞行时，较强的太阳光透过云层反射到飞行员眼部引起的视觉不适，是由于眩光。
66	昼间正视物体才能获得最佳视觉效果，这是利用了 {{c1::A}}	视锥细胞的明视和分辨物体细节的功能||视杆细胞的颜色视觉和分辨物体细节的功能||视杆细胞的暗视和运动视觉的功能	1	根据感光细胞的形态和功能的不同，可将它分为视杆细胞和视锥细胞。视杆细胞对弱光很敏感，但却不能感受颜色和物体的细节。视锥细胞专门感受强光和颜色刺激。能分辨物体颜色和细节，但在暗光时却不起作用。
67	飞行时，霾对飞行能见度或观察地形地物的能力有何影响？ {{c1::C}}	霾使视力集中于远处||在霾中，眼睛容易疲劳因而不容易发现相对的移动物||所有飞行器的活动或地形地物显得比实际距离远	3	在霾中或高空飞行时，由于外景没有特征，引不起眼睛的注意，使睫状肌处于持续的放松状态，此时晶状体因其本身的弹性向前凸出，使眼的聚焦点位于前方1~2m处的空间某点，飞行员的视觉便呈功能性近视状态，这一现象称为空虚视野近视。在这种状态下，飞行员往往会把同样大小的物体看成较小的物体，把同样距离的物体看成较远的物体。
68	根据视细胞的功能差异，飞行中观察飞机时，昼间扫视与夜间扫视技巧的特点是 {{c1::A}}	夜间扫视的速度和范围相对较慢、较小||昼间与夜间扫视的速度和范围不应有任何区别||昼间扫视的速度和范围相对较慢、较小	1	昼间扫视是为了利用中央凹视锥细胞的视物功能，而夜间扫视则是为了利用中央凹周缘视杆细胞的视物功能，由于这一原因，昼间扫视速度和范围较快，较大。而夜间扫视则应较慢，范围较小。
69	空虚视野近视的主要表现是 {{c1::A}}	眼睛会自动聚焦于前面1-2米处的空间某点||主观感觉内心空虚，视觉模糊||视野缩小，并产生恐惧感	1	空虚视野近视的主要表现是眼的聚焦点位于前方1~2m处的空间某点，飞行员的视觉呈功能性近视状态。
70	夜间近视产生的主要原因是 {{c1::A}}	夜间飞行时，可供观察的物体很少||夜间飞行时，飞行员的视力减弱||夜间飞行时，没有使用扫视技术	1	夜间近视产生的主要原因是夜间飞行，可供观察的物体较少。克服夜间近视的方法是搜索和观察远处的光源，无论光源明暗与否都应该这样做。
71	提高夜间视力的一种方法是 {{c1::B}}	直视物体||眼睛偏离物体中心5-10度做缓慢扫视||提高座舱内部的照明强度	2	提高夜间视力的方法是：偏离物体中心5°~10°作缓慢扫视运动，使物像投射在中央凹周缘的视杆细胞上，以充分发挥视杆细胞的夜视功能。
72	根据暗适应的原理，夜航飞行前和夜航飞行期间应该 {{c1::A}}	避免强光源的照射，提前30分钟进入座舱||提前5分钟进入座舱，将仪表灯光调节到最大亮度||提前15分钟进入座舱，将仪表灯光调到最暗	1	"为了克服人眼暗适应的局限，应采取以下措施：
（1）避免强光源的照射。如再夜航飞行前30min进入座舱，在此期间要避免强光源的照射。
（2）在突遇强光照射时，可闭上一只眼，保持该眼的对暗适应，以便在强光消失后仍能分辨暗光下的物体。
（3）在由明亮的区域逐渐飞入黑暗的区域时，可戴上太阳镜以便逐渐适应黑暗的环境。
（4）夜航中，调节好仪表板内的照明灯的亮度，以便克服视线转移到外物时造成的暗适应现象。"
73	克服空虚视野近视的方法是 {{c1::A}}	经常在机头或翼尖与无限远之间来回扫视||频繁地眨眼，并极目远望||下降高度，并寻找可观察到的地标地物	1	克服空虚视野近视的方法是：频繁地在翼尖或机头与无限远之间来回扫视。
74	夜间飞行时，最有效的用眼方法是 {{c1::C}}	直接注视一物体几秒钟||灯光微弱时，仅注视远处||缓慢扫视进行偏离视觉	3	克服夜间盲点的措施是：偏离物体中心5°~10°作缓慢扫视运动，使物像投射在中央凹周缘的视杆细胞上，以充分发挥视杆细胞的夜视功能。
75	在开始机动飞行之前，驾驶员应该 {{c1::C}}	检查高度表、速度表及航向指示||在最近的公共交通咨询频率上发布意图||扫视整个区域，以避免撞机	3	在机动飞行前，通常会在训练空域作清场转弯，清场转弯可让你看清你的航空器盲点所在的区域。同时，可一直观察到在此训练空域中的其他航空器，在每个机动飞行前先作清场转弯，并仔细搜索整个空域，一旦发生冲突，可及时采取避让动作。
76	经验表明，清洁的风挡和（  ）可在明亮的阳光下更清楚地看到物体。 {{c1::B}}	不使用太阳镜||使用太阳镜||戴太阳帽	2	在视野范围内亮度过高，会引起视觉不适，或视觉功能下降，使用太阳镜有助于避开强光源。
77	夜航时，座舱灯光应如何调节 {{c1::A}}	将座舱灯光调节，并保持在适宜的亮度范围||用常规的白炽灯，如闪光灯，将会损害视觉的暗适应||使用红色照明灯，不会影响地图上的颜色	1	夜航飞行时，根据需要将仪表板内的照明灯调节并保持在适宜的亮度范围内，这有助于飞行员克服外景和仪表之间视线转移造成的暗适应现象。
78	夜间看远处的某个光源时，会感觉光源 {{c1::B}}	由远至近||由近至远||没有变化	2	在目标物不明确或无特征的空域中，由于外景没有特征，引不起眼睛的注意，使睫状肌处于持续的放松状态，此时晶状体因其本身的弹性向前凸出，使眼的聚焦点位于前方1~2米处的空间某点，飞行员的视觉便呈功能性近视状态，这一现象称为空虚视野近视。在这种状态下，飞行员往往会把同样大小的物体看成较小的物体，把同样距离的物体看成较远的物体。
79	飞行员在飞行时感到眩光，应该佩戴什么眼镜？ {{c1::A}}	防眩光眼镜||防紫外线眼镜||偏光眼镜	1	眩光是由于在视野范围内亮度过高，从而引起视觉不适，或视觉功能下降，或同时产生这两种效应的现象。对眩光的防护方法是及时配戴防眩光镜或避开强光源。
80	在高空飞行中，飞行员产生空虚视野近视的表现是 {{c1::B}}	往往会把同样大小的物体看成较大的物体||往往会把同样距离的物体看成较远的物体||往往会把同样距离的物体看成较近的物体	2	"在目标物不明确或无特征的空域中，不能引起眼睛的注意，使眼的聚焦点位于前方1-2米处的空间某点，此时飞行员的视觉呈现出功能性近视状态。飞行员往往会把同样大小的物体看成较小的物体，把同样距离的物体看成较远的物体。
预防措施：频繁地在机翼尖或机头的无限远之间来回扫视可以克服。"
81	下列属于预防空虚视野近视的措施是？ {{c1::A}}	频繁地在机翼尖或机头的无限远之间来回扫视可以克服||搜索和观察远处的光源，无论光源明暗与否都应该这样做||偏离机头中心 5-10°作缓慢扫视	1	"在目标物不明确或无特征的空域中，不能引起眼睛的注意，使眼的聚焦点位于前方1-2米处的空间某点，此时飞行员的视觉呈现出功能性近视状态。飞行员往往会把同样大小的物体看成较小的物体，把同样距离的物体看成较远的物体。
预防措施：频繁地在机翼尖或机头的无限远之间来回扫视可以克服。"
