Index	Question	Options	Answer	Answer Explanation
28	机载气象雷达上海洋用（）颜色表示？ {{c1::A}}	绿色或青色||黄色||红色或紫色	1	与气象目标一样，地貌图像的颜色在气象雷达中也是有象征性的：江河湖海对雷达电波的反射能力强，其图像用代表水面的绿色或青色表示。
29	关于机载气象雷达的地形识别，说法正确的是 {{c1::A}}	海洋的颜色用绿色或青色表示||陆地的颜色用红色或紫色表示||大型城市中的工矿企业用黄色表示	1	机载气象雷达是通过地面目标对雷达信号反射特性的差别来显示地形轮廓的。与气象目标一样，地貌图像的颜色是象征性的：江、河、湖、海对雷达电波的反射能力较差，其图像用代表水面的绿色或青色表示；一般陆地的反射能力稍强，以黄色模仿大地的颜色；大型城市中的工矿企业及大型桥梁含有大量的金属结构，其反射能力较强，以红色或紫色图像来表示，由于丘陵、山地对电波的反射程度明显高于周围的平原，江、河、湖、海对电波的反射情况与陆地不同，因而可以显示出清晰的轮廓图形，如海岸线、河湖的轮廓、大型工业城市的轮廓线等。
30	飞机在较高高度飞行时，气象雷达天线在零度，在前方遇到雷达回波并伴有闪电，应该怎样调节天线？ {{c1::A}}	调节天线下俯||调节天线上仰||调节天线保持零度	1	由于雷暴顶部通常为温度较低的干性粒子，雷达难以探测，因此在较高高度飞行时，天线下俯，以便更好的探测前方雷暴区和晴空降雹区；同理，雷暴底部有时降水较弱，在较低高度飞行时，天线上仰，以便更好的探测前方雷暴区。
31	气象上的风向是指 {{c1::B}}	风的去向||风的来向||气压梯度力的方向	2	气象上的风向是指风的来向，常用360°或16个方位来表示。
32	形成风的原动力是 {{c1::B}}	水平地转偏向力||水平气压梯度力||地球的旋转运动	2	形成风的原动力是水平气压梯度力，水平气压梯度力的方向与水平气压梯度方向一致，垂直于等压线，由高压指向低压。
33	在高原山区飞行，经常碰到的云是 {{c1::A}}	积状云||层状云||荚状云	1	高原山区形成的云有以下特点：（1）云形丰富，多积状云；（2）云高混乱，很少中云；（3）产生特殊的地形云。
34	机场上常用风向袋来估计风速，当风向袋吹平时，风速已达 {{c1::C}}	5-6米/秒||6-10米/秒||10-12米/秒	3	当风向袋吹平时，表明机场上风速为10-12米/秒。
35	机场上吹东风时，飞机起飞着陆的最好方向应是 {{c1::A}}	由西向东||由东向西||由北向南	1	飞机起飞和着陆应选择逆风，主要有两个原因：一是可缩短飞机起降的滑跑距离；二是可以获取更好的稳定性和安全性。机场上吹东风时，飞机起降最好方向是自西向东。
36	下面何种情况可以反映水平气压梯度力的大小? {{c1::B}}	空气的温度||等压线的疏密程度||等压线的弯曲程度	2	等压线的疏密程度反映了水平气压梯度力的大小，等压线越密的地方，水平气压梯度越大。
37	地转偏向力的方向，在北半球是 {{c1::A}}	垂直指向运动的右方||垂直指向运动的左方||在自由大气中与等压线的方向一致	1	地转偏向力的方向垂直于物体运动的方向，在北半球指向右，在南半球指向左。
38	空气在运动时，是什么力阻止了空气直接从高压区流向低压区? {{c1::B}}	水平气压梯度力||地转偏向力||地面摩擦力	2	空气在运动时，地转偏向力阻止空气直接从高压区流向低压区。
39	在500百帕等压面上的低压中，空气质点所受的水平力有 {{c1::A}}	水平气压梯度力、地转偏向力、惯性离心力||地转偏向力、摩擦力、惯性离心力||水平气压梯度力、地转偏向力、摩擦力	1	实际大气中，当某地水平方向上气压出现差异时，就会形成水平气压梯度力，促使空气从高压向低压方向运动，空气一旦开始运动，就会受到其他水平力的作用，在赤道以外会受到地转偏向力的作用。在摩擦层会受到摩擦力的作用，做曲线运动时还会受到惯性离心力的作用。500百帕等压面大约海拔高度5500米，远离地表摩擦层，摩擦层的高度为离地1500米，1500米以上几乎不受地表摩擦作用的影响。所以空气质点所受水平力有水平气压梯度力，地转偏向力，惯性离心力。
40	为什么摩擦层以上的大范围空气运动具有平行于等压线流动的趋势? {{c1::B}}	因为地转偏向力垂直作用在高低压中心的连线上||因为地转偏向力有与水平气压梯度力相平衡的趋势||因为空气与地表的摩擦力使得空气的运动方向垂直于水平气压梯度力的方向偏转	2	在自由大气中，地转偏向力和水平气压梯度力大小相等、方向相反，二力达到平衡，使得风向平行于等压线。
41	在北半球离地3000米上空飞行，如果航线上是逆风，则高压区的位置是 {{c1::A}}	在航线的左边||在航线的右边||在航线的右前方	1	在自由大气中，风沿着等压线吹，在北半球背风而立，高压在右，低压在左。航线上是逆风，则高压区在航线的左边。
42	在摩擦层，引起风斜穿等压线吹的原因是 {{c1::C}}	惯性离心力的作用||地转偏向力的作用||摩擦力的作用	3	在摩擦层，引起风斜穿等压线吹的主要原因是摩擦力的作用，风斜穿等压线的角度取决于摩擦力的大小。
43	在北半球离地面900米高度处的风与地面风的关系是 {{c1::C}}	900米高度的风与地面风的风向一致，但由于摩擦作用，地面风风速要小些||900米高度的风与等压线平行，而地面风偏向900米高度风的右边并常常要弱些||地面风由高压朝低压方向斜穿等压线，900米高度的风从地面的方向朝右偏转并倾向于与等压线平行，且风速要大些	3	一旦空气开始运动，就要受到地转偏向力的作用，在北半球。地转偏向力向使空气向右偏转，风斜穿等压线指向低压一侧吹。摩擦层是指从地面到 1500 米高度的气层，在摩擦层中，由于摩擦力随高度减小。在气压随高度变化不大的情况下，随高度增加，风速会逐渐增大，而风向将逐渐趋于与等压线平行。
44	下面关于风与气压场关系的叙述正确的是 {{c1::B}}	高压区的风大于低压区的风||等压线越密，风速越大||在摩擦层中，风垂直穿过等压线	2	"自由大气中的风压定理：风沿着等压线吹，在北半球背风而立，高压在右，
低压在左，等压线越密，风速越大。摩擦层中的风压定理：风斜穿等压线吹，在北半球背风而立，高压在右后方，低压在左前方，等压线越密，风速越大。"
45	在北半球由高压区飞向低压区，航线上一定会碰上 {{c1::B}}	顺风||左侧风||右侧风	2	受水平气压梯度力影响，风从高压区吹向低压区，在北半球，受地转偏向力的影响，风向向右偏，相对于飞机位置而言，航线上吹的是左侧风。
46	其速度和对飞行的影响都最大的垂直运动是 {{c1::B}}	系统性垂直运动||对流运动||大气波动	2	对流的垂直运动速度是空气各种垂直运动中最大的，一般为1~10m/s，有时可达几十米/秒。对流运动对飞行的影响最大，对流层集中了约75%的大气质量和90%以上水汽，云、雾、降水等天气基本都出现在这一层，飞机也主要在这一层中飞行。
47	在某一次飞行中发现，在离地1500米高度上是西南风，然而地面风是南风，这一风向不同的主要原因是 {{c1::A}}	风和地面之间的摩擦作用||地面有较强的地转偏向力||当地地形影响气压	1	在摩擦层中，摩擦力随高度升高而减小，因此会造成地面风和空中风的差异。
48	在北半球，一个飞行员作一次由东向西的长途飞行，在下面何种情况下，他将很有可能碰到因高压和低压系统形成的顺风？ {{c1::C}}	在高压系统或低压系统北侧||在高压系统北侧和低压系统南侧||在高压系统南侧和低压系统北侧	3	
49	在北半球垂直穿过高压脊线飞行时，航线上的风是 {{c1::C}}	先碰到右侧风，后碰到顺风||先碰到左侧风，后碰到右侧风||先碰到右侧风，后碰到左侧风	3	在北半球高压区，风是沿顺时针方向旋转的，所以当穿高压脊线飞行时，先碰到右侧风，穿过高压脊线后，遇到左侧风。
50	自由大气中风随高度变化的主要原因是 {{c1::A}}	大气温度水平分布不均匀||大气温度垂直分布不均匀||气压梯度力随高度升高而减小	1	自由大气中风随高度有明显的变化。由于自由大气中空气运动不再受摩擦力的影响，因此风的变化主要取决于气压场的变化。而自由大气中气压随高度的变化主要是由气温水平差异引起的。这样，由于水平方向上温度分布不均，在自由大气中的不同的高度上风就发生了变化。
51	北半球摩擦层中，在没有强烈天气系统影响的情况下，随高度升高，风向和风速将会 {{c1::B}}	形成西风，风速增大||风向向顺时针方向偏转，风速增大||风向向逆时针方向偏转，风速增大	2	在白天，近地层气温升高，地面增热不均，空气垂直混合作用增强，使上、下层风向、风速趋于一致，即近地面白天风速增大，风向向右偏转。在北半球摩擦层中，随高度的升高，风速增大，风向沿顺时针方向偏转。
52	通过哪种测量值可确定大气的稳定度？ {{c1::A}}	气温垂直递减率||大气压力||标准气温和地面气温之差	1	某地大气是否稳定，取决于该地作垂直运动的空气块的气温直减率与周围大气气温直减率的差异。
53	关于高压和低压的系统，下列哪种说法是正确的？ {{c1::C}}	一个高压区或高压脊是一个上升气流区||北半球的高压区有下降气流，南半球的高压区有上升气流||一个低压区或一个低压槽是一个上升气流区	3	受大气温度的影响，在低压区或低压槽会形成上升气流区，在高压区或高压脊形成下降气流区。
54	对流发展的条件是 {{c1::C}}	稳定的大气和上升的气流||暖湿气流和热力乱流||上升气流和不稳定的大气	3	对流是指由于空气块与周围大气有温度差异而产生的，强烈而比较有规则的升降运动。有上升气流和不稳定的大气是对流发展的重要条件。
55	风吹来时，那种局地风向不断改变，风速一阵大一阵小的现象称为 {{c1::A}}	风的阵性||风切变||风向不定	1	摩擦层中由于地表对空气运动的影响，常使气流中挟带着空气的乱流运动，这种乱流运动通常以不规则的涡旋形式存在。乱流涡旋随大范围基本气流一起运动，引起局地风向不断改变，风速时大时小，形成风的阵性。
56	地面风具有明显日变化的主要原因是 {{c1::C}}	气压的变化||摩擦力的变化||乱流强度的变化	3	由于摩擦层中上、下层风向风速不一致，当上、下层空气混合强烈时，其相互影响就大，上、下层风有趋于一致的趋势。当空气混合作用减弱时，上、下层风就显示出较大差异。由此造成了摩擦层中风具有明显日变化的特点。
57	在北半球，近地层风从早上到中午的日变化规律是 {{c1::A}}	风向向顺时针方向偏转，风速增大||风向向逆时针方向偏转，风速增大||风向向顺时针方向偏转，风速减小	1	在白天，近地层气温升高，地面增热不均，空气垂直混合作用增强，使上、下层风向、风速趋于一致，即近地面白天风速增大，风向向右偏转。在北半球，近地层从早上到中午的日变化规律是风向向顺时针方向偏转，风速增大。
58	形成海陆风的对流性环流的原因是 {{c1::B}}	从水面吹向陆地的空气较暖，密度小，导致空气上升||陆地吸收和散发热量比水面快||从水面吹向陆地的空气冷，密度大，使空气上升	2	白天，由于陆地增热比水面快，陆地气温高于海面，陆地上空气产生上升运动，海面上空气产生下沉运动。由于空气运动的连续性，低层空气将从海上吹向陆地，形成海风，而上层空气将从陆地流向海洋，形成一个完整的热力环流。晚上的情形与此相反，形成陆风。
59	关于山谷风，正确的说法是 {{c1::C}}	山谷风是由于海陆差异而形成的热力环流||沿着山谷吹的风称为山谷风||白天风由山谷吹向山坡	3	白天，山坡气温高于山谷上同高度气温，低层风从谷地吹向山坡，形成谷风。
60	在海陆交界地区，海风出现的规律是 {{c1::C}}	白天风由陆地吹向海洋||晚上风由海洋吹向陆地||白天风由海洋吹向陆地	3	白天，由于陆地增热比水面快，陆地气温高于海面，陆地上空气产生上升运动，海面上空气产生下沉运动。由于空气运动的连续性，低层空气将从海上吹向陆地，形成海风，而上层空气将从陆地流向海洋，形成一个完整的热力环流。晚上的情形与此相反，形成陆风。
61	关于对流性环流的发展，下述哪种情况是正确的？ {{c1::B}}	因冷空气下沉而促使暖空气上升||暖空气密度小，自动上升||对流性环流周围的冷空气以较大的速度下降，因而迫使较暖的空气上升	2	在对流性环流中，地面空气受热膨胀，空气密度减小，空气自动上升。
62	由于海陆风原理，白天在海岛地区形成的对流云，常常是 {{c1::B}}	出现在海岛四周的海面上||出现在海岛的中部地区上空||沿海岸线排列	2	白天，由于陆地增热比水面快，陆地气温高于海面，陆地上空气产生上升运动，海面上空气产生下沉运动。由于空气运动的连续性，低层空气将从海上吹向陆地，形成海风，而上层空气将从陆地流向海洋，形成一个完整的热力环流。晚上的情形与此相反，形成陆风。所以白天在海岛地区形成的对流云，常出现在海岛中部地区上空。
63	下列何组云是按云底高度由低到高排列的 {{c1::C}}	Cs，As，Ns||Ns，As，Sc||Cb，Ac，Cs	3	云按照云底高度可分为三族：（1）低云族。云底高度在2000m以下；（2）中云族。云底高度在2000~6000m之间；（3）高云族。云底高度在6000m以上。Cb（积雨云）属于低云，Ac（高积云）属于中云，Cs（卷层云）属于高云。
64	在中纬度范围内，中云的云底高度是从 {{c1::B}}	1000米到5000米||2000米到6000米||3000米到8000米	2	云按照云底高度可分为三族：（1）低云族。云底高度在2000m以下；（2）中云族。云底高度在2000~6000m之间；（3）高云族。云底高度在6000m以上。
65	高云主要由什么构成？ {{c1::C}}	臭氧||过冷水滴||冰晶	3	高云包括卷云、卷层云和卷积云，其云滴物态均为冰晶。
66	根据国际民航组织的规定，云满天时的云量为（）个八分量。 {{c1::B}}	12||8||10	2	“OVC”表示阴天（满天云），云量为8个八分量。
67	地面气温是25℃，露点是12℃，则积状云的云底高大约是 {{c1::B}}	1300米||1600米||2000米	2	低空对流云云高H=124*（25-12）=1612，所以云底高大约是1600米。
68	在对流的上升运动中，常形成 {{c1::A}}	积状云||层状云||波状云	1	在对流的上升运动中形成的云称为积状云。
69	积雨云和雨层云的简写符号分别是 {{c1::A}}	Cb，Ns||Ci，Ns||Ci，As	1	Cb是积雨云的简写，Ns是雨层云的简写。
70	在飞行中发现前方的云有如下特征：云体高大，像大山或高塔；底部较平，呈暗灰色；顶部突起而明亮，呈圆弧形重叠，像花菜或鸡冠花顶，这种云是 {{c1::A}}	浓积云||积雨云||高积云	1	浓积云云块底部平坦而灰暗，顶部凸起而明亮，圆弧形轮廓一个个互相重叠，像花菜或鸡冠花顶。云体高大，像大山或高塔。厚度通常在1000~2000m之间，厚的可达6000m。
71	在飞行中发现前方的云有如下特征：孤立分散的小云块，底部平坦，顶部呈圆弧形凸起，像小山丘，这种云是 {{c1::B}}	高积云||淡积云||浓积云	2	淡积云呈孤立分散的小云块，底部较平，顶部呈圆弧形凸起，像小土包，云体的垂直厚度小于水平宽度。
72	在飞行中发现前方的云有如下特征：云体浓厚庞大，垂直发展极盛，像高大山峰，云顶呈白色纤维结构，并扩展成铁砧状，这种云是 {{c1::B}}	高层云||积雨云||浓积云	2	积雨云的云体十分高大，像大山或高峰。云顶有白色的纤维结构，有时扩展成马鬃状或铁砧状，通常高于6000m，最高可达20000m。
73	在飞行中发现前方的云有如下特征：云体庞大，垂直发展极盛，像高大山峰；云底阴暗混乱，起伏明显，呈滚轴状，这种云是 {{c1::C}}	雨层云||层积云||积雨云	3	积雨云的云体十分高大，像大山或高峰。云顶有白色的纤维结构，有时扩展成马鬃状或铁砧状，通常高于6000m，最高可达20000m。
74	在飞行中发现前方的云有如下特征：云体浓厚庞大，垂直发展极盛，像高大山峰；云底阴暗混乱，有一个伸向地面的漏斗状云柱。这种云是 {{c1::C}}	雨层云||浓积云||龙卷云	3	积雨云云体十分高大，云底阴暗混乱，有时呈悬球状、滚轴状或弧状，有时偶尔出现伸向地面的漏斗状的云柱。龙卷云具有积雨云的一般特征。
75	在飞行中发现远处的云由云条和云块组成，云条和云块底部较平，在有的云块上有云塔突起，参差不齐，这种云是 {{c1::A}}	堡状云||浓积云||淡积云	1	堡状云的云层看起来就像远方的城堡，底部水平，顶部有些突起的小云塔。
76	飞机在雨层云上飞行，飞行员发现在浓密的云层上有向上突起的云塔，其顶部伸展到8000米以上的高空，被强劲的空中风吹得像马鬃似地倒向一边，他可以断定，在层状云中一定有 {{c1::A}}	积雨云||堡状云||高积云	1	积雨云的云体十分高大，像大山或高峰。云顶有白色的纤维结构，有时扩展成马鬃状或铁砧状，通常高于6000m，最高可达20000m。
77	飞机在快要起飞时，驾驶员发现云很低，云层很厚，呈水平幕状，云底灰暗，并有连续小雨。这种云应是 {{c1::B}}	高积云或高层云||层云或雨层云||层积云或碎积云	2	层云云底呈均匀幕状，迷糊不清，像雾，但不与地面相接，云底高度很低；雨层云属幕状降水云层，云底因降水而模糊不清，云层很厚，云底灰暗，出现时常布满全天，能降连续性雨雪。
78	在飞机上看到云顶明亮，说明云层 {{c1::B}}	较薄||较厚||下面有积雪	2	薄云反射阳光少，云顶常呈灰白色，厚云反射阳光强，云顶呈耀眼的白色。
79	在飞行时无意中进入了积雨云，会出现下列何种现象？ {{c1::B}}	连绵的小雨，能见度较差，轻到中度颠簸，冬季积冰严重||能见度极差，飞机颠簸严重，积冰强烈，有雷电袭击和干扰||阵性降水，轻到中度积冰，云层中飞行平稳	2	积雨云对飞行的影响最为严重。云中能见度极为恶劣，飞机积冰强烈；在云中或云区都会遇到强烈的颠簸、雷电的袭击和干扰；暴雨、冰雹、狂风都有可能危及飞行安全。
80	在飞行时无意中进入了浓积云，会出现下列何种情况？ {{c1::C}}	能见度极差，飞机颠簸严重，有冰雹和雷电||连绵的小雨，能见度极差，轻到中度颠簸||中度到强烈积冰，中度到强烈颠簸，能见度恶劣	3	浓积云对飞行的影响比淡积云大得多，在云下或云中飞行常有中度到强烈颠簸，云中飞行还常有积冰。此外，由于云内水滴浓密，能见度十分恶劣，通常不超过20m。
81	飞机在层积云中飞行，会出现下列何种情况？ {{c1::A}}	云中飞行一般平稳，有时有轻颠，轻度到中度积冰||光线忽明忽暗，能见度较差，云中飞行平稳，无积冰||轻度到中度积冰，中度到强烈颠簸，能见度恶劣	1	层积云云中飞行一般平稳，有时有轻颠，可产生轻度到中度积冰。
82	飞机在雨层云中飞行，会出现下列何种现象？ {{c1::C}}	能见度极差，飞机颠簸严重，有冰雹和雷电||能见度较差，连绵的小雨，轻到中度颠簸||云中飞行平稳，但能见度恶劣，长时间在云中飞行可产生中度到强烈结冰	3	雨层云云中飞行平稳，但能见度恶劣，长时间在云中飞行可产生中度到强度的积冰。暖季云中可能隐藏着积雨云，会给飞行安全带来严重危险。
83	下面什么云中的乱流最强？ {{c1::A}}	积雨云||浓积云||堡状高积云	1	"积雨云：云体十分高大，象大山或高峰；云顶有白色的纤维结构，有时扩展成马鬃状或铁砧状；云底阴暗混乱，有时呈悬球状、滚轴状或弧状；常伴有雷电、狂风、暴雨等恶劣天气。云中能见度极为恶劣、飞机积冰强烈、在云中或云外都会遇到强烈的颠簸。
浓积云：云块底部平坦而灰暗，顶部凸起而明亮；云体高大，象大山或高塔；厚度通常在1000～2000米之间，厚的可达6000米。在云下、云中和云体附近飞行常有中度到强烈颠簸；云中飞行有强积冰；由于云内水滴浓密，能见度十分恶劣，通常不超过20米。
堡状高积云：当波状云在逆温层下形成后，如果逆温层厚度不大，其下又有对流和乱流发展，较强的上升气流就可能穿过逆温层的某些薄弱部分，形成具有积云特征的云顶，整个云层看起来像远方的城堡，出现于中空的堡状云称为堡状高积云。如果出现堡状云时，如对流进一步加强，就可能形成对流天气。"
84	如果早上天空中出现了絮状高积云，那么通常 {{c1::A}}	下午有雷雨||下午是晴天||下午是阴天	1	絮状云属于波状云，常表现为絮状高积云。如果暖季早晨出现了絮状云，表示中空气层不稳定，到中午或下午，中低空不稳定层结合起来，就有可能形成雷阵雨天气。
85	是形成层状云还是形成积状云，主要依赖于 {{c1::B}}	不同的抬升作用||上升气流的稳定性||上升气流中含水汽的百分比	2	形成层状云还是积状云的关键在于上升气流的稳定性。在对流的上升运动中形成的云称为积状云，在系统性垂直运动中形成的云称为层状云。
86	潮湿而不稳定的空气被迫沿山坡上升，所形成的云将是 {{c1::B}}	卷状云，厚度不大，无乱流||积状云，垂直发展旺盛，有大雨||层状云，有轻度乱流或无乱流	2	潮湿、低温、不稳定的气团可形成积状云和阵性降水。
87	如果天空出现堡状云，则说明 {{c1::C}}	对流很强||气层很稳定||空中有逆温层，其下有对流发展	3	当波状云在逆温层下形成后，如果逆温层厚度不大，其下又有对流和乱流发展，较强的上升气流就可能穿过逆温层的某些薄弱部分，形成具有积云特征的云顶。一般将堡状云归入波状云一类。
88	下面何种云对起落飞行的影响最大？ {{c1::C}}	淡积云||层积云||雨层云	3	淡积云对飞行的影响较小。层积云中飞行一般平稳，有时有轻颠，有时可产生轻度到中度积冰。雨层云云中飞行平稳，但能见度恶劣，长时间云中飞行可产生中度到强度积冰。暖季云中可隐藏着积雨云，会给飞行安全带来严重危险。
89	下列何组云产生的降水分别是阵性降水和间歇性降水？ {{c1::A}}	TCu、Sc||Cb、Ns||Ci、Ns	1	波状云中的降水属于间歇性降水；层状云中的降水属于连续性降水；积状云中的降水属于阵性降水。浓积云（Tcu）属于积状云，层积云（Sc）属于波状云。
90	波状云中的降水是 {{c1::B}}	连续性降水||间歇性降水||阵性降水	2	波状云中的降水属于间歇性降水；层状云中的降水属于连续性降水；积状云中的降水属于阵性降水。
