Index	Question	Options	Answer	Answer Explanation
15	"下列哪些方法有助于保持良好的情景意识？
①熟悉飞机系统
②交流技能和驾驶舱领导艺术
③做好应激管理
④严格执行检查单 {{c1::C}}"	①②③||②③④||①②③④	3	严格执行检查单、标准操作程序，设计好飞行计划和进程监视，保护关键资源，做好应激管理、避免自我引起的损害，进行工作负荷评估和时间管理、按轻重缓急处理问题，熟悉飞机系统，有合理的分配注意力的计划，交流技能和驾驶舱领导艺术等都有利于保持良好的情景意识。
16	克服炫耀态度应有的逆向思维方式是 {{c1::B}}	“我不是无助的，通过努力我能够改变现状”||“无谓的冒险是愚蠢的”||“别人的建议也许是合理的，条例通常都是正确的”	2	炫耀态度的主要表现是总是显示自己如何能干、如何优秀，克服炫耀态度的逆向思维方式是无谓的冒险是愚蠢的。
17	当内外压力施加于人体时，产生的应激反应可分为哪三个阶段？ {{c1::C}}	抵抗阶段、警觉阶段、衰竭阶段||衰竭阶段、抵抗阶段、警觉阶段||警觉阶段、抵抗阶段、衰竭阶段	3	当内、外压力施加于人体时，人体所产生的应激反应可分为三个阶段：警觉反应阶段、抵抗阶段、衰竭阶段。
18	"导致飞行疲劳的常见原因有
①睡眠不足；②跨时区长途飞行；③座舱噪声；④恶劣气象 {{c1::C}}"	①②③||①②④||①②③④	3	"疲劳是身体对长期体力上和心理上承受应激的反应，它是一个逐步积累的过程。航空活动中，昼夜生物节律扰乱、睡眠缺失以及工作负荷过大容易引起和加重飞行员的疲劳。常见的原因有： 
（1）睡眠不足或休息不好； 
（2）跨时区长途飞行和夜间飞行引起的时差效应和昼夜节律扰乱； 
（3）过度的生理性应激，如座舱噪声、温度、湿度、吸烟、饮酒、缺氧等； 
（4）心理性应激，如恶劣气象、飞机故障、人际关系不良、生活重大事件等引起的紧张、焦虑等。"
19	"下列哪些属于应对疲劳的方法？
①选择合理的休息方式
②合理安排休息时间
③尽量减少长途跨时区的飞行活动 {{c1::A}}"	①②||②③||①②③	1	疲劳的应对方法：（1）规定适当的工作负荷； （2）合理安排休息时间； （3）选择合理的休息方式； （4）采用心理放松方法； （5）掌握并使用促进睡眠和克服时差效应的方法等。
20	人体生物节律扰乱的原因是 {{c1::B}}	身体状况不好||时差效应||睡眠缺失	2	时差效应可以引起一系列生理、心理与行为能力的节律失调。
21	在SHELL模型中，差错可能发生在哪一个界面中？ {{c1::C}}	人与人界面||人与软件界面||各个界面都有可能	3	SHELL 模型的五个模块都是凸凹不平的，这就意味这各个模块本身都不可能是完美的，也意味着各个界面并不可能是百分之百匹配和互相吻合。对于飞行员而言，生理因素和心理因素都会影响到飞行员与其他界面的匹配程度。差错可能发生在各个界面上，如果不能及时发现并加以纠正，可能会导致不安全事件甚至事故。
22	关于机组资源管理中机组协作的说法不正确的是 {{c1::B}}	不同性别，不同年龄的机组成员会影响机组协作||机组协作要求机长精通业务，决策果断，不能轻易受他人意见干扰||机组协作要求副驾驶熟悉业务、准备充分、清楚自己的责任，支持领导者的工作，同时做一个好的监督者	2	"影响机组协作的因素包括：机组中不同的身份和地位、教学飞行或航班检查、不同的经验和年龄、不同性别组成的机组、多文化背景的驾驶舱、不同的母语、压力和人与人之间的冲突。机组协作要求机长精通业务、悉心聆听他人的意见、对各方面的意见表现出足够的尊重、分担机组的工作负荷、树立良好的榜样、营造良好的工作气氛。
机组协作要求副驾驶熟悉业务、准备充分、清楚自己的责任、执行标准的操作程序、遵守各项规章制度、支持领导者的工作，同时要具有自信，敢于对自己怀疑的事情提出质询。选择正确的时机表达清楚有效地表达自己的意见，做一个好的监督者。"
23	人体内大量一氧化碳积聚会导致 {{c1::A}}	肌力损失||舒适感增强||紧张过度	1	一氧化碳中毒引起血红蛋白与氧的亲合力下降导致贫血性缺氧症。轻则头痛、无力、眩晕、劳动时呼吸困难，损害大脑的功能和视觉，重则导致死亡。
24	随着（  ），一氧化碳中毒的易感性增加。 {{c1::A}}	高度增加||大气压力增加||高度降低	1	随着高度的增加，空气密度稀薄，单位体积内的氧气密度减少，一氧化碳中毒的易感性增加。
25	以下哪一种陈述是正确的? {{c1::A}}	随着飞行高度的增加，单位体积内的氧气密度减小||随着飞行高度的增加，单位体积内的氧气密度没有变化||随着飞行高度的增加，单位体积内的氧气密度增高	1	高度越高，空气越稀薄，单位体积内氧气密度减小。
26	在生理学上，两次呼吸的含义是 {{c1::A}}	发生在肺部的气体交换以及发生在血液与组织之间的气体交换||指飞行员在情绪紧张时应连续做两次深呼吸||指氧气的吸入和二氧化碳呼出两个过程	1	两次呼吸，即外呼吸与内呼吸。外呼吸发生在肺部，内呼吸发生在人体组织。在生理学上，两次呼吸是指发生在肺部的气体交换以及发生在血液与组织之间的气体交换。
27	两次呼吸包括 {{c1::A}}	内呼吸和外呼吸||胸呼吸和腹呼吸||肺呼吸和腹呼吸	1	在生理学上，两次呼吸的含义是发生在肺部的气体交换以及发生在血液与组织之间的气体交换。外呼吸发生在肺部，内呼吸发生在人体组织。
28	在起飞和着陆过程中，以跑道为中心，从地面至2000英尺的高度空间称为 {{c1::C}}	复飞高度||危险地带||安全窗口	3	道格拉斯曾把起飞、着陆过程中，以跑道为中心，从地面至2000英尺的高度空间称为“安全窗口”。
29	前庭器官的主要局限是 {{c1::B}}	既不能感知超声波，也不能感知超短波||既不能感知匀速运动，也不能感知组成合力的各个分力||既不能感知加速运动，也不能感知各分力组成的合力	2	人耳前庭器官的两个主要局限是：既不能感知匀速运动，也不能感知组成合力的各个分力。
30	人类感受角加速度的感受器是 {{c1::A}}	内耳中的三个半规管||内耳中的耳石器装置||内耳中的耳蜗	1	前庭内三个半规管专门感知角加速度。
31	飞机突然加速可能使飞行员产生 {{c1::B}}	飞机向左转弯的感觉||机头处于上仰姿态的感觉||机头处于下俯姿态的感觉	2	当加大发动机功率或减少阻力使飞机加速时，由于向前速度的增加，惯性力与重力组成的合力是向后的，此时飞行员就会感觉自己和飞机是处于上仰状态。
32	以下哪一种情境容易引起飞行员产生飞机比实际位置偏高的错觉？ {{c1::B}}	常规跑道||向上带斜坡的地形||向下带斜坡的地形	2	当机场跑道或机场附近地形向上带坡度时，可使飞行员产生进场偏高的错觉。
33	似动错觉主要包括 {{c1::A}}	PHI现象、诱导运动以及自主运动||PHI现象、幻象运动以及诱导运动||PHI现象、自主运动以及幻象运动	1	似动错觉是指实际上不动的静止之物，很快地相继刺激视网膜上邻近部位所产生的物体在运动的错误知觉。最常见的似动错觉主要有三种：β运动，亦称PHI现象、诱导运动和自主运动。
34	飞机已带着坡度飞行，而飞行员却错误地认为是在平飞，这种现象可称之为 {{c1::C}}	方向错觉||俯仰错觉||倾斜错觉	3	“矫正”性倾斜错觉是指飞行员将平直飞行的飞机知觉为带着坡度飞行，或飞机带坡度飞行而飞行员却知觉为直线平飞的现象。飞行员突然改变坡度或快速修正坡度时，容易发生倾斜错觉。
35	黑夜在只有跑道边灯、无城镇灯光和街灯、也没有周围自然地形参照的情况下飞行，飞行员容易产生 {{c1::B}}	白洞效应，使飞行员产生进场偏低的错觉||黑洞效应，使飞行员产生进场偏高的错觉||速度错觉，产生速度过快的错觉	2	“黑洞”效应是指黑夜在仅有跑道边灯，无城镇灯光和街灯，也没有周围自然地形参照的情况下，引起进场高度偏高的错觉现象。
36	跑道周围被白雪覆盖，在进近过程中无参照物可循，易导致 {{c1::A}}	难以发现跑道和主观感觉进场偏高||难以发现跑道和主观感觉进场偏低||产生进场速度过快的错觉	1	跑道周围被白雪覆盖，使飞行员在进近过程中无参照物可循，易产生白洞效应，导致飞行员难以发现跑道或主观感觉进场偏高的错觉现象。
37	倾斜错觉易发生的情景是 {{c1::C}}	飞机滚转角速度高于前庭器官的知觉阈限时||飞行员心理失常时||飞机滚转角速度低于前庭器官的知觉阈限时	3	倾斜错觉的表现形式有：①飞机滚转角速度低于前庭器官的知觉阈限时；②若飞机做协调转弯，这时的合力矢量与飞行员的头-脚轴一致，飞行员接受不到来自耳石器和其他感受器反映他处于倾斜状态的信息；③倾斜错觉也可以在由阈上感觉刺激使飞机进入滚转状态，而后又以阈下感觉刺激恢复到平飞状态时产生。
38	在视觉受到限制或其作用减弱的条件下，当飞机以缓慢的速度由平飞进入转弯时，飞行员有时会感到 {{c1::B}}	飞机不是在转弯，而是在下降||飞机不是在转弯，而是在上升||飞机不是在平飞，而是带着坡度在飞行	2	曲线运动时，在视觉受到限制或其作用减弱的条件下，飞机以缓慢的速度由平飞进入转弯。此时，飞行员感到飞机不是在转弯，而是在上升。当飞机从转弯改为平飞时，飞行员又感到飞机在下滑。
39	直线加减速飞行时飞行员易产生 {{c1::A}}	躯体重力错觉||躯体旋动错觉||科里奥利错觉	1	直线加、减速飞行时，由于惯性力和重力的合力作用于飞行员的前庭本体感受器，同时把飞行员紧压在座椅上，飞行员便易将合力的作用方向误认为重力作用方向，因而产生躯体重力错觉。
40	躯体旋动错觉和眼旋动错觉发生的情景是 {{c1::B}}	飞机作直线加、减速运动，而飞行员忽视仪表时||飞机作旋转运动而飞行员又忽视仪表时||飞机在作直线加、减速运动，而飞行员乱动头时	2	躯体旋动错觉和眼旋动错觉都发生于飞机做旋转运动，如盘旋、转弯、横滚、螺旋等运动环境下。
41	当飞机在作盘旋、改变坡度、横滚的同时，飞行员又作低头、仰头、左右倾动头或弯腰动作时，易于发生 {{c1::C}}	躯体重力错觉||眼重力错觉||科里奥利错觉	3	在实际飞行中，当飞机在做盘旋、改变坡度、横滚的同时飞行员又做低头、仰头、左右倾动头或弯腰等动作时，最易发生科里奥利错觉。
42	训练由小飞机向大飞机改装的飞行员时，这些学员容易出现的视觉问题易导致 {{c1::A}}	滑行速度过快||滑行速度过慢||滑行方向控制不好	1	滑行时飞行员眼睛的离地高度也可使飞行员误判滑行速度。训练由小飞机向大飞机改装的飞行教员常常报告说，这些改装机型的学员都有滑行速度过快的现象。其原因在于大飞机座舱比小飞机座舱要高一些，这些飞行员由于坐得较高，因而选择的视觉参照物便要离飞机远一些，这便给他滑行速度相对较慢的错觉，导致实际滑行速度过快。
43	在觉察视听信息中的微小变化时，人的能力比机器 {{c1::B}}	没有区别||强||弱	2	人类在对视听信息的解释能力上，尤其是在辨别细微变化或者识别噪声背景下的信息时，比机器具有优势。而机器在处理超出人类感知范围的声波和光波的能力上则比人类优越。
44	在对异常和意外情况的感觉能力上，人比机器 {{c1::B}}	没有区别||强||弱	2	在对异常和意外情况的感觉上，人类比机器优越。虽然计算机比人类更能准确和有效地控制飞机，但这是指一切正常、没有意外情况发生的前提下。因此，可以说，人类比计算机能够更容易地察觉意外的情况，也能够对这些情况进行合理的处理。
45	机器在记忆原理和策略的能力上比人 {{c1::A}}	弱||强||没有区别	1	人类在记忆原理和原则上比机器优越，记忆细节的能力和识记的速度以及准确性却不如机器。
46	人在长时间储存细节信息的能力上比机器 {{c1::B}}	强||弱||一样好	2	人的长时间储存细节信息的能力比机器弱，但是在长时间储存概括化信息（如原理和策略）的能力比机器强。
47	在负荷过载时，对任务的轻重缓急进行权衡和优化排序的能力上，机器比人 {{c1::A}}	弱||一样好||好	1	人在负荷过载时权衡任务的轻重缓急，并进行优化排序的能力比机器强。
48	人在快速而准确地提取信息的能力上比机器 {{c1::C}}	强||一样好||弱	3	人在快速而准确地提取信息的能力上比机器弱。
49	机器在设计策略以便解决新的问题时比人 {{c1::B}}	没有区别||弱||好	2	人在设计策略以解决新问题的能力比机器强。当有不确定性的情境出现时，飞行员应该起决策者的作用。
50	飞行员发生行为倒转的两种主要情境是 {{c1::A}}	处于过度应激状态时，注意涣散时||新机型不熟悉时，老机型飞的时间太长||责任心不强时，相应知识缺乏时	1	
51	以下哪些线索是人类形成空间知觉的双眼线索 {{c1::C}}	运动视差、辐合作用||结构级差、双眼视差||辐合作用、双眼视差	3	双眼线索主要指双眼的辐合作用和双眼视差所提供的距离信息。
52	某飞行员实施仪表飞行飞入光线很暗的区域，隔一段时间，他就能 {{c1::B}}	看清物体特征||看清物体轮廓||看清物体颜色	2	从光线亮的地方到光线暗的地方， 眼睛需要一段时间才能完全适应光线暗的环境，这种现象叫暗适应，当飞入到很暗的区域时，隔一段时间，才能逐渐看清物体轮廓。
53	飞行训练时，教员应适当插入幽默以便 {{c1::C}}	激发学员的自信心||了解学员所处的心态||集中学员的注意力和保持对飞机的操纵	3	
54	按事故发生的频率为序，可将商用飞行员的失误排列为 {{c1::C}}	不能保持适宜的空速，判断失误，失去对方向的控制||判断失误，失去对方向的控制，不能保持适宜的空速||失去对方向的控制，判断失误，不能保持适宜的空速	3	"通用机飞行员的失误排序如下：
①失去对方向的控制；②判断失误；③不能保持适宜的空速；④飞行前的计划和决策质量不高；⑤未能保持超障余度；⑥人为原因的失速；⑦对侧风的处置不当；⑧质量低劣的飞行计划和决策。"
55	人的因素造成的飞行事故至今仍然居高不下，其中最主要的原因是 {{c1::A}}	他们对人的科学知识了解少，缺乏经验的训练||他们故意违反条例，态度有问题||他们的飞行技术不好，需要加强技术训练	1	人的因素造成的飞行事故率至今仍然居高不下，其中最主要的原因是他们对人的科学知识了解甚少，缺乏这方面的训练。
56	认知性判断的主要特点是 {{c1::B}}	以知觉为基础，不需要复杂的思维，信息加工水平不高，具有明白性||以逻辑思维为基础，需要思考，有两种以上可选方案，决策易受其他因素干扰||以直觉为基础，不需要三段式的逻辑思维，判断速度较快	2	认知性判断是基于思维，尤其是逻辑思维基础上的判断。与知觉性判断相比，其主要特点是：①获得的信息更不可靠；②飞行员需要更多的时间去思考；③通常具有两种以上的可能性或可选方案；④每一种方案的风险系数很难确定；⑤最后的决策更容易受非飞行因素的影响。
57	影响驾驶舱交互监视的因素包括 {{c1::C}}	驾驶舱职权梯度，机组成员技术差异，环境条件以及机载设备||责任心、义务感，基本驾驶术，机械常识以及机载设备||驾驶舱氛围，驾驶舱职权梯度，机组CRM能力以及机组的环境意识	3	
58	“事故倾向者”是指 {{c1::A}}	在同等紧急情况下，有更高的事故发生率的人||那些故意违反条例，经常出现错误的人||那些经常运气不佳，经常遇到麻烦的人	1	事故倾向者是指在同等紧急的情况下，有的人比另一些人具有更高的事故发生率。
59	以下关于飞行环境的概括哪一项最合适？ {{c1::A}}	座舱环境、空管环境、自然环境以及人际环境||环境卫生、气象条件、地形地貌以及座舱环境||心理环境、生理环境、卫生环境以及地形地貌	1	
60	在一条比正常跑道窄的跑道上着陆时，由于目视错觉，飞机将显得 {{c1::A}}	高于实际高度，结果导致低于正常高度的进近和拉平低||低于实际高度，结果导致高于正常高度的进近||高于实际高度，结果导致高于正常高度的进近	1	这是由跑道宽度引起的高度错觉，比常规跑道宽的跑道在五边上的同一点看起来比真实高度低一些，比常规跑道窄的跑道看起来比真实高度高一些。前者有可能使飞行员进场偏高，使飞机接地过晚，后者可能使飞行员进场偏低，拉平低，使飞机接地过早。
61	人体承载能力的影响 {{c1::C}}	人体受载不受飞机过载的影响||人体承载能力与姿态无关||人体俯卧比坐立承载能力强	3	人体承受过载的能力是有限的，并且受体姿的影响。人体俯卧比坐姿或站姿承受过载的能力强。
62	夜间飞行时，如果你观察到前方同一高度有一持续红色灯光和一闪烁红色灯光，那么另一架飞机的大概航行方向是 {{c1::B}}	另一架飞机正在飞离你的方向||另一架飞机正在向左穿越||另一架飞机正在向右穿越	2	闪烁红色灯光是飞机上开启的防撞灯。前方同一高度的持续红色灯光为飞机左翼尖处设置的航行灯，表明飞机正在向左航行。
63	夜间飞行时，如果你观察到前方同一高度有一持续白色灯光和一闪烁红色灯光，那么另一架飞机的大概航行方向是 {{c1::A}}	另一架飞机正在飞离你的方向||另一架飞机正在向左穿越||另一架飞机正从正面接近	1	闪烁灯光是飞机上开启的防撞灯。前方同一高度有一持续白色灯光为飞机机尾处设置的航行灯，说明前方航空器正在飞离你的方向。
64	夜间飞行时，如果你观察到前方同一高度有持续红色灯光和绿色灯光，那么另一架飞机的大概航行方向是 {{c1::C}}	另一架飞机正在飞离你的方向||另一架飞机正在向左穿越||另一架飞机正从正面接近	3	观察到前方同一高度有持续红灯和绿灯，而没有看到白色灯光，说明前方飞机正在迎面飞来，有对撞的危险，需要设法避开。
65	在白天为了避免与其他飞行器相撞，最有效的观测其他飞机的办法是 {{c1::A}}	在每10°扇区内进行连续短暂的，定距的目视搜寻||使用周边视觉，即小扇区扫视及偏离视觉||等间隔观察3，6，12点钟方向三个位置	1	昼间扫视是为了利用中央凹视锥细胞的视物功能，无论横侧扫视还是上下扫视，扫视的弧度大约10°至15°，每个扇区约停留两秒钟，连续扫视。
66	在夜间为了避免与其他飞行器相撞，最有效的观测其他飞机的办法是 {{c1::B}}	在每10°扇区内进行连续短暂的，定距的目视搜寻||使用周边视觉，即小扇区扫视及偏离视觉||等间隔观察3，6，9点钟方向三个位置	2	感光细胞可分为视杆细胞和视锥细胞两种。视杆细胞密集排列在中央凹周缘，它对弱光敏感。夜间视物主要依赖视杆细胞。夜间扫视时则应较慢、且范围较小，同时因眼睛有夜间盲点，所以要偏离物体中心 5-10°作缓慢扫视。
67	为保证安全飞行，在飞行过程中，至少需要（  ）的时间进行搜索。 {{c1::B}}	50%||70%||90%	2	发现并避开其他航空器的能力是保证安全飞行的一个重要因素。在飞行过程中，至少需要花70%的时间进行搜索。
68	最有效的搜索是使用一系列（  ）的眼睛运动，这样有助于将天空连续的区域反映到中央视觉区域。 {{c1::A}}	短暂、固定时间间隔||连续||跳跃式	1	当飞行员从看仪表板转换到看机外远处物体时，眼睛需要经过一段时间重心聚焦。眼睛的另一个特征是只有晶状体后部的一小块区域才能够将清晰的、准确聚焦的图像反映到大脑中。由于眼睛需要时间在如此窄的视觉区域上聚焦，因此，最有效的搜索是使用一系列短暂、固定时间间隔的眼睛运动，这样有助于将天空连续的区域反映到中央视觉区域。
69	有关当局建议在搜索时，眼睛的每次运动间隔不超过（  ），而且在每一段停留的时间不少于（  ）秒。 {{c1::C}}	30°，3||20°，2||10°，1	3	美国联邦航空局（FAA）建议搜索时，眼睛的每次运动间隔不超过10°，而且在每一段停留的时间不少于1s。
70	空虚视野近视（empty field myopia）现象常常会发生于当我们观察无任何特征，即没有物体、没有对比色彩的天空时，眼睛趋向于注视前方（  ）远的地方。当此现象发生时，航空器可能要增大（接近）两、三倍时才能够被发现。 {{c1::A}}	10-30ft||50-80ft||100-120ft	1	当我们观察无任何特征，即没有物体、没有对比色彩的天空时，眼睛趋向于注视前方10~30ft远的地方。在这种视距情况下，在风挡片远处一些看起来可能是飞机和航空器的东西可能被忽视。当此现象发生时，航空器可能要增大（接近）二三倍时才能够被发现。
71	经验表明，清洁的风挡和（  ）可在明亮的阳光下更清楚地看到物体。 {{c1::B}}	不使用太阳镜||使用太阳镜||戴太阳帽	2	在视野范围内亮度过高，会引起视觉不适，或视觉功能下降，使用太阳镜有助于避开强光源。
72	使用天地线作为参考判定你是否与另一航空器在同一高度时，如果该航空器位于天地线，则表明 {{c1::C}}	该航空器可能高于你的高度||该航空器可能低于你的高度||该航空器可能与你在同一高度	3	可利用天地线作为参考，判定你是否与另一航空器在同一高度。如果该航空器高于天地线，则表明该航空器可能高于你的高度。如果该航空器低于天地线，则表明该航空器可能低于你的高度。如果该航空器位于天地线上，则表明该航空器可能与你在同一高度，你必须迅速判定它是否对你构成威胁。如果存在冲突，就应立即采取适当的避让行动。
73	飞机同汽车一样都存在盲点问题，下单翼飞机不容易看到其（  ）的飞机。 {{c1::B}}	上方||下方||侧方	2	下单翼飞机不容易看到其下方的飞机，上单翼飞行不容易看到其上方的飞机。
74	视觉生理盲点是指 {{c1::A}}	视神经出入视网膜的区域||眼疾所造成的不能视物||由于疾病所引起的注意力分散	1	在解剖学上，人们将视神经出入视网膜的那一点称之为视觉生理盲点。视神经出入视网膜的地方，没有感光细胞。
75	下列能够引起倾斜错觉的是 {{c1::B}}	飞行员身体姿势不正确||带坡度飞行迅速改平||飞行员根据仪表指示修正飞机时	2	“矫正”性倾斜错觉是指飞行员将平直飞行的飞机知觉为带着坡度飞行，或飞机带坡度飞行而飞行员却知觉为直线平飞的现象。飞行员突然改变坡度或快速修正坡度时，容易发生倾斜错觉。
76	飞行前服用药物对空间定向能力的影响是 {{c1::B}}	能够提高飞行员的空间定向能力||增加空间定向障碍的易患性||没有影响	2	"为了预防飞行中出现错觉并防止由此可能造成的潜在危险，飞行员应该： 
熟知各类错觉的成因并时刻保持警觉。 
熟练地掌握参考仪表飞行的技能。 
保证合理的饮食和充足的休息，防止疾病、药物、酒精、疲劳、以及轻度缺氧等情况加重空间定向障碍。"
77	若空中云体呈一斜坡状，飞机向云顶方向平飞时，飞行员感觉飞机在 {{c1::A}}	下俯||上仰||带坡度飞行	1	若空中云体呈一斜坡状，飞机向云顶方向平飞时，飞行员感觉飞机带有俯角在飞行，飞机在下降。反之，当向云顶下坡方向平飞时，则会感觉飞机带着仰角在上升。其主要原因在于飞行员将黑云当作地面，将远离黑云当作远离地面。
78	驾驶员将座椅调的过低会导致？ {{c1::B}}	滑行过快||滑行过慢||没有变化	2	滑行时飞行员眼睛的离地高度也可使飞行员误判滑行速度。飞行员坐得较高，因而选择的视觉参照物便要离飞机远一些，这便给他滑行速度相对较慢的错觉，导致实际滑行速度过快。相反，座位过低，导致实际滑行速度过慢。
79	飞行员在飞行时感到眩光，应该佩戴什么眼镜？ {{c1::A}}	防眩光镜||护目镜||太阳镜	1	眩光是由于在视野范围内亮度过高，从而引起视觉不适，或视觉功能下降，或同时产生这两种效应的现象。对眩光的防护方法是及时配戴防眩光镜或避开强光源。
80	半规管的作用是感受 {{c1::C}}	飞机线加速度的变化||飞机重力加速度的变化||飞机姿态的变化	3	前庭装置由三个半规管和一个耳石器所组成，是感受速度变化和姿态变化的重要器官。 三个半规管位于三个相互垂直的平面内，类似于一架飞机的俯仰、滚转和偏转平面，因而它能够觉察这三个平面内的角加速运动。
