Index	Question	Options	Answer	Answer Explanation
13	飞机在低空飞行和高空飞行通常分别用（）来对速度进行限制？ {{c1::B}}	地速，真空速||表速，真空速||地速，表速	2	在低空飞行时常用指示空速来对速度进行限制，而在高空常用真空速来对速度进行限制。
14	飞行计划中，编组10（机载设备与能力）数据项A中填写字母“D”表示 {{c1::B}}	仪表着陆系统||测距仪||惯性导航	2	飞行计划编组10为机载设备与能力，数据项A表示无线电通信、导航及进近助航设备与能力，填入 D表示测距仪。
15	飞机起飞重量8000kg，尾流等级是多少 {{c1::B}}	L||M||H	2	空中交通服务电报（AFTN）中，编组9为航空器数目、机型和尾流等级。尾流等级用1个字母表示。航空器的最大允许起飞重量决定航空器的尾流等级。H表示重型，大于或等于136t；M表示中型，大于7t小于136t；L表示轻型，小于或等于7t。
16	非精密进近条件下，下列哪种情况飞行员必须马上执行复飞程序？ {{c1::B}}	在决断高或最低下降高以下能见度下降||飞机到达复飞点未建立目视参考||航空器在最低下降高度或以上不能辨认地标	2	当下列任一情况存在时，航空器驾驶员必须马上执行复飞程序：（1）在下列任一时刻，不能获得要求的目视参考：(i) 航空器到达决断高（DH）、最低下降高度（MDA）或复飞点；(ii) 在决断高(DH)或最低下降高度（MDA）以下失去目视参考。(2) 航空器在最低下降高度（MDA）或以上进行盘旋机动飞行时，不能清晰辨认该机场特征部分的参照物 。
17	起飞机场未公布起飞最低天气标准时，双发飞机起飞应该满足的气象条件是 {{c1::A}}	能见度大于1600米||能见度大于1000米||能见度大于800米	1	航空器驾驶员在民用机场按仪表飞行规则起飞时，气象条件必须等于或高于公布的该机场仪表飞行规则起飞最低天气标准。在未公布起飞最低天气标准的机场，应当使用下列最低天气标准：(1) 对于单台或两台发动机的航空器(旋翼机除外)，机场跑道能见度至少1600米。(2) 对于多台发动机的航空器(旋翼机除外)，机场跑道能见度至少800米。(3) 对于旋翼机，机场跑道能见度为800米。除经局方批准外，航空器驾驶员在按仪表飞行规则驾驶航空器进入或离开军用机场时，必须遵守该机场有管辖权的军事当局规定的仪表进行程序和起飞、着陆最低天气标准。
18	飞行计划的一般制定流程中不包括 {{c1::C}}	燃油的计算||航行要素的分析||飞机载客后重心的计算	3	"飞行计划的一般制定流程：
1、航空器适航限制的分析
2、航行资料分析
3、天气资料分析
4、备降场的选择
5、航行要素的分析
6、航路资料查找
7、航路资料总结
8、燃油的计算
9、飞行计划的制定
10、ICAO飞行计划"
19	飞行计划的一般制定流程中包括(  ) {{c1::A}}	飞机燃油的计算||货物重量的计算||飞机重心的计算	1	"飞行计划的一般制定流程：
1、航空器适航限制的分析
2、航行资料分析
3、天气资料分析
4、备降场的选择
5、航行要素的分析
6、航路资料查找
7、航路资料总结
8、燃油的计算
9、飞行计划的制定
10、ICAO 飞行计划"
20	在飞行计划制定流程中，以下哪个顺序是正确的( ) {{c1::A}}	航行资料分析，天气资料分析，备降场的选择||航路资料查找，航路资料总结，航行要素分析||燃油的计算，ICAO飞行计划，飞行计划的制定	1	"飞行计划的一般制定流程：
1、航空器适航限制的分析
2、航行资料分析
3、天气资料分析
4、备降场的选择
5、航行要素的分析
6、航路资料查找
7、航路资料总结
8、燃油的计算
9、飞行计划的制定
10、ICAO 飞行计划"
21	航空器驾驶员提交的按目视飞行规则飞行计划必须包括 {{c1::A}}	机长的姓名和地址||乘客的姓名和地址||机组成员的姓名和地址	1	"依据CCAR91部第91.153条规定，目视飞行规则飞行计划的要求
航空器驾驶员提交的按目视飞行规则飞行计划必须包括以下内容：
(1) 该航空器国籍登记号和无线电呼号（如需要）。
(2) 该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。
(3) 机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。
(4) 起飞地点和预计起飞时间。
(5) 计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。
(6) 第一个预定着陆地点和预计飞抵该点上空的时间。
(7) 装载的燃油量(以时间计)。
(8) 机组和搭载航空器的人数。
(9) 局方和空中交通管制要求的其他任何资料。"
22	在制定飞行计划时，应先选择备降机场还是先计算燃油？ {{c1::A}}	先选择备降机场，后计算燃油||先计算燃油，后选择备降机场||没有顺序要求	1	"飞行计划的一般制定流程：
1、航空器适航限制的分析
2、航行资料分析
3、天气资料分析
4、备降场的选择
5、航行要素的分析
6、航路资料查找
7、航路资料总结
8、燃油的计算
9、飞行计划的制定
10、ICAO飞行计划"
23	制定飞行计划时，选择备降场的上一个步骤是 {{c1::C}}	航空器适航限制分析||航行资料分析||天气资料分析	3	"飞行计划的一般制定流程： 
1、航空器适航限制的分析 
2、航行资料分析 
3、天气资料分析 
4、备降场的选择 
5、航行要素的分析 
6、航路资料查找 
7、航路资料总结 
8、燃油的计算 
9、飞行计划的制定 
10、ICAO飞行计划"
24	在仪表飞行计划中，完成“燃油的计算”的上一个步骤是 {{c1::B}}	天气资料分析||航路资料总结||航行要素的分析	2	"飞行计划的一般制定流程： 
1、航空器适航限制的分析 
2、航行资料分析 
3、天气资料分析 
4、备降场的选择 
5、航行要素的分析 
6、航路资料查找 
7、航路资料总结 
8、燃油的计算 
9、飞行计划的制定 
10、ICAO 飞行计划"
25	遇有特殊情况，经与计划受理单位协商，航空器营运人及其代理人最迟不晚于航空器预计撤轮挡时间前（）提交飞行计划。 {{c1::B}}	1小时30分钟||75分钟||1小时45分钟	2	航空器营运人及其代理人应当于航空器预计撤轮挡时间2小时30分钟前提交飞行计划。遇有特殊情况，经与计划受理单位协商，最迟不晚于航空器预计撤轮挡时间前75分钟提交飞行计划。
26	国内航空器营运人执行国内飞行任务，不得早于预计撤轮挡时间前（ ）提交飞行计划。 {{c1::A}}	24h||12h||36h	1	国内航空器营运人执行国内飞行任务不得早于预计撤轮挡时间前24小时提交飞行计划；航空器营运人执行其他任务不得早于预计撤轮挡时间前120小时提交飞行计划。航空器营运人及其代理人不得为同一飞行活动重复提交飞行计划。
27	当航空器飞行计划变化时，航空器运营人及其代理人应当于航空器预计撤轮挡时间前45分钟提交飞行计划修改，并应在最后通知的预计撤轮挡时间后（）以内提交飞行计划修改。 {{c1::B}}	2小时30分||3小时30分||3小时	2	当航空器飞行计划变化时，航空器营运人及其代理人应当于航空器预计撤轮挡时间前45分钟提交飞行计划修改，并应在最后通知的预计撤轮挡时间以后3小时30分钟以内提交飞行计划修改。
28	当航空器飞行计划预计或者已经推迟（）以上时，航空器营运人及其代理人应当立即提交飞行计划延误情况。 {{c1::A}}	30分钟||45分钟||60分钟	1	当航空器飞行计划预计或者已经推迟30分钟以上时，航空器营运人及其代理人应当立即提交飞行计划延误情况。
29	航空器运营人执行其他任务不得早于预计撤轮挡时间前（）提交飞行计划。 {{c1::C}}	60小时||36小时||120小时	3	航空器营运人及其代理人应当于航空器预计撤轮挡时间2小时30分钟前提交飞行计划。遇有特殊情况，经与计划受理单位协商，最迟不晚于航空器预计撤轮挡时间前75分钟提交飞行计划。国内航空器营运人执行国内飞行任务不得早于预计撤轮挡时间前24小时提交飞行计划；航空器营运人执行其他任务不得早于预计撤轮挡时间前120小时提交飞行计划。航空器营运人及其代理人不得为同一飞行活动重复提交飞行计划。
30	当已拍发飞行计划需要取消或者预计需要取消时，航空器营运人及其代理人应当（） {{c1::A}}	及时提交取消申请，需要时，可重新提交新的飞行计划||可重新提交新的飞行计划||需要时，可重新提交新的飞行计划，稍后提交取消申请	1	当已拍发飞行计划需要取消或者预计需要取消时，航空器营运人及其代理人应当及时提交取消申请，需要时，可重新提交新的飞行计划。
31	航空器营运人及其代理人获得相关预先飞行计划批复后方可提交飞行计划。提交的飞行计划内容与预先飞行计划批复内容应当 {{c1::A}}	一致||按照飞行计划内容执行||按照预先飞行计划执行	1	航空器营运人及其代理人获得相关预先飞行计划批复后方可提交飞行计划。提交飞行计划的内容应当与预先飞行计划批复一致。
32	预计撤轮挡时间为15:00，运营人应在（ ）之前提交飞行计划？ {{c1::C}}	13:30||13:45||12:30	3	航空器营运人及其代理人应当于航空器预计撤轮挡时间 2 小时 30 分钟前提交飞行计划。遇有特殊情况，经与计划受理单位协商，最迟不晚于航空器预计撤轮挡时间前 75 分钟提交飞行计划。国内航空器营运人执行国内飞行任务不得早于预计撤轮挡时间前 24 小时提交飞行计划；航空器营运人执行其他任务不得早于预计撤轮挡时间前 120 小时提交飞行计划。航空器营运人及其代理人不得为同一飞行活动重复提交飞行计划。
33	当航空器飞行计划变化时，航空器营运人及其代理人应当于航空器预计撤轮挡时间前（）提交飞行计划修改。 {{c1::A}}	45分钟||30分钟||60分钟	1	当航空器飞行计划变化时，航空器营运人及其代理人应当于航空器预计撤轮挡时间前45分钟提交飞行计划修改，并应在最后通知的预计撤轮挡时间以后3小时30分钟以内提交飞行计划修改。
34	正常情况下，航空器营运人及其代理人应当于航空器预计撤轮挡时间（）前提交飞行计划。 {{c1::B}}	2小时||2小时30分钟||1小时30分钟	2	航空器营运人及其代理人应当于航空器预计撤轮挡时间2小时30分钟前提交飞行计划。遇有特殊情况，经与计划受理单位协商，最迟不晚于航空器预计撤轮挡时间前75分钟提交飞行计划。
35	选择备降机场时，需要考虑的气象因素 是 （）？ {{c1::B}}	风向和风速||云底高和能见度||云底高和风向	2	"对于签派或者飞行放行单上所列的备降机场，应当有相应的天气实况报
告、预报或者两者的组合表明，当飞机到达该机场时，该机场的天气条件等于
或者高于合格证持有人运行规范规定的备降机场最低天气标准，主要考虑能见度和云底高。"
36	仪表飞行计划需要管制许可吗？ {{c1::A}}	需要||不需要||依据飞行高度来决定	1	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容：
1、该航空器国籍登记号和无线电呼号（如需要）。
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。
3、起飞地点和预计起飞时间。
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。
5、备降机场。
6、第一个预定着陆地点和预计飞抵该点上空的时间。
7、局方和空中交通管制要求的其他任何资料。
8、装载的燃油量(以时间计)。
9、机组和搭载航空器的人数。
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
37	在仪表飞行规则飞行计划中，应当包括 {{c1::B}}	所选用的机载设备||编队飞行时的航空器数量||危险品类型	2	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容： 
1、该航空器国籍登记号和无线电呼号（如需要）。 
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。 
3、起飞地点和预计起飞时间。 
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。 
5、备降机场。 
6、第一个预定着陆地点和预计飞抵该点上空的时间。 
7、局方和空中交通管制要求的其他任何资料。 
8、装载的燃油量(以时间计)。 
9、机组和搭载航空器的人数。 
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
38	天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少（）小时的时间段内，云高高于机场标高600米，能见度至少5千米，可以不选用备降机场。 {{c1::B}}	30min||1h||2h	2	"若对于飞机，在符合下列条件时，可以不选用备降机场;
（1）预计着陆的目的地机场具有局方公布的标准仪表进近程序；
（2）天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少1时的时间段内，云高高于机场标高600米，能见度至少5千米。"
39	仪表飞行计划应包括（） {{c1::B}}	起飞重量||装载燃油量||使用的燃油型号	2	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容： 
1、该航空器国籍登记号和无线电呼号（如需要）。 
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。 
3、起飞地点和预计起飞时间。 
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。 
5、备降机场。 
6、第一个预定着陆地点和预计飞抵该点上空的时间。 
7、局方和空中交通管制要求的其他任何资料。 
8、装载的燃油量(以时间计)。 
9、机组和搭载航空器的人数。 
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
40	仪表飞行计划应包括下列哪些内容？ {{c1::B}}	重心的计算||所需油量||载重能力	2	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容：
1、该航空器国籍登记号和无线电呼号（如需要）。
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。
3、起飞地点和预计起飞时间。
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。
5、备降机场。
6、第一个预定着陆地点和预计飞抵该点上空的时间。
7、局方和空中交通管制要求的其他任何资料。
8、装载的燃油量(以时间计)。
9、机组和搭载航空器的人数。
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
41	仪表飞行是否必须选择备降机场？ {{c1::B}}	必须选择||符合条件无需选择||通常不需要	2	"依据CCAR91部第91.167条规定，若对于飞机，在符合下列条件时，可以不选用备降机场;（1）预计着陆的目的地机场具有局方公布的标准仪表进近程序；
（2）天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少1小时的时间段内，云高高于机场标高600米，能见度至少5千米。"
42	除经空中交通管制同意外，仪表飞行规则飞行计划应当包括(  ) {{c1::A}}	装载的燃油量||燃油的型号||机长和副驾驶的通讯地址	1	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容：
1、该航空器国籍登记号和无线电呼号（如需要）。
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。
3、起飞地点和预计起飞时间。
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。
5、备降机场。
6、第一个预定着陆地点和预计飞抵该点上空的时间。
7、局方和空中交通管制要求的其他任何资料。
8、装载的燃油量(以时间计)。
9、机组和搭载航空器的人数。
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
43	仪表飞行规则飞行计划当中的燃油量是以(  )计量 {{c1::C}}	体积||重量||时间	3	"除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容： 
1、该航空器国籍登记号和无线电呼号（如需要）。 
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。 
3、起飞地点和预计起飞时间。 
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。 
5、备降机场。 
6、第一个预定着陆地点和预计飞抵该点上空的时间。 
7、局方和空中交通管制要求的其他任何资料。 
8、装载的燃油量(以时间计)。 
9、机组和搭载航空器的人数。 
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
44	执行北京飞西安的航班中，选择延安机场作为备降场，延安机场具有两套VOR进近程序，最低下降高度300米，能见度要求1600米，则要求云高和能见度必须满足（）？ {{c1::B}}	云高420米、能见度3200米||云高360米、能见度2400米||云高550米、能见度3000米	2	"备降机场要求
对于具有局方公布的仪表进近程序的机场，使用下列标准：
（1）对于旋翼机以外的航空器，在有一套进近设施与程序的机场，云高在最低下降高/度（MDH/MDA）或决断高/度（DH/DA）上增加120米，能见度增加1600米；在有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加60米，能见度增加800米，在两条较低标准的跑道中取较高值。
 （2）对于没有公布仪表进近程序的机场，云高和能见度应当保证航空器可按照基本目视飞行规则完成从最低航路高度(MEA)开始下降、进近和着陆。"
45	仪表飞行规则飞行计划，除包括本飞行全部信息外，还应包括 {{c1::C}}	全部机组人员姓名和地址||全程飞行时间||备降场相关信息	3	详见CCAR-91部第91.169条仪表飞行规则飞行计划。
46	列入仪表飞行规则飞行计划的备降机场有一套进近设施与程序，飞机到达该机场时，要求该机场的云高在最低下降高/度或决断高/度上增加（ ）米，能见度增加（ ）米。 {{c1::A}}	120，1600||60，800||60，1600	1	"依据CCAR91部第91.169条规定，(c) 除经局方批准外，对于列入仪表飞行规则飞行计划中的备降机场，应当有相应的天气实况报告、预报或两者组合表明，当航空器到达该机场时，该机场的天气条件等于或高于下列最低天气标准：
(1) 对于具有局方公布的仪表进近程序的机场，使用下列标准：
(i) 对于旋翼机以外的航空器，在有一套进近设施与程序的机场，云高在最低下降高／度（MDH／MDA）或决断高／度（DH／DA）上增加120米，能见度增加1600米； 在有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加60米，能见度增加800米，在两条较低标准的跑道中取较高值。"
47	列入仪表飞行规则飞行计划的备降机场有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加（ ）米，能见度增加（ ）米，在两条较低标准的跑道中取较高值。 {{c1::B}}	120，1600||60，800||60，1600	2	"依据CCAR91部第91.169条规定，(c) 除经局方批准外，对于列入仪表飞行规则飞行计划中的备降机场，应当有相应的天气实况报告、预报或两者组合表明，当航空器到达该机场时，该机场的天气条件等于或高于下列最低天气标准：
(1) 对于具有局方公布的仪表进近程序的机场，使用下列标准：
(i) 对于旋翼机以外的航空器，在有一套进近设施与程序的机场，云高在最低下降高／度（MDH／MDA）或决断高／度（DH／DA）上增加120米，能见度增加1600米； 在有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加60米，能见度增加800米，在两条较低标准的跑道中取较高值。"
48	天气实况报告、预报或两者组合表明， 在飞机预计到达目的地机场时刻前后至少1小时的时间段内，云高高于机场标高（  ）米，能见度至少（  ）千米时，可以不选用备降机场。 {{c1::A}}	600,5||500,3||800,6	1	依据CCAR91部第91.167条规定，对于飞机，在符合下列条件时，可以不选用备降机场：（1）预计着陆的目的地机场具有局方公布的标准仪表进近程序；（2）天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少1小时的时间段内，云高高于机场标高600米，能见度至少5千米。
49	仪表飞行规则飞行计划，需包含哪些信息？ {{c1::C}}	装载的有毒物质名称||机长和副驾驶的姓名和地址||第一个预定着陆地点和预计飞抵该点上空的时间	3	"依据CCAR91部第91.169条规定，除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容： 
1、该航空器国籍登记号和无线电呼号（如需要）。 
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。 
3、起飞地点和预计起飞时间。 
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。 
5、备降机场。 
6、第一个预定着陆地点和预计飞抵该点上空的时间。 
7、局方和空中交通管制要求的其他任何资料。 
8、装载的燃油量(以时间计)。 
9、机组和搭载航空器的人数。 
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址。"
50	对于列入仪表飞行规则飞行计划中的备降机场，如果该机场没有公布仪表进近程序，则云高和能见度应当保证航空器可按照基本目视飞行规则完成从（）开始下降、进近和着陆。 {{c1::B}}	MDA||MEA||MCA	2	"依据CCAR91部第91.169条规定，除经局方批准外，对于列入仪表飞行规则飞行计划中的备降机场，应当有相应的天气实况报告、预报或两者组合表明，当航空器到达该机场时，该机场的天气条件等于或高于下列最低天气标准：
（1）对于具有局方公布的仪表进近程序的机场，使用下列标准：
对于旋翼机以外的航空器，在有一套进近设施与程序的机场，云高在最低下降高/度（MDH/MDA）或决断高/度（DH/DA）上增加120米，能见度增加1600米；在有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加60米，能见度增加800米，在两条较低标准的跑道中取较高值。
（2）对于没有公布仪表进近程序的机场，云高和能见度应当保证航空器可按照基本目视飞行规则完成从最低航路高度(MEA)开始下降、进近和着陆。"
51	列入仪表飞行规则飞行计划的备降机场，具有一套进近设施与程序，机场决断高60米，能见度800米，则飞机在该机场进近着陆时，云高和能见度至少为 {{c1::A}}	180米，2400米||120米，1600米||240米，3200米	1	"依据CCAR91部第91.169条规定，除经局方批准外，对于列入仪表飞行规则飞行计划中的备降机场，应当有相应的天气实况报告、预报或两者组合表明，当航空器到达该机场时，该机场的天气条件等于或高于下列最低天气标准：
（1）对于具有局方公布的仪表进近程序的机场，使用下列标准：
对于旋翼机以外的航空器，在有一套进近设施与程序的机场，云高在最低下降高/度（MDH/MDA）或决断高/度（DH/DA）上增加120米，能见度增加1600米；在有两套（含）以上精密或非精密进近设施与程序并且能提供不同跑道进近的机场，云高在最低下降高或决断高上增加60米，能见度增加800米，在两条较低标准的跑道中取较高值。
（2）对于没有公布仪表进近程序的机场，云高和能见度应当保证航空器可按照基本目视飞行规则完成从最低航路高度(MEA)开始下降、进近和着陆。"
52	飞机上除教员和学员外，后座上还有两名学员，在仪表飞行计划中，应填写的人数为 {{c1::B}}	必须填2人，另外2名学员不是正式成员||必须填4人||可以填4人，也可以填2人	2	"依据CCAR91部规定，除经空中交通管制同意外，仪表飞行规则飞行计划应当包括下列内容：
1、该航空器国籍登记号和无线电呼号（如需要）。
2、该航空器的型号，或者如编队飞行，每架航空器的型号及编队的航空器数量。
3、起飞地点和预计起飞时间。
4、计划的航线、巡航高度(或飞行高度层)以及在该高度的航空器真空速。
5、备降机场。
6、第一个预定着陆地点和预计飞抵该点上空的时间。
7、局方和空中交通管制要求的其他任何资料。
8、装载的燃油量(以时间计)。
9、机组和搭载航空器的人数。
10、机长的姓名和地址，或者如编队飞行，编队指挥员的姓名和地址"
53	飞机预计1000Z到达目的地机场，在（）时间段内，天气预报表明目的地机场云高高于机场标高600米，能见度高于5000米，则可以不选择备降机场。 {{c1::A}}	0900Z~1100Z||0930Z~1130Z||0930Z~1100Z	1	"依据CCAR91.167条规定，若对于飞机，在符合下列条件时，可以不选用备降机场;
（1）预计着陆的目的地机场具有局方公布的标准仪表进近程序；
（2）天气实况报告、预报或两者组合表明，在飞机预计到达目的地机场时刻前后至少1小时的时间段内，云高高于机场标高600米，能见度至少5千米。"
