Index	Question	Options	Answer	Answer Explanation
38	参考图IR6-13和图IR6-15，在离跑道1300英尺处，飞机偏离航向道和下滑道各是 {{c1::C}}	低于下滑道21英尺，偏在跑道中心线右侧约320英尺||高于下滑道28英尺，偏在跑道中心线左侧250英尺||高于下滑道21英尺，偏在跑道中心线左侧约320英尺	3	根据图IR6-15可知，飞机偏离航向道左侧1.5点，偏离下滑道上边1.5点，看图IR6-13，飞机在离跑道1300英尺处，偏离下滑道1点表示偏离14英尺，偏离航向道1点表示偏离215英尺，所以飞机高于下滑道21英尺，偏在跑道中心线左侧约320英尺。
39	参考图IR6-13和图IR6-14，在距跑道头1300英尺处，飞机偏离下滑道为 {{c1::C}}	偏上14′||偏下28′||偏上28′	3	根据图IR6-14可知，飞机偏离下滑道上边2个点，看图IR6-13可知，在距跑道头1300英尺处，1dot=14′，所以飞机偏离下滑道偏上28′。
40	参考图IR6-13和图IR6-15，飞机在1.9NM处，偏离下滑道为 {{c1::C}}	偏上70′||偏上140′||偏上105′	3	根据图IR6-15可知，飞机偏离下滑道上边1.5个点，在图IR6-13可以看出，飞机在1.9nm处，偏离1个点表示偏离70英尺，所以飞机偏离下滑道偏上105英尺。
41	参考图IR6-13和图IR6-15，飞机在1.9NM处，飞机偏离航向道是 {{c1::A}}	偏在航向道左侧约533′||偏在航向道右侧约533′||偏在航向道左侧约700′	1	根据图IR6-15可知，飞机偏离航向道左侧1.5个点，由图IR6-13可知，飞机在1.9nm处，偏离1点表示偏离355英尺，所以飞机偏离航向道左侧约533英尺。
42	参考图IR6-13和图IR6-16，飞机在1.9NM处，飞机偏离航向道为 {{c1::C}}	偏右355′||偏左355′||偏左710′	3	根据图IR6-16可知，飞机偏离航向道左侧2个点，看图IR6-13，飞机在1.9nm处，偏离航向道2个点表示偏离710英尺。
43	参考图IR6-13和图IR6-14，飞机在距跑道头1300′的实际高度为 {{c1::C}}	114′||72′||128′	3	根据图IR6-14可知，飞机偏离下滑道上边2个点，看图IR6-13可知，飞机在距跑道头1300英尺处的标准高度为100英尺，偏离2点表示偏离28英尺，所以实际高度为128英尺。
44	参看图IR6-17，哪架飞机HSI指示X？ {{c1::C}}	B||D和E||A	3	HSI指示X时航向为190°，A位置飞机的航向为190°。
45	参看图IR6-17，飞机位于E时，HSI指示 {{c1::A}}	V||W||Y	1	飞机位于E时，航向为10°，HSI指示V和Z都是航向10°，看图可知，E位置飞机是向台飞行，所以Z排除，HSI指示V。
46	参看图IR6-17，哪架飞机HSI指示Y？ {{c1::C}}	H||A和B||D	3	HSI指示Y时，航向为150°，D位置飞机航向为150°。
47	参考图IR6-9，“D”代号的HSI对应航空器的哪一个位置？ {{c1::C}}	4||15||17	3	根据HSI“D”代号指示器可知，飞机航向为180°，预选航道为180°，背台指示表明飞机在径向线270°/90°以南，航向偏离杆偏左，表明飞机在180°径向线以西，飞机位置17符合条件。
48	参考图IR6-9，“E”代号的HSI对应航空器的哪一个位置？ {{c1::B}}	5||6||15	2	根据HSI“E”代号指示器可知，飞机航向为360°，预选航道360°，背台指示表明飞机在径向线270°/90°以北，航向偏离杆偏左，表明飞机在360°径向线以东，飞机位置6符合条件。
49	参考图IR6-9，“F”代号的HSI对应航空器的哪一个位置？ {{c1::C}}	10||14||16	3	根据HSI“F”代号指示器可知，飞机航向为45°，预选航道为180°，背台指示表明飞机在径向线270°/90°以南，航向偏离杆不偏，表明飞机在预选航道上，飞机位置16符合条件。
50	参考图IR6-9，“B”代号的HSI对应航空器的哪一个位置？ {{c1::C}}	9||13||19	3	根据HSI“B”代号指示器可知，飞机航向为135°，预选航道为270°，背台指示表明飞机在径向线360°/180°左侧，航向偏离杆偏右，表明飞机在径向线270°以南，飞机位置19符合条件。
51	参考图IR6-3，图4表明电台在飞机位置的什么方位上？ {{c1::A}}	东北方位||西南方位||东南方位	1	
52	参考图IR6-3，图3表明电台在飞机位置的什么方位上？ {{c1::C}}	西南方位||东南方位||东北方位	3	
53	参考图IR6-8，“3”飞机在VOR台的什么方位上？ {{c1::B}}	东北||西南||西北	2	VOR台在中间，飞机“3”在VOR台的西南方位。
54	参考图IR6-8，VOR台在“4”飞机的什么方位上？ {{c1::A}}	西北||西南||东南	1	VOR台在中间，VOR在飞机“4”的西北方位。
55	参考图IR6-18，飞机在VOR1的多少径向方位上？ {{c1::C}}	160°||230°||340°	3	VOR1看细指针，针尾指示QDR为340°。
56	参考图IR6-19，飞机在VOR1的多少度径向方位上？ {{c1::B}}	90°||270°||15°	2	VOR1看细指针，针尾指示QDR为270°。
57	参考图IR6-19，飞机在VOR2的多少度径向方位上？ {{c1::C}}	15°||310°||130°	3	VOR2看粗指针，针尾指示QDR为130°。
58	参考图IR6-3，飞机沿R-241°作背台飞行。图3所示飞机的偏航角是 {{c1::B}}	+6°||-6°||0°	2	由图可知：QDR=235°，MC=241°，QDR小于MC，则表明飞机偏左，偏航角为负，答案为-6°。
59	参考图IR6-3，飞机沿R-238°作背台飞行，图3所示飞机偏航角为 {{c1::B}}	0°||-3°||+3°	2	飞机磁方位（QDR）：以磁经线北端为基准的飞机方位角叫飞机磁方位角；飞机的磁航线角（MC）：从航线起点的磁经线北端顺时针量到航线（航段）去向的角度。由图可知：QDR=235，MC=238，QDR小于MC，则表明飞机偏左，偏航角为负，答案为-3°。
60	参考图IR6-20，“B”代号的HSI对应航空器的哪几个位置？ {{c1::B}}	只有11||5和13||7和11	2	看图可知，MH=90°，航向台方位指针在90°，此时为反航道进近，仪表上指示与正常进近时相反，“B”代号指示器中偏离杆偏右，则表示飞机偏在航向道右边，5和13符合条件。
61	参考图IR6-20，“C”代号的HSI对应航空器的哪几个位置？ {{c1::C}}	只有9||只有4||只有12	3	看图可知，MH=90°，偏离杆未偏离，12符合条件。
62	参考图IR6-20，“D”代号的HSI对应航空器的哪一个位置？ {{c1::C}}	1||10||2	3	看图可知，MH=315°，2是唯一一个航向是西北方向的飞机。
63	参考图IR6-20，“F”代号的HSI对应航空器的哪一个位置？ {{c1::A}}	4||11||5	1	看图可知，MH=270°，偏离杆未偏离，4符合条件。
64	VOR系统对比检查，如果测量误差为+6°，VOR能否正常导航？ {{c1::C}}	能，误差在正负6°内都可以正常导航||能，误差在-4°~+6°内可以正常导航||不能	3	如果一台飞机上装配有两台VOR接收装置，可以将两台VOR调谐到同一VOR台的同一条径向线上，对比两者之间的误差，测量误差在正负4°之内证明VOR精确度可以正常导航。
65	利用双台VOR进行交叉检查时，允许的误差是（）？ {{c1::B}}	±6°||±4°||±1°	2	"对比检查
如果一台飞机上装配有两台VOR接收装置，可以将两台VOR调谐到同一VOR台的同一条径向线上，对比两者之间的误差，测量误差在正负4°之内证明VOR精确度可以正常导航。"
66	一个位于某VOR台30海里的航空器，其CDI（航道偏离指示器）显示1/2刻度偏移，航空器偏离选定的航道中心线多远？ {{c1::B}}	1海里||1/2海里||1/4海里	2	飞行距离约为60海里，每偏离1海里，偏离的角度为1°，所以如果飞机位于VOR台30海里，CDI显示1/2刻度偏离，则航空器偏离选定的航道中心线1/2海里。
67	ADF指示的相对方位角在2分钟内从265°变为260°，如果地速为145kt，飞机与NDB台的距离为 {{c1::A}}	58NM||37NM||6NM	1	
68	ADF指示的翼尖方位角在2分钟内变化10°，如真空速160kt，飞机与NDB台的距离为 {{c1::B}}	36NM||32NM||15NM	2	
69	已知真空速115kt，5分钟内翼尖方位角变化5°，飞机与电台的距离 {{c1::A}}	115NM||60NM||36NM	1	
70	ADF调频至某NDB台，在2.5分钟内相对方位从270°变成265°，若飞往该NDB台，飞机至电台的飞行时间为 {{c1::B}}	9分钟||30分钟||18分钟	2	
71	电台相对方位角在2.5分钟内由090°变到100°，若飞往该电台，则飞行时间为 {{c1::C}}	20分钟||18分钟||15分钟	3	
72	在1.5分钟内翼尖方位变化了5°，如果真空速为95KT，到该台的时间和距离分别应该是 {{c1::B}}	16分钟，14.3海里||18分钟，28.5海里||18分钟，33.0海里	2	
73	飞机保持预定高度、空速、航向135°，于9:30向台飞行，电台相对方位角RB345°，预计10:10到达电台上空，09:45观察到RB350°，直飞电台的应飞磁航向大约是 {{c1::A}}	148°||140°||122°	1	
74	DME测量的是飞机到地面信标台的（ ），通常以（ ）为单位。 {{c1::A}}	斜距，NM||水平距离，NM||垂直距离，KM	1	DME系统是询问——回答式脉冲测距系统，由机载设备和地面信标设备组成。机载DME设备主要由询问器、控制盒、距离指示器和天线部分组成。注意距离指示器显示的是飞机到地面信标台的斜距。欧美制飞机的DME距离以海里为单位。
75	测距仪DME最多可以同时供多少架飞机测距？ {{c1::C}}	80架||150架||100架	3	地面DME台通常设计为能同时为100架飞机提供服务。
76	实际飞行中，沿DME弧飞行时通常沿其割线飞行，其操纵规则是 {{c1::C}}	保持RMI指针与翼尖参考一致||半径较大时，落10°转20°||半径较小时，落10°转20°	3	从理论上讲，在无风条件下通过保持RMI方位指针与“左翼尖”（电台在左侧）或“右翼尖”（电台在右侧）一致，DME指示器显示预定DME距离，这样飞机可以保持一定的速度沿DME弧飞行。但实际中，通常是沿一系列的短直线飞行，即沿DME弧割线的飞行方法。利用RMI方位指针指向左或右翼尖参考且飞机在预定的DME距离时，保持航向沿割线飞行并允许RMI方位指针落后与翼尖参考5° 或10° ，这时飞行员操纵飞机向电台一侧转10°或20°航向，RMI方位指针有回到翼尖参考之前5° 或10° ，按需要重复上述操作，就可以保持飞机沿DME弧飞行。当DME弧距离较小时，采用“落10 转20 ”的方法，当DME弧距离较大时，采用“落5转10”的方法。
77	利用CDI沿DME弧飞行的方法是 {{c1::A}}	改变航向时的方位定为预选航道，偏离杆偏离2.5（或5）点时转航向10°（或20°）||进入DME弧前调好预选航道，偏离杆偏离2.5（或5）点时转航向10°（或20°）||观察偏离杆偏离2.5（或5）点时转航向10°（或20°）	1	利用HSI或CDI配合DME指示器完成沿DME弧飞行，要注意不断调节预选航道的方位。飞行员在沿DME飞行过程中，用预选航道旋钮调好航向改变时的方位，然后通过航道偏离杆偏离刻度进行判断，当偏离杆偏离2.5（或5）点时转航向10°（或20°），保持航线又重新调预定的改航方位，如此进行同样可以使飞机沿DME弧飞行。
78	飞机在沿DME弧飞行中飞机发生偏航进行修正时，如果 {{c1::A}}	飞机偏在弧外0.5nm，则向电台一侧转航向20°||飞机偏在弧内0.5nm，则向电台一侧转航向10°||飞机偏在弧内0.5nm，则向电台外侧转航向20°	1	飞机在沿DME弧割线的直线段飞行中，如果飞机发生偏航，必须进行航向修正。修正的时机一般在RMI方位指针正好与翼尖一致的位置，通常的修正方法是飞机每偏离DME弧0.5nm，航向改变10 或20 。即如果飞机偏在DME弧外侧0.5nm，则操纵飞机向电台一侧转20 航向；如果飞机偏在DME弧内侧0.5，则向外侧转10航向，其目的是使飞机重新回到DME弧上。
79	仪表着陆系统地面台的组成有 {{c1::B}}	VOR GS ALS||LOC GS MB 和ALS||LOC GS DME	2	仪表着陆系统地面台包括三个系统。提供航向道的航向信标（LOC），提供下滑坡度的下滑信标台（GS），提供距离引导的指点标（MB）和进近灯光系统（ALS）。
80	下滑道是 {{c1::C}}	下滑信标台提供的下滑指示||下滑信标台提供的下滑面||航道面和下滑面的相交区域	3	下滑信标台位于进近跑道接地区侧方，提供飞机偏离下滑面的垂直引导信号。下滑面与跑道水平平面的夹角即下滑角，最佳为3°。根据机场净空条件，可在2°--4° 间调整。航道面和下滑面的交线，定义为下滑道，飞机沿下滑道下降，就能对准跑道中心线，并保持规定的下滑角，准确进近着陆。
81	航向信标台的主要作用是 {{c1::A}}	提供飞机偏离航道面的横向引导信号||提供飞机偏离下滑面的垂直引导信号||向空中飞机提供位置并指导距跑道头的距离	1	航向信标台天线阵位于进近跑道末端中心延长线上，在飞机进近方向上的垂直平面内形成航道面，用于提供飞机偏离航道面的横向引导信号。
82	Ⅰ类仪表着陆标准的水平和垂直距离分别为多少米？ {{c1::C}}	400米、30米||200米、0米||800米、60米	3	Ⅰ类仪表着陆标准的能见度或跑道视程是800米，决断高度为60米。
83	I类仪表着陆系统的的最低标准是 {{c1::A}}	能见度不低于800m（RVR≥550m），决断高度60m||能见度不低于400m（RVR≥350m），决断高度30m||能见度不低于300m（RVR≥200m），决断高度0m	1	Ⅰ类盲降：在前方能见度不低于800m的条件下或跑道视程不小于550米，以高的进场成功概率，能将飞机引导至60m的决断高度（中指点标上空）。Ⅱ类盲降：在前方能见度不低于400m的条件下或跑道视程不小于350米，以高的进场成功概率，能将飞机引导至30m的决断高度（内指点标上空）。
84	I类精密进近决断高不低于 {{c1::A}}	200ft||300ft||600ft	1	"精密进近运行分类：根据决断高（DH）和跑道视程（RVR）（或能见度（VIS））将精密进近和着陆分为以下类别：
I类（Cat I）运行：DH不低于60米（200英尺），VIS不小于800米或RVR不小于550米的精密进近着陆；
II类（Cat II）运行：DH低于60米（200英尺）但不低于30米（100英尺），RVR不小于300米的精密进近着陆；
IIIA类（Cat III A）运行：DH低于30米（100英尺）或无决断高，RVR不小于175米的精密进近着陆；
III B类（Cat III B）运行：DH低于15米（50英尺）或无决断高，RVR小于175米但不小于50米的精密进近着陆；
III C类（Cat III C）运行：无决断高和无跑道视程限制的精密进近着陆。"
85	一般在仪表进近中，截获盲降设备信号的次序是 {{c1::A}}	LOC、GS||GS、LOC||LOC、GS或GS、LOC	1	在仪表进近中，截获盲降设备信号的次序是LOC（航向信标台）、GS（下滑信标台）。
86	航向信标台的最远有效作用距离是 {{c1::A}}	25海里||17海里||10海里	1	航向台发射的电波覆盖区，在ILS航向道中心线左右10°范围内的有效作用距离为25nm；在左右10-35°范围内的有效作用距离为17nm；在左右35°以外的有效作用距离为10nm。
87	利用HSI进行反航道ILS进近，HSI航道偏离杆偏左，说明飞机偏在航道 {{c1::A}}	左边||右边||不能判断	1	反航道ILS进近中，HSI航道偏离杆偏左，表明飞机偏在航道左边。
88	利用HSI进行反航道ILS进近，在控制器上按下“BC”按钮，HSI航道偏离杆偏左，说明飞机偏在航道 {{c1::B}}	左边||右边||不能判断	2	反航道ILS进近，按压“B/C”方式按钮，HSI上预选航道对正“着陆航道”，这时设备对航向信标信号的响应是反的，显示在仪表上的关系与飞机和航向道的关系完全相同，所以HSI航道偏离杆偏左，说明飞机偏在航道右边。
89	参考图IR6-20，“I”代号的HSI对应航空器的哪一个位置？ {{c1::C}}	4||12||11	3	看图可知，MH=270°，航向台方位指针在90°，此时为反航道进近，仪表上指示与正常进近时相反，偏离杆偏左，表明飞机偏在航向道左边，飞机11的航向是270°，且位于航向道左侧。
90	HSI上下滑偏离指标每偏一点为（ ），满偏刻度（ ）。 {{c1::C}}	5°，10°||1.25°，2.5°||0.35°，0.7°	3	下滑道偏差的判断在HSI上可以直观地确定出来。当下滑偏离指标在中立位（基准线）以上，说明飞机低于下滑道；下滑偏离指标在中立位以下，说明飞机高于下滑道；偏差的大小由下滑道偏差刻度直接读出，HSI上“下滑偏离指标”每偏一点为0.35° ，满偏刻度为0.7° 。
91	HSI仪表下滑偏离指标在中立位以下，表明飞机 {{c1::B}}	在下滑道上||高于下滑道||低于下滑道	2	下滑道偏差的判断在HSI上可以直观地确定出来。当下滑偏离指标在中立位（基准线）以上，说明飞机低于下滑道；下滑偏离指标在中立位以下，说明飞机高于下滑道；
92	关于PBN的特点，下列说法正确的是 {{c1::B}}	设备先进要求高，成本高||便于更有效地利用空域||运营人的允许审批程序更加复杂	2	"PBN 的优点 ：(1)减少维护特定传感器航路和程序的需要，并降低相关成本；
(2)无需为导航系统的每次改进规定特定传感器运行要求，从而避免高昂的成本支出；
(3)便于更有效地利用空域（航路布局、燃油效率、减噪等）；
(4)明确 RNAV 和 RNP 系统使用的方式；
(5)提供若干组供全球使用的导航规范，简化运营人的运行审批程序。"
93	PBN 规定的系统性能包括导航的（）。 {{c1::C}}	精度、完整性、连续性和所需功能||精度、完整性、可用性、连续性||精度、完整性、可用性、连续性和所需功能	3	基于性能的导航(PBN)是一种通过明确性能需求替代设备要求的导航方法。规定了航空器在指定空域内或者沿ATS航路、仪表程序飞行的系统性能，包括导航的精度、完整性、可用性、连续性和所需功能。
94	关于PBN说法不正确的是 {{c1::C}}	很好的明确RNAV系统使用的方式||当导航系统改进时，有效的避免高昂的成本支出||更有效地利用空域，但在减噪方面还有不足	3	"PBN的优点：
（1）减少维护特定传感器航路和程序的需要，并降低相关成本。
（2）无需为导航系统的每次改进规定特定传感器运行要求，从而避免高昂的成本支出。
（3）便于更有效地利用空域 (航路布局、燃油效率、减噪等)；
（4）明确RNAV系统使用的方式：
（5）提供若干组供全球使用的导航规范，简化运营人的运行审批程序。"
95	PBN所具有的基本导航功能有 {{c1::B}}	显示航空器相对于地面的位置||显示至正在使用的航路点的距离、地速、时间和方位||不能存储导航数据	2	PBN所具有的基本导航功能有：1.持续显示航空器位置的功能，航空器位置是相对于驾驶员主视野内的航行显示器航迹而言的；2. 显示至正在使用的航路点距离和方位；3.显示至正在使用的航路点地速或时间；4.导航数据存储功能；5.正确提示RNAV系统，包括传感器的故障。
96	PBN运行的三个基本要素是 {{c1::A}}	导航设施、导航规范和导航应用||导航设施、导航精度和导航方法||导航源、导航设备、导航指示	1	PBN运行的三个基本要素是导航设施、导航规范和导航应用。
97	PBN导航设施主要包括？ {{c1::B}}	VOR,GPS和惯导||陆基导航，星基导航和自主导航||陆基导航和星基导航	2	PBN应用包括导航设备基础设施；导航规范；导航应用三个基本要素，其中导航设施主要包括提供定位能力的陆基导航设备（VOR、DME等）、星基导航设备（GNSS,包括GPS、GLONASS 等）和自主导航设备（惯导等）。
98	RNP和RNAV系统关键的不同在于？ {{c1::B}}	RNP标准导航功能可显示过航路点的地速和时间，RNAV不能||RNP包含机载设备监视和和告警导航性能要求，并能向飞行员显示是否到达了预定运行要求，而RNAV则不包括||RNP标准包含了对导航功能的要求，RNAV不包括	2	RNAV系统是允许飞机在台基导航设备的基准台覆盖范围内或在自主导航设备能力限度内或者两者配合下按任何希望的飞行路径运行的导航系统。RNP系统是一种支持机载导航性能监控和告警（OPMA）的区域导航系统。RNAV和RNP系统关键的不同在于，RNP包含机载设备监视和和告警导航性能要求，并能向飞行员显示是否到达了预定运行要求，而RNAV则不包括。
99	"全球导航卫星系统目前包括
①美国的全球定位系统GPS②俄罗斯的GLONASS③欧洲的伽利略导航系统④中国的北斗导航系统 {{c1::A}}"	①②③④||①②||①②④	1	全球导航卫星系统（GNSS，Global Navigation Satellite System）作为一个广义的概念，是所有在轨工作的导航卫星系统及相关增强系统的总称。随着世界各国和地区卫星导航系统的建设，GNSS 系统的组成和内涵也在不断发展。GNSS 系统目前包括美国的全球定位系统（GPS）、俄罗斯的格洛纳斯（GLONASS）两大星座以及欧洲的伽利略（Galileo）和中国的北斗导航系统（BDS）。
100	美国的全球定位系统GPS需要哪些工作设备？ {{c1::B}}	GPS应答机||用户GPS接收机||VOR台GPS接收机	2	目前使用较多的是美国的全球定位系统（GPS），它包括空间GPS卫星、地面控制站组、用户GPS接收机三部分。用户可以用4颗可用卫星确定出导航参数（经度、纬度、高度和时间）。
101	飞行高度越高，飞机的机动裕度 {{c1::A}}	越小||越大||与飞行高度无关	1	
