Index	Question	Options	Answer	Answer Explanation
11	飞行中燃油压力表指示增大，燃油流量表指示下降，最可能出现的情况是 {{c1::B}}	燃油调压器故障||油路堵塞||燃油流量表故障	2	燃油压力过大可能是由于燃油调压器故障或者燃油油路堵塞造成，此时应注意观察燃油流量表，如果发现燃油流量指示下降的话，有可能是燃油油路堵塞，应尽快降落。
12	气锁（气塞）现象是指 {{c1::C}}	排气不彻底而导致活塞不能到上死点导致发动机停转||利用气压系统将操纵机构锁定在特定位置||空气进入油路导致供油中断	3	对应多油箱供油的发动机，如果将一个油箱的燃油用光再切换到其他油箱，可能会将大量空气引入油路，燃油系统的油泵多为离心泵或齿轮泵，由于气体难以密封因此大量空气进入油泵中可能导致严重的内泄漏，即油泵转动但是无法吸油现象，这种现象称为气锁。
13	液锁现象是指 {{c1::B}}	油路中进入杂质或者水而引起供油中断||滑油或燃油流入气缸阻止活塞运动导致曲轴停转||利用液压系统的锁定机构	2	在星型发动机的下部汽缸内，如果流入滑油或汽油，当发动机启动时，活塞向上死点运动，由于这些液油占据了燃烧室的一部分容积，因液油不易压缩，所示汽缸内气体压力的升高大大超过了正常情况下的压力，阻止活塞继续向上死点运动，迫使曲轴停止转动，这种现象叫液锁。
14	启动发动机前应按规定扳转螺旋桨，是为了 {{c1::C}}	检查螺旋桨转动是否正常||预防启动时螺旋桨卡阻||排出气缸内积存的滑油或汽油防止液锁	3	为了防止发生液锁，在使用维护中必须做到：每次启动发动机之前，必须按规定扳转螺旋桨，以排出汽缸内积存的汽、滑油；启动发动机前应确实判明增压机匣的漏油活门是否畅通；启动注油量要适当，用加速泵的次数不易太多，并及时关闭注油唧筒。在启动发动机时，必须按规定将汽缸或进气管内的油封油彻底排干净后，才能启动发动机。
15	活塞发动机发生气锁时 {{c1::B}}	燃油泵能正常供油||燃油泵转动,但是不能供油||燃油泵不转动,不能供油	2	对应多油箱供油的发动机，如果将一个油箱的燃油用光再切换到其他油箱，可能会将大量空气引入油路，燃油系统的油泵多为离心泵或齿轮泵，由于气体难以密封因此大量空气进入油泵中可能导致严重的内泄漏，即油泵转动但是无法吸油现象，这种现象称为气锁。
16	自然吸气式发动机飞机在爬升过程中，有效功率（），燃油消耗量（）。 {{c1::B}}	增大，减小||减小，增大||减小，不变	2	随着气压高度升高，自然吸气式发动机由于进气压力下降，有效功率迅速下降，燃油消耗量迅速上升。
17	增压式发动机飞机在额定高度以上飞行时，有效功率（ ），燃油消耗率（ ）。 {{c1::B}}	增大，不变||减小，增大||减小，不变	2	增压式发动机在额定高度以下进气压力不变，因此有效功率基本不变，在额定高度达到增压装置的最大效果，因此在额定高度以上，进气压力减小，有效功率迅速减小，燃油消耗率迅速上升。
18	油气比是指 {{c1::C}}	在汽缸里混合气中油量与氧气量的比值||在汽缸里混合气的贫富油程度||在汽缸里混合气中燃料质量与空气质量的比值	3	在汽缸里混合气中燃料的质量与空气的质量的比值。油气比可以直接反应混合气中燃料与空气的质量比例，但不能直观反映混合气的贫、富油程度。
19	余气系数是指 {{c1::B}}	1kg燃料完全燃烧后空气的剩余量与总空气量的比值||实际空气量与理论空气量的比值||贫油混合气与富油混合气的比值	2	1kg燃料完全燃烧所需要的最少空气量为理论空气量，余气系数α 为实际空气量与理论空气量的比值。
20	混合比贫富油状态调节至最经济余气系数时 {{c1::A}}	燃油消耗率最低||燃油消耗量最少||发动机功率最大	1	根据燃油消耗率的定义，当α 改变时，要使燃油消耗率最低，应在发动机较高功率输出的同时确保燃油消耗量较低。试验表明：当α ＝1.05～1.10时，SFC最低，发动机的经济性最好。这个α 值称为发动机最经济余气系数，对应的发动机状态称为最经济状态。
21	制动马力（BHP）是指 {{c1::B}}	刹车制动力||发动机传递到螺旋桨桨轴上的功率||螺旋桨传递给发动机曲轴的阻转力	2	螺旋桨旋转时，拉力产生的功率称为推进功率。发动机传递到螺旋桨桨轴上的功率称为制动马力。
22	推进功率是指 {{c1::C}}	发动机的有效功率||发动机曲轴输出的扭转力与螺旋桨转速的乘积||螺旋桨拉力产生的功率	3	螺旋桨旋转时，拉力产生的功率称为推进功率。发动机传递到螺旋桨桨轴上的功率称为制动马力。
23	螺旋桨效率高，表明 {{c1::A}}	发动机功率的利用率高||螺旋桨飞机的飞行性能好||螺旋桨的旋转阻力小	1	所谓螺旋桨效率，即螺旋桨产生拉力的功率与发动机传递到螺旋桨桨轴上的功率的比值，螺旋桨效率越高，越能将更多的制动马力转化为推进功率。
24	右转螺旋桨飞机在大迎角飞行时，螺旋桨效应（P-factor）会使飞机 {{c1::B}}	速度减小||向左偏转||向左滚转	2	大迎角时，下行一侧的桨叶的桨叶迎角更大，产生拉力更大，使飞机向另一侧偏转。这种现象称之为螺旋桨效应。当飞机大迎角飞行时，由于螺旋桨旋转面与前进方向不再垂直，导致上行桨叶的入流角更大，桨叶迎角更小，使螺旋桨产生拉力的作用点偏向下行桨叶方向，导致飞机偏航。
25	下列各因素对螺旋桨拉力的影响正确的是 {{c1::C}}	速度增大，螺旋桨拉力增大||滑流增加，螺旋桨拉力减小||桨距增加，螺旋桨拉力增大	3	1、空速的影响，如单位时间排气质量及滑流不变，随着飞行速度增加，则拉力减小。2、滑流的影响，如单位时间排气质量及飞行速度不变，随着滑流增加，则螺旋桨拉力增大。3、转速的影响，如滑流、飞行速度和桨叶角保持不变，随着螺旋桨转速上升，则单位时间排气质量增加，拉力增大。4、桨距的影响，若滑流、飞行速度和螺旋桨转速保持不变，随着桨叶角增加，则单位时间排气质量增加，拉力增大。
26	与定距螺旋桨相比，变距螺旋桨的优点是 {{c1::B}}	维持转速不变||提高螺旋桨效率||更容易操纵	2	变距螺旋桨的优点是可以提高螺旋桨的效率和使发动机工作最经济。
27	螺旋桨的恒速传动装置（CSU）的主要作用是 {{c1::A}}	通过调速器自动调节桨叶角保持螺旋桨转速||根据操纵输入信号以稳定的速率改变螺旋桨转速||通过与桨叶的机械连接直接的控制螺旋桨转速	1	恒速传动装置的作用就是在变距杆位置保持不变的情况下，通过调速器控制滑油在螺旋桨变距油缸里的油量，自动调节桨叶角，使螺旋桨转速保持不变。
28	螺旋桨的恒速传动装置失效后会对飞机产生什么影响？ {{c1::A}}	螺旋桨的桨叶角不能再改变||将不能实现顺桨或反桨操纵||可用变距杆进行变距操纵	1	恒速装置失效，滑油不能流入流出变距油缸，此时变距螺旋桨变为定距螺旋桨，前推油门杆转速增大，后收油门杆转速减小。
29	螺旋桨超速的主要原因是 {{c1::C}}	减速器故障||发动机油门过大||调速器故障或设定的转速过大	3	造成超速的原因主要是调速器设定的转速过大，可能是由于变距杆前推过量、调速器故障或者是冬季长时间下降滑油冻结导致。
30	螺旋桨超速时飞行员应该如何处置？ {{c1::B}}	减小飞行速度||立即收油门，再后拉变距杆增大桨叶角||关闭发动机，停止对螺旋桨输出功率	2	发现螺旋桨超速，应立即收油门减小进气压力。如果是由于滑油冻结导致的超速，此时螺旋桨转速会随之减小，如果转速不变，说明滑油没有冻结应适度后收变距杆减小螺旋桨转速。
31	对于安装变距螺旋桨的飞机，飞行前必须通过调整变距杆并监控转速的方法做充分的地面检查，是因为 {{c1::C}}	地面时调速器不能自动变距||可确保飞行中变距杆操纵正常||滑油充当液压介质性能差，以防恒速装置失效	3	变距螺旋桨在地面检查时必须通过调整变距杆，检查转速能否随之改变。这是因为恒速装置使用滑油充当液压油的功能推动变距油缸活塞移动调整桨叶角，但是与液压油相比滑油粘性较大，特别是在气温较低时容易出现滑油凝固无法流动，使恒速装置失效，螺旋桨变为定距螺旋桨。
32	装有恒速装置的发动机出现汽化器积冰，使用汽化器加热后 {{c1::A}}	进气压力先减小后恢复||转速减小||排气温度降低	1	如果发生汽化器积冰，应打开汽化器加热引入热空气融化积冰，由于热空气密度较小，因此仪表显示进气压力进一步减小，随着积冰融化进气量增大，进气压力会逐渐恢复。
33	对于活塞式螺旋桨发动机来说，如果将油门杆收到底，那么此时飞机将进入( )工作状态。 {{c1::A}}	慢车||停车||顺桨	1	油门杆控制进入发动机的空气量。前推油门杆，节气门开度增大，进入发动机的空气量增大，发动机功率随之增大，后收油门杆，节气门开度减小，进入发动机的空气量减小，发动机功率随之减小。但是需要注意，收光油门时节气门无法完全关闭，仍然有少量空气进入发动机，发动机以慢车状态工作。
34	涡轮式发动机中的燃气发生器是指 {{c1::A}}	压气机、燃烧室和涡轮||点火装置、混合气和燃烧室||压气机、涡轮和喷管	1	在涡轮式发动机中，利用压气机、燃烧室、涡轮和喷管，分别完成压缩、燃烧、膨胀做功和排气，涡轮高速旋转带动压气机和附件工作。涡轮式发动机的五大基本组成部件，进气道、压气机、燃烧室、涡轮和喷管，中间的三个部分：压气机、燃烧室和涡轮称为燃气发生器。燃气发生器是各种发动机的核心。
35	涡轮风扇发动机的主要推力由哪部分产生？ {{c1::B}}	涡轮||风扇||喷管	2	涡轮风扇发动机在燃气发生器基础上增加了低压涡轮和风扇，低压涡轮使燃气进一步膨胀做功，带动风扇产生推力。气流分成内外两部分，外涵道气流从核心发动机外流过，产生推力,类似螺旋桨,同时冷却核心机；内涵道气流通过核心发动机，推动涡轮，从尾喷管排出。尾喷管喷气产生的推力较小，大部分推力由风扇产生。因油耗和噪声较低而在民航飞机上应用广泛。
36	涡轮式发动机根据结构类型分为 {{c1::B}}	涡轮喷气式发动机、涡轮增压式发动机||涡轮风扇式、涡轮轴发动机||涡轮螺旋桨式发动机、高涵道比涡轮发动机	2	涡轮式发动机的结构类型：涡轮式发动机分为涡轮喷气式发动机、涡轮风扇式发动机、涡轮螺旋桨式发动机和涡轮轴发动机。涡轮喷气式发动机由于不经济，民航已不采用。涡轴发动机一般用于直升机。
37	涡轮喷气动力的飞机，可增大进气/燃气压力的部件是 {{c1::B}}	燃烧室、压气机||进气道、压气机||燃烧室、涡轮	2	"进气道：将足够的空气量，以最小的流动损失顺利地引入压气机；当飞行速度大于压气机进口处的气流速度时，可以通过冲压压缩空气，提高空气的压力。 
压气机：通过高速旋转的叶片对空气作功，压缩空气，提高空气的压力。"
38	驾驶员在驾驶舱内主要对涡轮发动机的哪些参数进行监控来防止发动机超速或超温造成损坏？ {{c1::A}}	N1%,EGT||N2%,ITT||EPR, VIB	1	通常涡轮式发动机配备电子控制系统，可以有效实现发动机推力的管理和发动机的保护。驾驶员在驾驶舱内主要监视压气机转子转速或压力比（EPR）、涡轮排气温度（EGT）或涡轮级间温度（ITT），防止发动机超速或超温，造成发动机损伤或损坏。
39	辅助动力装置（APU）在地面工作时，其功用是 {{c1::A}}	提供电源和气源||可以提供电源和气源中的一项||仅能提供电源	1	辅助动力装置（APU）是装在飞机上的一套小型动力装置。其功用是在地面或低空为飞机提供电源和气源；必要时，辅助动力装置可作为应急能源，为飞机提供电源和气源（超过一定高度后，仅能提供电源）。
40	辅助动力装置（APU）在（  ）为飞机提供气源？ {{c1::B}}	地面||地面或低空||高空	2	辅助动力装置（APU）是装在飞机上的一套小型动力装置。其功用是在地面或低空为飞机提供电源和气源；必要时，辅助动力装置可作为应急能源，为飞机提供电源和气源（超过一定高度后，仅能提供电源）。
41	长期使用燃油级别高于规定值的燃油会导致 {{c1::B}}	发动机爆震||发动机内部件被腐蚀||发动机过热且工作不稳定	2	
42	启动飞机发动机、电动机的电能来自 {{c1::A}}	飞机电源系统||地面电源||辅助电源系统	1	飞机电气系统包括供电系统和用电设备。用电设备（或称负载）是使用电能进行工作的设备，如飞机电力传动设备，发动机的启动、喷油和点火设备，灯光系统和电加温设备，电气仪表和控制设备，航空电子设备等。
43	活塞发动机加装增压器后，可明显改善发动机的 {{c1::B}}	抵抗爆震发生的能力||高空性能||经济性	2	高度升高，空气密度减小，发动机有效功率降低，发动机加装增压器后，空气先经过增压器提高压力，然后再进入汽缸。大大提高了发动机的高空性能。增压式发动机常用在飞行高度较高的飞机上。
44	如果操纵混合比杆使混合气变贫油，且排气温度达到峰值后，再进一步变贫油，将出现什么情况？ {{c1::A}}	发动机振动||电嘴挂油||发动机过热	1	"过贫油燃烧的现象和危害：
1．发动机功率减小，经济性变差；
2．汽缸头温度降低；
3．发动机振动；
4．排气管发出短促而尖锐的声音，夜间还可能看到排气管口冒出脉动的淡红（黄）色火舌；
5．汽化器回火：低温条件下启动容易出现汽化器回火的情况。"
45	当使用汽化器加温后带来的功率损失可通过什么途径补偿？ {{c1::B}}	调富油混合气||修正功率状态||每15分钟进行一次注油	2	
46	在装备有定距螺旋桨的活塞发动机飞机上，当汽化器结冰时，采取对汽化器加温，可能出现 {{c1::B}}	发动机转速下降||发动机转速下降，然后逐渐增加||发动机转速增加，然后逐渐下降	2	在定距螺旋桨的活塞发动机飞机上，采取汽化器加温时，由于空气温度升高，进气量会减少，转速会下降，随着积冰融化进气量增大，转速会逐步增加。
47	活塞发动机混合气过富油燃烧将引起 {{c1::B}}	发动机过热||电嘴积碳||发动机工作平稳，但燃油消耗量变大	2	活塞发动机混合气过富油燃烧将导致气缸内部积炭，包括电嘴积炭、气门积炭、气缸壁积炭等。
48	传统活塞发动机使用的燃油为 {{c1::A}}	航空汽油||航空煤油||航空汽油和航空煤油的混合油	1	飞机燃油大致有三种：航空汽油、航空煤油和航空柴油。 （1）具有点火系统的传统活塞发动机使用航空汽油； 航空汽油被分为三个等级：Avgas 80、Avgas 100和Avgas 100LL，牌号的高低反映燃油的抗爆震能力的高低。低于规定牌号的燃油进入发动机后极易造成发动机爆震； （2）涡轮发动机使用航空煤油； （3）有些活塞式发动机（也称为“往复式发动机”）还可以使用航空柴油和航空煤油的混合物。
49	汽油的辛烷数反映了汽油的 {{c1::B}}	热值的高低||抗爆性的强弱||闪点的高低	2	燃料的抗爆性通常用辛烷值（汽油牌号）表示，辛烷值越大，抗爆性越好。
50	在用完一个油箱中的燃油后再转换用另一个油箱的燃油，这种做法对飞行安全不利的原因是 {{c1::C}}	燃油中的杂质将会进入燃油系统||发动机驱动的燃油泵是靠燃油进行润滑的，用完一个油箱的燃油后可能导致燃油泵失效||发动机驱动泵和电动增压泵会把空气抽入燃油系统而产生气塞	3	在选择单组油箱供油时，不能将一边油箱的燃油全部用完后才转换到另一油箱，这样一方面会造成左右油箱燃油不平衡，带来飞机操纵上的不便；另一方面，会使油泵吸入油箱中空气引起气塞而导致发动机供油不可靠甚至中断，而且气塞形成后，重新启动发动机也很困难。
51	活塞发动机混合气的油/气之比是指 {{c1::B}}	进入气缸的燃油体积与空气体积之比||进入气缸的燃油重量与空气重量之比||进入汽化器的燃油重量与空气重量之比	2	油气比是气缸内混合气中燃料的质量与空气质量的比值。
52	关于活塞发动机电嘴积炭，下列说法正确的是 {{c1::A}}	是因为混合气过富油造成的||是因为发动机气缸温度太高而造成的||是因为发动机内燃烧温度太高造成的	1	活塞发动机过富油燃烧将会导致电嘴积炭，电嘴上积炭，还会使电火花能力减弱，甚至使电嘴不能跳火。
53	对于活塞发动机，收油门过猛易造成 {{c1::B}}	过贫油燃烧||过富油燃烧||爆震	2	飞行中，若减小功率时收油门过猛，此时节气门迅速关小，空气量骤然减小，而燃油量因系统惯性使其减小滞后，容易造成短暂的混合气过富油，而发生排气管“放炮”现象。所以飞行中，操纵油门要柔和。
54	巡航时，航空活塞发动机最佳功率混合比是满足下列哪种条件的油/气比？ {{c1::B}}	使气缸头温度最低||对给定的油门位置，可获得相应的最大功率||使排气温度最高	2	发动机的燃烧过程是使燃料燃烧释放出热能， 提高气体的温度和压力， 以便气体膨胀推动活塞作功。要使发动机中混合气中燃料完全燃烧，混合气中油和气的比例必须适当，由于巡航状态时间较长，燃油经济性是考虑的主要问题，因此应选用发动机中转速状态工作较好。即给定的油门位置，获得最大的功率。此条件下的混合比 为巡航时发动机最佳功率混合比
55	活塞发动机大功率时使用较富油的混合气，其目的是 {{c1::B}}	使得发动机的功率更大||防止发动机过热和爆震||避免滑油温度太低	2	起飞阶段的富油混合气可防止发动机过热和爆震。
56	对装备有涡桨发动机的飞机，当推油门过猛时，易造成 {{c1::B}}	燃烧室过贫油而使排气温度过高||燃烧室过富油而使排气温度过高||燃烧室过贫油而使发动机工作不稳定	2	实际工作时，为了防止涡桨发动机因排气温度过高而烧坏热端部件，飞行员操纵飞机时应注意以下两点：①推油门动作不能过猛，防止因燃烧室过富油而使排气温度过高；②涡桨发动机在最大状态下工作的时间不能超过限制。
57	要使航空燃油完全燃烧，其油/气比例大约不高于 {{c1::A}}	1:15||1:25||1:20	1	航空汽油的理论空气量为15.1千克空气/千克汽油，航空煤油的理论空气量为15.1千克空气/千克煤油，所以近似地讲，在常规大气条件下完全燃烧1千克汽油或煤油所需要的最少空气量为15千克。
58	如果磁电机开关和磁电机之间的接地线断开，最易体现这一情况的是 {{c1::B}}	发动机工作不正常||当磁电机开关在关闭位时，发动机不能停车||当磁电机开关在打开位时，发动机不易启动	2	若接地线没有接地，当磁电机开关置于“断开”位时，发动机不会停止工作，这说明磁电机开关不能有效地控制磁电机的工作。
59	飞行中，磁电机开关必须放在 {{c1::C}}	左磁位||右磁位||双磁电机位	3	在正常飞行过程中，磁电机控制电门必须放在“双磁电机”位；发动机停车后，磁电机控制电门必须放在“断开”位。
60	活塞发动机试车检查磁电机过程中，若单磁电机工作时发动机抖动，而双磁电机工作时发动机不抖动，最有可能的原因是 {{c1::A}}	单磁电机工作时，一个或几个气缸的电嘴工作不好或不工作||单磁电机工作，只有单排电嘴工作，燃烧效果不好||两个磁电机的同步性不好	1	单磁电机工作时，若有发动机抖动现象，说明电嘴工作不好甚至没有工作。因为在双磁电机工作时，即使有个别的电嘴不工作，只要其他电嘴工作良好，仍可维持正常燃烧，因而不容易发生故障。
61	在停止之前，点火装置迅速关闭，发动机继续不间断的运行，这 {{c1::C}}	是正常的，因为发动机经常是通过慢关闭油路而停止工作||是不必要的，但是表示都没故障||应该不正常，表示磁电机不是在OFF位	3	
62	航空活塞发动机正常工作时，其点火时刻应 {{c1::B}}	在压缩行程中期，便于有较大的功率输出||在压缩行程末期，便于有较好的功率和经济性||在压缩行程结束后活塞到达上死点时，便于减少压缩消耗的功率，同时增加功率输出	2	活塞发动机正常工作时，在压缩行程末期，电嘴跳火，混合气燃烧释放出热能，气体压力、温度急剧升高推动活塞做功，完成膨胀过程。
63	下列关于活塞发动机电嘴积污的说法，正确的是 {{c1::C}}	电嘴积污是由于发动机温度太高引起的||让发动机长时间在地面工作时||停车前烧电嘴是消除电嘴积污的最好方法	3	电嘴积污，会使电火花能量减弱，甚至不跳火。因此在发动机的使用过程中，应注意保证滑油压力正常；防止混合气过富油燃烧；发动机在慢车工作时间不能太长。此外，每次发动机停车前，按规定程序烧电嘴，用热冲击的方法使电嘴上的挂油，积碳和积铅脱落下来。
64	为了便于活塞发动机冬天的冷发起动，起动前注油量应 {{c1::A}}	适当增加||适当减小||保持不变	1	对于冷发启动或是寒冷天气条件下的发动机启动，由于温度低，燃油的汽化质量较差，启动前注油时应适当地多注一些燃油。
65	汽化器式活塞发动机，在何时容易出现汽化器回火现象？ {{c1::C}}	热发起动时||收油门过猛时||寒冷天气第一次启动时	3	在低温天气条件下启动发动机时，由于发动机温度低，燃油不易蒸发，混合气易形成过贫油；同时启动时进气速度小，故易产生汽化器回火现象。
66	某航空活塞发动机转速为2400RPM，则电嘴每分钟共点火多少次？ {{c1::C}}	2400次||600次||1200次	3	活塞发动机引擎转两周，各汽缸运行一次，并完成一次循环，每完成一次循环都需要点一次火。所以，当航空活塞发动机转速为2400转每分钟时，电嘴每分钟共点火1200次。
67	对装备有恒速螺旋桨的活塞发动机飞机，当飞行中滑油压力表指示减小，而滑油温度正常，且变距杆能正常控制转速，最有可能出现的情况是 {{c1::B}}	滑油系统出现故障||滑油压力表出现故障||滑油温度表出现故障	2	变距杆除了配合油门杆改变和设置发动机的功率及状态外，还有一些特殊的用途。如，在寒冷的天气条件或长时间下降过程中，为了防止变距杆筒内的滑油冻结，可来回活动几下变距杆。当滑油压力异常降低而滑油温度正常时，若变距杆可正常控制转速，则表明压力表故障；如变距杆不能正常控制转速，则说明滑油系统有故障。
68	发动机起动后，若无滑油压力或滑油压力很小，应 {{c1::C}}	增加滑油散热器风门开度，降低滑油温度，提高滑油压力||增加发动机功率，提高滑油压力||使发动机立即停车检查	3	在发动机启动后30s内，必须要出现滑油压力指示，否则要立即停车，在相当寒冷的天气条件下，时间可适当延长至60s。
69	飞行员从座舱中的滑油温度表看到滑油温度过高，不可采取什么措施？ {{c1::C}}	前推混合比使混合器更富油||降低发动机功率||后收混合比杆，减小燃油流量	3	若出现滑油温度过高，可采取调整滑油散热器风门开度，降低发动机功率，加强发动机散热或使混合器更富油等方法降低滑油温度。
70	发动机排出的废气温度与外界大气温度相比 {{c1::A}}	更高||更低||相等	1	发动机排出的废气温度高于外界大气温度。发动机排出的废气，具有相当高的温度，目前一般在300℃以上。
71	装有活塞发动机的飞机要进行长时间爬升时，可以 {{c1::C}}	适当调富油以防止发动机温度过高||增加功率以提高速度，便于加强发动机的散热||采用阶段爬升方式，避免发动机温度过高	3	装有活塞发动机的飞机要进行长时间爬升，应采用阶段爬升方式，以保证汽缸头温度在正常范围之内。
72	为了防止气锁现象的产生，飞行员应该 {{c1::A}}	燃油选择开关置于双组位||前推混合比加大供油||终止燃油泵工作以免吸入更多空气	1	通常燃油选择开关标有双组油箱供油、左油箱供油、右油箱供油和油箱关断位。在选择油箱供油时，不能将一边油箱的燃油全部用完后才转换到另一油箱。这样做一方面会造成左右油箱燃油不平衡带来飞机操纵上的不便；另一方面，会使油泵吸入油箱中的空气引起气塞从而导致发动机供油中断。
73	能使活塞发动机获得最大有效功率的混合比设置为 {{c1::A}}	余气系数0.8~0.9||余气系数1.05~1.10||余气系数0.97	1	当α＝0.8～0.9时，火焰传播速度最大，活塞膨胀功最大，发动机可获得最佳功率。当α偏离该值时，火焰传播速度将减小，发动机功率也将减小。因此，这个α 值叫做最佳功率余气系数，对应的发动机状态称为最佳功率状态。即当混合气的余气系数在0.8至0.9时，有效功率最大；当余气系数偏离此范围时，有效功率将减小。
74	在阴雨天气运行时，发动机的有效功率 {{c1::A}}	减小||增大||无明显变化	1	大气湿度对有效功率也有影响，当气体湿度大时，气体中水的成分增加，氧的密度减小，相当于充填量减小，同时燃烧速度减慢。所以，大气湿度增加，发动机有效功率降低，然而发动机爆震的倾向却减小。
75	航空活塞发动机所依赖的推进器是 {{c1::A}}	螺旋桨||曲轴||活塞	1	航空活塞发动机依赖螺旋桨及有关附件，给飞机提供推进力。
76	对装备有恒速螺旋桨的活塞发动机，当增加功率较多时，正确的操纵次序是 {{c1::B}}	直接推油门||先推混合比杆，接着推变距杆，再推油门杆||先推油门杆，接着推变距杆，再推混合比杆	2	装有恒速螺旋桨的活塞式发动机，发动机用于设置功率的主要操纵装置是油门杆和变距杆，其次是混合比杆。变距杆的使用配合油门杆改变和设置发动机的功率状态，油门杆设置进气压力，变距杆设置转速。增加功率先推变距再推油门，减小功率先收油门再收变距。
77	热发动机时禁止随意扳动螺旋桨的原因是 {{c1::A}}	防止发动机早燃||损坏发动机机件||不利于发动机启动	1	对于刚停车的热发动机，不能随意扳动螺旋桨。因为此时发动机汽缸头温度还很高，如果扳动螺旋桨，气缸中残余的混合气受压缩后可能自燃，使螺旋桨转动起来，有伤人的危险。
78	航空活塞发动机进气压力通常测量的是 {{c1::B}}	进气管处气体的相对压力||进气管处气体的绝对压力||汽缸内气体的绝对压力	2	进气压力是指气体在进入汽缸前在进气管处的压力。为了使进气压力较为直接的反应充填量的变化，反应发动机的功率，所以在测量进气压力时采用真空膜盒来测量绝对压力。
